,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-21,2.8164,3.0784,,,1,0.36,限制大额申购,开放赎回,,,,
1,2025-08-20,2.8064,3.0684,,,1,0.49,限制大额申购,开放赎回,,,,
2,2025-08-19,2.7926,3.0546,,,1,0.85,限制大额申购,开放赎回,,,,
3,2025-08-18,2.7691,3.0311,,,1,0.71,限制大额申购,开放赎回,,,,
4,2025-08-15,2.7496,3.0116,,,1,1.08,限制大额申购,开放赎回,,,,
5,2025-08-14,2.7201,2.9821,,,1,-1.68,限制大额申购,开放赎回,,,,
6,2025-08-13,2.7665,3.0285,,,1,0.03,限制大额申购,开放赎回,,,,
7,2025-08-12,2.7658,3.0278,,,1,-0.13,限制大额申购,开放赎回,,,,
8,2025-08-11,2.7693,3.0313,,,1,1.16,限制大额申购,开放赎回,,,,
9,2025-08-08,2.7376,2.9996,,,1,0.20,限制大额申购,开放赎回,,,,
10,2025-08-07,2.7322,2.9942,,,1,-0.21,限制大额申购,开放赎回,,,,
11,2025-08-06,2.7380,3.0000,,,1,0.35,限制大额申购,开放赎回,,,,
12,2025-08-05,2.7284,2.9904,,,1,0.93,限制大额申购,开放赎回,,,,
13,2025-08-04,2.7032,2.9652,,,1,1.07,限制大额申购,开放赎回,,,,
14,2025-08-01,2.6745,2.9365,,,1,0.88,限制大额申购,开放赎回,,,,
15,2025-07-31,2.6512,2.9132,,,1,-1.12,限制大额申购,开放赎回,,,,
16,2025-07-30,2.6811,2.9431,,,1,-0.08,限制大额申购,开放赎回,,,,
17,2025-07-29,2.6832,2.9452,,,1,-0.14,限制大额申购,开放赎回,,,,
18,2025-07-28,2.6870,2.9490,,,1,0.42,限制大额申购,开放赎回,,,,
19,2025-07-25,2.6758,2.9378,,,1,0.29,限制大额申购,开放赎回,,,,
20,2025-07-24,2.6680,2.9300,,,1,1.23,限制大额申购,开放赎回,,,,
21,2025-07-23,2.6357,2.8977,,,1,-0.33,限制大额申购,开放赎回,,,,
22,2025-07-22,2.6443,2.9063,,,1,0.47,限制大额申购,开放赎回,,,,
23,2025-07-21,2.6319,2.8939,,,1,1.28,限制大额申购,开放赎回,,,,
24,2025-07-18,2.5986,2.8606,,,1,0.93,限制大额申购,开放赎回,,,,
