,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-21,1.6380,1.7200,0.20,限制大额申购,开放赎回,,,1,,,,
1,2025-08-20,1.6347,1.7167,0.93,限制大额申购,开放赎回,,,1,,,,
2,2025-08-19,1.6196,1.7016,0.45,限制大额申购,开放赎回,,,1,,,,
3,2025-08-18,1.6123,1.6943,-1.32,限制大额申购,开放赎回,,,1,,,,
4,2025-08-15,1.6339,1.7159,-1.60,限制大额申购,开放赎回,,,1,,,,
5,2025-08-14,1.6604,1.7424,-0.66,开放申购,开放赎回,,,1,,,,
6,2025-08-13,1.6715,1.7535,0.56,开放申购,开放赎回,,,1,,,,
7,2025-08-12,1.6622,1.7442,0.67,开放申购,开放赎回,,,1,,,,
8,2025-08-11,1.6512,1.7332,0.05,开放申购,开放赎回,,,1,,,,
9,2025-08-08,1.6504,1.7324,-0.55,开放申购,开放赎回,,,1,,,,
10,2025-08-07,1.6595,1.7415,1.43,开放申购,开放赎回,,,1,,,,
11,2025-08-06,1.6361,1.7181,-0.79,开放申购,开放赎回,,,1,,,,
12,2025-08-05,1.6491,1.7311,1.23,开放申购,开放赎回,,,1,,,,
13,2025-08-04,1.6291,1.7111,0.88,开放申购,开放赎回,,,1,,,,
14,2025-08-01,1.6149,1.6969,-0.96,开放申购,开放赎回,,,1,,,,
15,2025-07-31,1.6305,1.7125,-0.99,开放申购,开放赎回,,,1,,,,
16,2025-07-30,1.6468,1.7288,-1.10,开放申购,开放赎回,,,1,,,,
17,2025-07-29,1.6652,1.7472,-0.89,开放申购,开放赎回,,,1,,,,
18,2025-07-28,1.6801,1.7621,0.34,开放申购,开放赎回,,,1,,,,
19,2025-07-25,1.6744,1.7564,-0.99,开放申购,开放赎回,,,1,,,,
20,2025-07-24,1.6912,1.7732,0.43,开放申购,开放赎回,,,1,,,,
21,2025-07-23,1.6839,1.7659,0.88,开放申购,开放赎回,,,1,,,,
22,2025-07-22,1.6692,1.7512,-0.76,开放申购,开放赎回,,,1,,,,
23,2025-07-21,1.6820,1.7640,-0.44,开放申购,开放赎回,,,1,,,,
24,2025-07-18,1.6895,1.7715,0.97,开放申购,开放赎回,,,1,,,,
25,2025-07-17,1.6732,1.7552,-0.62,开放申购,开放赎回,,,1,,,,
26,2025-07-16,1.6836,1.7656,0.04,开放申购,开放赎回,,,1,,,,
27,2025-07-15,1.6829,1.7649,-0.05,开放申购,开放赎回,,,1,,,,
28,2025-07-14,1.6838,1.7658,0.25,开放申购,开放赎回,,,1,,,,
29,2025-07-11,1.6796,1.7616,-0.91,开放申购,开放赎回,,,1,,,,
30,2025-07-10,1.6950,1.7770,1.99,开放申购,开放赎回,,,1,,,,
31,2025-07-09,1.6620,1.7440,-0.22,开放申购,开放赎回,,,1,,,,
32,2025-07-08,1.6656,1.7476,0.69,开放申购,开放赎回,,,1,,,,
33,2025-07-07,1.6542,1.7362,0.33,开放申购,开放赎回,,,1,,,,
34,2025-07-04,1.6488,1.7308,0.20,开放申购,开放赎回,,,1,,,,
35,2025-07-03,1.6455,1.7275,-0.83,开放申购,开放赎回,,,1,,,,
36,2025-07-02,1.6593,1.7413,1.59,开放申购,开放赎回,,,1,,,,
37,2025-07-01,1.6334,1.7154,-0.07,暂停申购,暂停赎回,,,1,,,,
38,2025-06-30,1.6345,1.7165,-1.26,开放申购,开放赎回,,,1,,,,
39,2025-06-27,1.6553,1.7373,-1.05,开放申购,开放赎回,,,1,,,,
40,2025-06-26,1.6729,1.7549,-0.05,开放申购,开放赎回,,,1,,,,
41,2025-06-25,1.6737,1.7557,1.06,开放申购,开放赎回,,,1,,,,
42,2025-06-24,1.6562,1.7382,1.69,开放申购,开放赎回,,,1,,,,
43,2025-06-23,1.6287,1.7107,0.74,开放申购,开放赎回,,,1,,,,
44,2025-06-20,1.6168,1.6988,1.83,开放申购,开放赎回,,,1,,,,
45,2025-06-19,1.5877,1.6697,-1.40,开放申购,开放赎回,,,1,,,,
46,2025-06-18,1.6103,1.6923,-0.02,限制大额申购,开放赎回,0.032,0,1,,,,每份派现金0.0320元
47,2025-06-17,1.6426,1.6926,-0.65,限制大额申购,开放赎回,,,1,,,,
48,2025-06-16,1.6534,1.7034,0.96,限制大额申购,开放赎回,,,1,,,,
49,2025-06-13,1.6376,1.6876,-0.25,限制大额申购,开放赎回,,,1,,,,
50,2025-06-12,1.6417,1.6917,-0.48,限制大额申购,开放赎回,,,1,,,,
51,2025-06-11,1.6497,1.6997,1.21,限制大额申购,开放赎回,,,1,,,,
52,2025-06-10,1.6299,1.6799,0.67,限制大额申购,开放赎回,,,1,,,,
53,2025-06-09,1.6190,1.6690,1.22,限制大额申购,开放赎回,,,1,,,,
54,2025-06-06,1.5995,1.6495,-0.07,开放申购,开放赎回,,,1,,,,
55,2025-06-05,1.6007,1.6507,0.47,开放申购,开放赎回,,,1,,,,
56,2025-06-04,1.5932,1.6432,0.43,开放申购,开放赎回,,,1,,,,
57,2025-06-03,1.5863,1.6363,1.34,开放申购,开放赎回,,,1,,,,
58,2025-05-30,1.5654,1.6154,-0.25,开放申购,开放赎回,,,1,,,,
59,2025-05-29,1.5694,1.6194,0.36,开放申购,开放赎回,,,1,,,,
60,2025-05-28,1.5638,1.6138,-0.13,开放申购,开放赎回,,,1,,,,
61,2025-05-27,1.5658,1.6158,0.04,开放申购,开放赎回,,,1,,,,
62,2025-05-26,1.5652,1.6152,-0.76,开放申购,开放赎回,,,1,,,,
63,2025-05-23,1.5772,1.6272,0.26,开放申购,开放赎回,,,1,,,,
64,2025-05-22,1.5731,1.6231,0.22,开放申购,开放赎回,,,1,,,,
65,2025-05-21,1.5697,1.6197,0.29,开放申购,开放赎回,,,1,,,,
66,2025-05-20,1.5652,1.6152,0.89,开放申购,开放赎回,,,1,,,,
67,2025-05-19,1.5514,1.6014,-0.54,开放申购,开放赎回,,,1,,,,
68,2025-05-16,1.5598,1.6098,-0.31,开放申购,开放赎回,,,1,,,,
69,2025-05-15,1.5647,1.6147,-0.29,开放申购,开放赎回,,,1,,,,
70,2025-05-14,1.5692,1.6192,1.34,开放申购,开放赎回,,,1,,,,
71,2025-05-13,1.5485,1.5985,0.39,开放申购,开放赎回,,,1,,,,
72,2025-05-12,1.5425,1.5925,1.40,开放申购,开放赎回,,,1,,,,
73,2025-05-09,1.5212,1.5712,0.92,开放申购,开放赎回,,,1,,,,
74,2025-05-08,1.5073,1.5573,0.01,开放申购,开放赎回,,,1,,,,
75,2025-05-07,1.5072,1.5572,0.89,开放申购,开放赎回,,,1,,,,
76,2025-05-06,1.4939,1.5439,0.67,开放申购,开放赎回,,,1,,,,
77,2025-04-30,1.4840,1.5340,-1.15,开放申购,开放赎回,,,1,,,,
78,2025-04-29,1.5012,1.5512,-0.02,开放申购,开放赎回,,,1,,,,
79,2025-04-28,1.5015,1.5515,1.09,开放申购,开放赎回,,,1,,,,
80,2025-04-25,1.4853,1.5353,0.09,开放申购,开放赎回,,,1,,,,
81,2025-04-24,1.4840,1.5340,0.21,开放申购,开放赎回,,,1,,,,
82,2025-04-23,1.4809,1.5309,1.24,开放申购,开放赎回,,,1,,,,
83,2025-04-22,1.4628,1.5128,0.95,开放申购,开放赎回,,,1,,,,
84,2025-04-21,1.4491,1.4991,0.01,暂停申购,暂停赎回,,,1,,,,
85,2025-04-18,1.4489,1.4989,-0.06,暂停申购,暂停赎回,,,1,,,,
86,2025-04-17,1.4498,1.4998,0.87,开放申购,开放赎回,,,1,,,,
87,2025-04-16,1.4373,1.4873,-0.68,开放申购,开放赎回,,,1,,,,
88,2025-04-15,1.4471,1.4971,0.53,开放申购,开放赎回,,,1,,,,
