,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-21,3.9620,3.9620,,,1,-0.88,开放申购,开放赎回,,,,
1,2025-08-20,3.9970,3.9970,,,1,0.28,开放申购,开放赎回,,,,
2,2025-08-19,3.9860,3.9860,,,1,1.87,开放申购,开放赎回,,,,
3,2025-08-18,3.9130,3.9130,,,1,2.14,开放申购,开放赎回,,,,
4,2025-08-15,3.8310,3.8310,,,1,0.55,开放申购,开放赎回,,,,
5,2025-08-14,3.8100,3.8100,,,1,-1.63,开放申购,开放赎回,,,,
6,2025-08-13,3.8730,3.8730,,,1,3.95,开放申购,开放赎回,,,,
7,2025-08-12,3.7260,3.7260,,,1,1.78,开放申购,开放赎回,,,,
8,2025-08-11,3.6610,3.6610,,,1,1.61,开放申购,开放赎回,,,,
9,2025-08-08,3.6030,3.6030,,,1,-0.52,开放申购,开放赎回,,,,
10,2025-08-07,3.6220,3.6220,,,1,-0.11,开放申购,开放赎回,,,,
11,2025-08-06,3.6260,3.6260,,,1,1.20,开放申购,开放赎回,,,,
12,2025-08-05,3.5830,3.5830,,,1,0.73,开放申购,开放赎回,,,,
13,2025-08-04,3.5570,3.5570,,,1,0.88,开放申购,开放赎回,,,,
14,2025-08-01,3.5260,3.5260,,,1,-0.90,开放申购,开放赎回,,,,
15,2025-07-31,3.5580,3.5580,,,1,0.03,开放申购,开放赎回,,,,
16,2025-07-30,3.5570,3.5570,,,1,0.00,开放申购,开放赎回,,,,
17,2025-07-29,3.5570,3.5570,,,1,2.60,开放申购,开放赎回,,,,
18,2025-07-28,3.4670,3.4670,,,1,1.97,开放申购,开放赎回,,,,
19,2025-07-25,3.4000,3.4000,,,1,0.00,开放申购,开放赎回,,,,
20,2025-07-24,3.4000,3.4000,,,1,-0.12,开放申购,开放赎回,,,,
21,2025-07-23,3.4040,3.4040,,,1,-0.26,开放申购,开放赎回,,,,
22,2025-07-22,3.4130,3.4130,,,1,-0.64,开放申购,开放赎回,,,,
23,2025-07-21,3.4350,3.4350,,,1,0.59,开放申购,开放赎回,,,,
24,2025-07-18,3.4150,3.4150,,,1,-0.96,开放申购,开放赎回,,,,
25,2025-07-17,3.4480,3.4480,,,1,2.77,开放申购,开放赎回,,,,
26,2025-07-16,3.3550,3.3550,,,1,-0.12,开放申购,开放赎回,,,,
27,2025-07-15,3.3590,3.3590,,,1,4.84,开放申购,开放赎回,,,,
28,2025-07-14,3.2040,3.2040,,,1,0.53,开放申购,开放赎回,,,,
29,2025-07-11,3.1870,3.1870,,,1,-0.13,开放申购,开放赎回,,,,
30,2025-07-10,3.1910,3.1910,,,1,-0.16,开放申购,开放赎回,,,,
31,2025-07-09,3.1960,3.1960,,,1,0.19,开放申购,开放赎回,,,,
32,2025-07-08,3.1900,3.1900,,,1,3.74,开放申购,开放赎回,,,,
33,2025-07-07,3.0750,3.0750,,,1,-1.38,开放申购,开放赎回,,,,
34,2025-07-04,3.1180,3.1180,,,1,-0.26,开放申购,开放赎回,,,,
35,2025-07-03,3.1260,3.1260,,,1,2.19,开放申购,开放赎回,,,,
36,2025-07-02,3.0590,3.0590,,,1,-1.96,开放申购,开放赎回,,,,
37,2025-07-01,3.1200,3.1200,,,1,0.32,开放申购,开放赎回,,,,
38,2025-06-30,3.1100,3.1100,,,1,2.67,开放申购,开放赎回,,,,
39,2025-06-27,3.0290,3.0290,,,1,1.41,开放申购,开放赎回,,,,
40,2025-06-26,2.9870,2.9870,,,1,0.34,开放申购,开放赎回,,,,
41,2025-06-25,2.9770,2.9770,,,1,1.36,开放申购,开放赎回,,,,
42,2025-06-24,2.9370,2.9370,,,1,2.30,开放申购,开放赎回,,,,
43,2025-06-23,2.8710,2.8710,,,1,-0.45,开放申购,开放赎回,,,,
44,2025-06-20,2.8840,2.8840,,,1,-1.70,开放申购,开放赎回,,,,
45,2025-06-19,2.9340,2.9340,,,1,-0.17,开放申购,开放赎回,,,,
46,2025-06-18,2.9390,2.9390,,,1,1.98,开放申购,开放赎回,,,,
47,2025-06-17,2.8820,2.8820,,,1,-0.72,开放申购,开放赎回,,,,
48,2025-06-16,2.9030,2.9030,,,1,2.11,开放申购,开放赎回,,,,
49,2025-06-13,2.8430,2.8430,,,1,-0.98,开放申购,开放赎回,,,,
50,2025-06-12,2.8710,2.8710,,,1,1.38,开放申购,开放赎回,,,,
51,2025-06-11,2.8320,2.8320,,,1,0.82,开放申购,开放赎回,,,,
52,2025-06-10,2.8090,2.8090,,,1,-0.57,开放申购,开放赎回,,,,
53,2025-06-09,2.8250,2.8250,,,1,1.29,开放申购,开放赎回,,,,
54,2025-06-06,2.7890,2.7890,,,1,-0.11,开放申购,开放赎回,,,,
55,2025-06-05,2.7920,2.7920,,,1,3.33,开放申购,开放赎回,,,,
56,2025-06-04,2.7020,2.7020,,,1,2.08,开放申购,开放赎回,,,,
57,2025-06-03,2.6470,2.6470,,,1,0.34,开放申购,开放赎回,,,,
58,2025-05-30,2.6380,2.6380,,,1,-1.35,开放申购,开放赎回,,,,
59,2025-05-29,2.6740,2.6740,,,1,1.94,开放申购,开放赎回,,,,
60,2025-05-28,2.6230,2.6230,,,1,1.08,开放申购,开放赎回,,,,
61,2025-05-27,2.5950,2.5950,,,1,-1.56,开放申购,开放赎回,,,,
62,2025-05-26,2.6360,2.6360,,,1,0.80,开放申购,开放赎回,,,,
63,2025-05-23,2.6150,2.6150,,,1,-1.17,开放申购,开放赎回,,,,
64,2025-05-22,2.6460,2.6460,,,1,-0.56,开放申购,开放赎回,,,,
