,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-21,1.3154,1.5399,,,1,0.30,开放申购,开放赎回,,,,
1,2025-08-20,1.3115,1.5360,,,1,0.31,开放申购,开放赎回,,,,
2,2025-08-19,1.3075,1.5320,,,1,0.02,开放申购,开放赎回,,,,
3,2025-08-18,1.3073,1.5318,,,1,0.15,开放申购,开放赎回,,,,
4,2025-08-15,1.3053,1.5298,,,1,-0.07,开放申购,开放赎回,,,,
5,2025-08-14,1.3062,1.5307,,,1,-0.22,开放申购,开放赎回,,,,
6,2025-08-13,1.3091,1.5336,,,1,-0.08,开放申购,开放赎回,,,,
7,2025-08-12,1.3101,1.5346,,,1,-0.04,开放申购,开放赎回,,,,
8,2025-08-11,1.3106,1.5351,,,1,-0.08,开放申购,开放赎回,,,,
9,2025-08-08,1.3117,1.5362,,,1,-0.10,开放申购,开放赎回,,,,
10,2025-08-07,1.3130,1.5375,,,1,-0.02,开放申购,开放赎回,,,,
11,2025-08-06,1.3132,1.5377,,,1,0.11,开放申购,开放赎回,,,,
12,2025-08-05,1.3117,1.5362,,,1,0.66,开放申购,开放赎回,,,,
13,2025-08-04,1.3031,1.5276,,,1,0.49,开放申购,开放赎回,,,,
14,2025-08-01,1.2968,1.5213,,,1,0.05,开放申购,开放赎回,,,,
15,2025-07-31,1.2961,1.5206,,,1,-0.57,开放申购,开放赎回,,,,
16,2025-07-30,1.3035,1.5280,,,1,0.17,开放申购,开放赎回,,,,
17,2025-07-29,1.3013,1.5258,,,1,-0.44,开放申购,开放赎回,,,,
18,2025-07-28,1.3070,1.5315,,,1,0.03,开放申购,开放赎回,,,,
19,2025-07-25,1.3066,1.5311,,,1,-0.04,开放申购,开放赎回,,,,
20,2025-07-24,1.3071,1.5316,,,1,-0.23,开放申购,开放赎回,,,,
21,2025-07-23,1.3101,1.5346,,,1,0.08,开放申购,开放赎回,,,,
22,2025-07-22,1.3090,1.5335,,,1,-0.08,开放申购,开放赎回,,,,
23,2025-07-21,1.3101,1.5346,,,1,-0.05,开放申购,开放赎回,,,,
24,2025-07-18,1.3107,1.5352,,,1,0.34,开放申购,开放赎回,,,,
25,2025-07-17,1.3063,1.5308,,,1,0.10,开放申购,开放赎回,,,,
26,2025-07-16,1.3050,1.5295,,,1,-0.09,开放申购,开放赎回,,,,
27,2025-07-15,1.3062,1.5307,,,1,-0.31,开放申购,开放赎回,,,,
28,2025-07-14,1.3102,1.5347,,,1,-0.07,开放申购,开放赎回,,,,
29,2025-07-11,1.3111,1.5356,,,1,-0.33,开放申购,开放赎回,,,,
