,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-21,2.3296,2.3296,,,1,0.12,开放申购,开放赎回,,,,
1,2025-08-20,2.3269,2.3269,,,1,0.23,开放申购,开放赎回,,,,
2,2025-08-19,2.3216,2.3216,,,1,-0.11,开放申购,开放赎回,,,,
3,2025-08-18,2.3242,2.3242,,,1,0.02,开放申购,开放赎回,,,,
4,2025-08-15,2.3237,2.3237,,,1,0.21,开放申购,开放赎回,,,,
5,2025-08-14,2.3189,2.3189,,,1,-0.12,开放申购,开放赎回,,,,
6,2025-08-13,2.3216,2.3216,,,1,0.07,开放申购,开放赎回,,,,
7,2025-08-12,2.3200,2.3200,,,1,-0.11,开放申购,开放赎回,,,,
8,2025-08-11,2.3226,2.3226,,,1,0.03,开放申购,开放赎回,,,,
9,2025-08-08,2.3220,2.3220,,,1,-0.05,开放申购,开放赎回,,,,
10,2025-08-07,2.3232,2.3232,,,1,0.13,开放申购,开放赎回,,,,
11,2025-08-06,2.3202,2.3202,,,1,0.03,开放申购,开放赎回,,,,
12,2025-08-05,2.3195,2.3195,,,1,0.06,开放申购,开放赎回,,,,
13,2025-08-04,2.3182,2.3182,,,1,0.16,开放申购,开放赎回,,,,
14,2025-08-01,2.3146,2.3146,,,1,0.09,开放申购,开放赎回,,,,
15,2025-07-31,2.3126,2.3126,,,1,-0.17,开放申购,开放赎回,,,,
16,2025-07-30,2.3166,2.3166,,,1,0.13,开放申购,开放赎回,,,,
17,2025-07-29,2.3137,2.3137,,,1,0.05,开放申购,开放赎回,,,,
18,2025-07-28,2.3126,2.3126,,,1,0.11,开放申购,开放赎回,,,,
19,2025-07-25,2.3101,2.3101,,,1,-0.02,开放申购,开放赎回,,,,
20,2025-07-24,2.3105,2.3105,,,1,0.06,开放申购,开放赎回,,,,
21,2025-07-23,2.3090,2.3090,,,1,-0.05,开放申购,开放赎回,,,,
22,2025-07-22,2.3102,2.3102,,,1,0.00,开放申购,开放赎回,,,,
23,2025-07-21,2.3102,2.3102,,,1,0.04,开放申购,开放赎回,,,,
24,2025-07-18,2.3092,2.3092,,,1,0.17,开放申购,开放赎回,,,,
25,2025-07-17,2.3053,2.3053,,,1,0.16,开放申购,开放赎回,,,,
26,2025-07-16,2.3017,2.3017,,,1,0.10,开放申购,开放赎回,,,,
27,2025-07-15,2.2993,2.2993,,,1,-0.08,开放申购,开放赎回,,,,
28,2025-07-14,2.3011,2.3011,,,1,-0.12,开放申购,开放赎回,,,,
29,2025-07-11,2.3039,2.3039,,,1,0.05,开放申购,开放赎回,,,,
30,2025-07-10,2.3028,2.3028,,,1,0.17,开放申购,开放赎回,,,,
31,2025-07-09,2.2988,2.2988,,,1,-0.02,开放申购,开放赎回,,,,
32,2025-07-08,2.2993,2.2993,,,1,0.37,开放申购,开放赎回,,,,
33,2025-07-07,2.2908,2.2908,,,1,-0.03,开放申购,开放赎回,,,,
34,2025-07-04,2.2915,2.2915,,,1,0.06,开放申购,开放赎回,,,,
35,2025-07-03,2.2902,2.2902,,,1,0.15,开放申购,开放赎回,,,,
36,2025-07-02,2.2868,2.2868,,,1,0.05,开放申购,开放赎回,,,,
37,2025-07-01,2.2857,2.2857,,,1,0.01,开放申购,开放赎回,,,,
38,2025-06-30,2.2855,2.2855,,,1,0.12,开放申购,开放赎回,,,,
39,2025-06-27,2.2827,2.2827,,,1,0.14,开放申购,开放赎回,,,,
40,2025-06-26,2.2795,2.2795,,,1,-0.05,开放申购,开放赎回,,,,
41,2025-06-25,2.2806,2.2806,,,1,0.26,开放申购,开放赎回,,,,
42,2025-06-24,2.2747,2.2747,,,1,0.20,开放申购,开放赎回,,,,
43,2025-06-23,2.2701,2.2701,,,1,0.04,开放申购,开放赎回,,,,
44,2025-06-20,2.2692,2.2692,,,1,0.00,开放申购,开放赎回,,,,
45,2025-06-19,2.2692,2.2692,,,1,-0.14,开放申购,开放赎回,,,,
46,2025-06-18,2.2724,2.2724,,,1,-0.08,开放申购,开放赎回,,,,
47,2025-06-17,2.2743,2.2743,,,1,0.00,开放申购,开放赎回,,,,
48,2025-06-16,2.2742,2.2742,,,1,-0.05,开放申购,开放赎回,,,,
49,2025-06-13,2.2754,2.2754,,,1,-0.17,开放申购,开放赎回,,,,
50,2025-06-12,2.2793,2.2793,,,1,0.04,开放申购,开放赎回,,,,
51,2025-06-11,2.2785,2.2785,,,1,0.07,开放申购,开放赎回,,,,
52,2025-06-10,2.2768,2.2768,,,1,-0.10,开放申购,开放赎回,,,,
53,2025-06-09,2.2791,2.2791,,,1,0.11,开放申购,开放赎回,,,,
54,2025-06-06,2.2766,2.2766,,,1,0.06,开放申购,开放赎回,,,,
55,2025-06-05,2.2753,2.2753,,,1,-0.02,开放申购,开放赎回,,,,
56,2025-06-04,2.2757,2.2757,,,1,0.04,开放申购,开放赎回,,,,
57,2025-06-03,2.2748,2.2748,,,1,0.04,开放申购,开放赎回,,,,
58,2025-05-30,2.2740,2.2740,,,1,-0.05,开放申购,开放赎回,,,,
59,2025-05-29,2.2752,2.2752,,,1,0.08,开放申购,开放赎回,,,,
60,2025-05-28,2.2734,2.2734,,,1,0.11,开放申购,开放赎回,,,,
61,2025-05-27,2.2710,2.2710,,,1,-0.06,开放申购,开放赎回,,,,
62,2025-05-26,2.2723,2.2723,,,1,0.00,开放申购,开放赎回,,,,
63,2025-05-23,2.2724,2.2724,,,1,-0.04,开放申购,开放赎回,,,,
64,2025-05-22,2.2734,2.2734,,,1,-0.14,开放申购,开放赎回,,,,
65,2025-05-21,2.2767,2.2767,,,1,0.02,开放申购,开放赎回,,,,
66,2025-05-20,2.2763,2.2763,,,1,0.15,开放申购,开放赎回,,,,
67,2025-05-19,2.2729,2.2729,,,1,0.07,开放申购,开放赎回,,,,
68,2025-05-16,2.2713,2.2713,,,1,-0.02,开放申购,开放赎回,,,,
69,2025-05-15,2.2717,2.2717,,,1,-0.13,开放申购,开放赎回,,,,
70,2025-05-14,2.2747,2.2747,,,1,0.04,开放申购,开放赎回,,,,
71,2025-05-13,2.2739,2.2739,,,1,0.04,开放申购,开放赎回,,,,
72,2025-05-12,2.2729,2.2729,,,1,0.13,开放申购,开放赎回,,,,
73,2025-05-09,2.2700,2.2700,,,1,-0.07,开放申购,开放赎回,,,,
74,2025-05-08,2.2715,2.2715,,,1,0.13,开放申购,开放赎回,,,,
75,2025-05-07,2.2685,2.2685,,,1,0.03,开放申购,开放赎回,,,,
76,2025-05-06,2.2678,2.2678,,,1,0.31,开放申购,开放赎回,,,,
77,2025-04-30,2.2607,2.2607,,,1,0.17,开放申购,开放赎回,,,,
78,2025-04-29,2.2568,2.2568,,,1,0.08,开放申购,开放赎回,,,,
79,2025-04-28,2.2549,2.2549,,,1,-0.21,开放申购,开放赎回,,,,
80,2025-04-25,2.2597,2.2597,,,1,-0.01,开放申购,开放赎回,,,,
81,2025-04-24,2.2600,2.2600,,,1,-0.08,开放申购,开放赎回,,,,
82,2025-04-23,2.2619,2.2619,,,1,0.01,开放申购,开放赎回,,,,
83,2025-04-22,2.2617,2.2617,,,1,0.03,开放申购,开放赎回,,,,
84,2025-04-21,2.2611,2.2611,,,1,0.03,开放申购,开放赎回,,,,
85,2025-04-18,2.2604,2.2604,,,1,-0.01,开放申购,开放赎回,,,,
86,2025-04-17,2.2607,2.2607,,,1,0.07,开放申购,开放赎回,,,,
87,2025-04-16,2.2591,2.2591,,,1,-0.11,开放申购,开放赎回,,,,
88,2025-04-15,2.2615,2.2615,,,1,-0.18,开放申购,开放赎回,,,,
89,2025-04-14,2.2656,2.2656,,,1,0.09,开放申购,开放赎回,,,,
90,2025-04-11,2.2635,2.2635,,,1,-0.11,开放申购,开放赎回,,,,
91,2025-04-10,2.2660,2.2660,,,1,0.39,开放申购,开放赎回,,,,
92,2025-04-09,2.2571,2.2571,,,1,0.40,开放申购,开放赎回,,,,
93,2025-04-08,2.2482,2.2482,,,1,0.29,开放申购,开放赎回,,,,
94,2025-04-07,2.2416,2.2416,,,1,-1.18,开放申购,开放赎回,,,,
95,2025-04-03,2.2684,2.2684,,,1,0.05,开放申购,开放赎回,,,,
96,2025-04-02,2.2673,2.2673,,,1,0.04,开放申购,开放赎回,,,,
97,2025-04-01,2.2663,2.2663,,,1,0.11,开放申购,开放赎回,,,,
98,2025-03-31,2.2639,2.2639,,,1,-0.19,开放申购,开放赎回,,,,
99,2025-03-28,2.2683,2.2683,,,1,-0.09,开放申购,开放赎回,,,,
100,2025-03-27,2.2704,2.2704,,,1,0.06,开放申购,开放赎回,,,,
101,2025-03-26,2.2690,2.2690,,,1,0.03,开放申购,开放赎回,,,,
102,2025-03-25,2.2683,2.2683,,,1,0.12,开放申购,开放赎回,,,,
103,2025-03-24,2.2655,2.2655,,,1,-0.02,开放申购,开放赎回,,,,
104,2025-03-21,2.2659,2.2659,,,1,-0.16,开放申购,开放赎回,,,,
105,2025-03-20,2.2696,2.2696,,,1,-0.08,开放申购,开放赎回,,,,
106,2025-03-19,2.2714,2.2714,,,1,-0.04,开放申购,开放赎回,,,,
107,2025-03-18,2.2722,2.2722,,,1,0.01,开放申购,开放赎回,,,,
108,2025-03-17,2.2719,2.2719,,,1,-0.03,开放申购,开放赎回,,,,
109,2025-03-14,2.2726,2.2726,,,1,0.35,开放申购,开放赎回,,,,
110,2025-03-13,2.2647,2.2647,,,1,-0.02,开放申购,开放赎回,,,,
111,2025-03-12,2.2651,2.2651,,,1,0.02,开放申购,开放赎回,,,,
112,2025-03-11,2.2647,2.2647,,,1,-0.08,开放申购,开放赎回,,,,
113,2025-03-10,2.2666,2.2666,,,1,-0.03,开放申购,开放赎回,,,,
114,2025-03-07,2.2672,2.2672,,,1,-0.09,开放申购,开放赎回,,,,
115,2025-03-06,2.2693,2.2693,,,1,0.12,开放申购,开放赎回,,,,
116,2025-03-05,2.2666,2.2666,,,1,0.04,开放申购,开放赎回,,,,
117,2025-03-04,2.2658,2.2658,,,1,0.07,开放申购,开放赎回,,,,
118,2025-03-03,2.2642,2.2642,,,1,0.07,开放申购,开放赎回,,,,
119,2025-02-28,2.2626,2.2626,,,1,-0.15,开放申购,开放赎回,,,,
120,2025-02-27,2.2660,2.2660,,,1,0.05,开放申购,开放赎回,,,,
121,2025-02-26,2.2649,2.2649,,,1,0.10,开放申购,开放赎回,,,,
122,2025-02-25,2.2626,2.2626,,,1,-0.09,开放申购,开放赎回,,,,
123,2025-02-24,2.2647,2.2647,,,1,-0.02,开放申购,开放赎回,,,,
124,2025-02-21,2.2652,2.2652,,,1,0.00,开放申购,开放赎回,,,,
125,2025-02-20,2.2651,2.2651,,,1,-0.09,开放申购,开放赎回,,,,
126,2025-02-19,2.2672,2.2672,,,1,0.16,开放申购,开放赎回,,,,
127,2025-02-18,2.2636,2.2636,,,1,-0.26,开放申购,开放赎回,,,,
128,2025-02-17,2.2694,2.2694,,,1,-0.13,开放申购,开放赎回,,,,
129,2025-02-14,2.2723,2.2723,,,1,0.09,开放申购,开放赎回,,,,
130,2025-02-13,2.2702,2.2702,,,1,0.01,开放申购,开放赎回,,,,
131,2025-02-12,2.2700,2.2700,,,1,0.04,开放申购,开放赎回,,,,
132,2025-02-11,2.2691,2.2691,,,1,-0.10,开放申购,开放赎回,,,,
133,2025-02-10,2.2713,2.2713,,,1,0.04,开放申购,开放赎回,,,,
134,2025-02-07,2.2705,2.2705,,,1,0.32,开放申购,开放赎回,,,,
135,2025-02-06,2.2633,2.2633,,,1,0.18,开放申购,开放赎回,,,,
136,2025-02-05,2.2592,2.2592,,,1,-0.13,开放申购,开放赎回,,,,
137,2025-01-27,2.2621,2.2621,,,1,0.01,开放申购,开放赎回,,,,
138,2025-01-24,2.2618,2.2618,,,1,0.16,开放申购,开放赎回,,,,
139,2025-01-23,2.2582,2.2582,,,1,0.04,开放申购,开放赎回,,,,
140,2025-01-22,2.2572,2.2572,,,1,-0.07,开放申购,开放赎回,,,,
141,2025-01-21,2.2588,2.2588,,,1,0.05,开放申购,开放赎回,,,,
142,2025-01-20,2.2577,2.2577,,,1,-0.01,开放申购,开放赎回,,,,
143,2025-01-17,2.2579,2.2579,,,1,0.19,开放申购,开放赎回,,,,
144,2025-01-16,2.2537,2.2537,,,1,-0.08,开放申购,开放赎回,,,,
145,2025-01-15,2.2554,2.2554,,,1,0.00,开放申购,开放赎回,,,,
146,2025-01-14,2.2553,2.2553,,,1,0.66,开放申购,开放赎回,,,,
147,2025-01-13,2.2405,2.2405,,,1,-0.17,开放申购,开放赎回,,,,
148,2025-01-10,2.2443,2.2443,,,1,-0.25,开放申购,开放赎回,,,,
149,2025-01-09,2.2499,2.2499,,,1,-0.06,开放申购,开放赎回,,,,
150,2025-01-08,2.2512,2.2512,,,1,-0.04,开放申购,开放赎回,,,,
151,2025-01-07,2.2520,2.2520,,,1,0.03,开放申购,开放赎回,,,,
152,2025-01-06,2.2513,2.2513,,,1,-0.09,开放申购,开放赎回,,,,
153,2025-01-03,2.2534,2.2534,,,1,-0.11,开放申购,开放赎回,,,,
154,2025-01-02,2.2558,2.2558,,,1,-0.27,开放申购,开放赎回,,,,
155,2024-12-31,2.2618,2.2618,,,1,-0.09,开放申购,开放赎回,,,,
156,2024-12-30,2.2639,2.2639,,,1,0.05,开放申购,开放赎回,,,,
157,2024-12-27,2.2628,2.2628,,,1,0.19,开放申购,开放赎回,,,,
158,2024-12-26,2.2585,2.2585,,,1,0.05,开放申购,开放赎回,,,,
159,2024-12-25,2.2573,2.2573,,,1,-0.18,开放申购,开放赎回,,,,
160,2024-12-24,2.2614,2.2614,,,1,0.15,开放申购,开放赎回,,,,
161,2024-12-23,2.2581,2.2581,,,1,-0.09,开放申购,开放赎回,,,,
162,2024-12-20,2.2601,2.2601,,,1,0.12,开放申购,开放赎回,,,,
163,2024-12-19,2.2574,2.2574,,,1,-0.05,开放申购,开放赎回,,,,
164,2024-12-18,2.2586,2.2586,,,1,0.02,开放申购,开放赎回,,,,
165,2024-12-17,2.2581,2.2581,,,1,-0.17,开放申购,开放赎回,,,,
166,2024-12-16,2.2619,2.2619,,,1,-0.29,开放申购,开放赎回,,,,
167,2024-12-13,2.2684,2.2684,,,1,-0.29,开放申购,开放赎回,,,,
168,2024-12-12,2.2751,2.2751,,,1,0.34,开放申购,开放赎回,,,,
169,2024-12-11,2.2675,2.2675,,,1,0.25,开放申购,开放赎回,,,,
170,2024-12-10,2.2618,2.2618,,,1,0.32,开放申购,开放赎回,,,,
171,2024-12-09,2.2546,2.2546,,,1,0.00,开放申购,开放赎回,,,,
172,2024-12-06,2.2546,2.2546,,,1,0.31,开放申购,开放赎回,,,,
173,2024-12-05,2.2477,2.2477,,,1,0.10,开放申购,开放赎回,,,,
174,2024-12-04,2.2454,2.2454,,,1,-0.12,开放申购,开放赎回,,,,
175,2024-12-03,2.2481,2.2481,,,1,0.04,开放申购,开放赎回,,,,
176,2024-12-02,2.2471,2.2471,,,1,0.25,开放申购,开放赎回,,,,
177,2024-11-29,2.2416,2.2416,,,1,0.26,开放申购,开放赎回,,,,
178,2024-11-28,2.2358,2.2358,,,1,-0.03,开放申购,开放赎回,,,,
179,2024-11-27,2.2364,2.2364,,,1,0.32,开放申购,开放赎回,,,,
180,2024-11-26,2.2293,2.2293,,,1,-0.12,开放申购,开放赎回,,,,
181,2024-11-25,2.2319,2.2319,,,1,-0.03,开放申购,开放赎回,,,,
182,2024-11-22,2.2326,2.2326,,,1,-0.50,开放申购,开放赎回,,,,
183,2024-11-21,2.2438,2.2438,,,1,0.04,开放申购,开放赎回,,,,
184,2024-11-20,2.2428,2.2428,,,1,0.20,开放申购,开放赎回,,,,
185,2024-11-19,2.2383,2.2383,,,1,0.23,开放申购,开放赎回,,,,
186,2024-11-18,2.2332,2.2332,,,1,-0.25,开放申购,开放赎回,,,,
187,2024-11-15,2.2389,2.2389,,,1,-0.13,开放申购,开放赎回,,,,
188,2024-11-14,2.2419,2.2419,,,1,-0.28,开放申购,开放赎回,,,,
189,2024-11-13,2.2482,2.2482,,,1,-0.08,开放申购,开放赎回,,,,
190,2024-11-12,2.2500,2.2500,,,1,-0.15,开放申购,开放赎回,,,,
191,2024-11-11,2.2533,2.2533,,,1,0.23,开放申购,开放赎回,,,,
192,2024-11-08,2.2481,2.2481,,,1,-0.15,开放申购,开放赎回,,,,
193,2024-11-07,2.2515,2.2515,,,1,0.50,开放申购,开放赎回,,,,
194,2024-11-06,2.2403,2.2403,,,1,-0.07,开放申购,开放赎回,,,,
195,2024-11-05,2.2419,2.2419,,,1,0.45,开放申购,开放赎回,,,,
196,2024-11-04,2.2319,2.2319,,,1,0.24,开放申购,开放赎回,,,,
197,2024-11-01,2.2266,2.2266,,,1,0.05,开放申购,开放赎回,,,,
198,2024-10-31,2.2254,2.2254,,,1,0.16,开放申购,开放赎回,,,,
199,2024-10-30,2.2219,2.2219,,,1,-0.04,开放申购,开放赎回,,,,
200,2024-10-29,2.2229,2.2229,,,1,-0.29,开放申购,开放赎回,,,,
201,2024-10-28,2.2294,2.2294,,,1,0.17,开放申购,开放赎回,,,,
202,2024-10-25,2.2257,2.2257,,,1,0.33,开放申购,开放赎回,,,,
203,2024-10-24,2.2183,2.2183,,,1,-0.33,开放申购,开放赎回,,,,
204,2024-10-23,2.2257,2.2257,,,1,0.17,开放申购,开放赎回,,,,
205,2024-10-22,2.2220,2.2220,,,1,0.08,开放申购,开放赎回,,,,
206,2024-10-21,2.2202,2.2202,,,1,0.22,开放申购,开放赎回,,,,
207,2024-10-18,2.2154,2.2154,,,1,0.48,开放申购,开放赎回,,,,
208,2024-10-17,2.2048,2.2048,,,1,-0.14,开放申购,开放赎回,,,,
209,2024-10-16,2.2080,2.2080,,,1,0.10,开放申购,开放赎回,,,,
210,2024-10-15,2.2057,2.2057,,,1,-0.28,开放申购,开放赎回,,,,
211,2024-10-14,2.2120,2.2120,,,1,0.43,开放申购,开放赎回,,,,
212,2024-10-11,2.2026,2.2026,,,1,-0.34,开放申购,开放赎回,,,,
213,2024-10-10,2.2102,2.2102,,,1,0.33,开放申购,开放赎回,,,,
214,2024-10-09,2.2029,2.2029,,,1,-1.52,开放申购,开放赎回,,,,
215,2024-10-08,2.2368,2.2368,,,1,1.17,开放申购,开放赎回,,,,
216,2024-09-30,2.2109,2.2109,,,1,1.99,开放申购,开放赎回,,,,
217,2024-09-27,2.1677,2.1677,,,1,0.66,开放申购,开放赎回,,,,
