,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-21,1.1426,1.2926,,,1,0.08,开放申购,开放赎回,,,,
1,2025-08-20,1.1417,1.2917,,,1,-0.07,开放申购,开放赎回,,,,
2,2025-08-19,1.1425,1.2925,,,1,0.00,开放申购,开放赎回,,,,
3,2025-08-18,1.1425,1.2925,,,1,-0.22,开放申购,开放赎回,,,,
4,2025-08-15,1.1450,1.2950,,,1,-0.06,开放申购,开放赎回,,,,
5,2025-08-14,1.1457,1.2957,,,1,-0.07,开放申购,开放赎回,,,,
6,2025-08-13,1.1465,1.2965,,,1,0.02,开放申购,开放赎回,,,,
7,2025-08-12,1.1463,1.2963,,,1,-0.09,开放申购,开放赎回,,,,
8,2025-08-11,1.1473,1.2973,,,1,-0.10,开放申购,开放赎回,,,,
9,2025-08-08,1.1485,1.2985,,,1,-0.01,开放申购,开放赎回,,,,
10,2025-08-07,1.1486,1.2986,,,1,0.03,开放申购,开放赎回,,,,
11,2025-08-06,1.1482,1.2982,,,1,0.02,开放申购,开放赎回,,,,
12,2025-08-05,1.1480,1.2980,,,1,0.03,开放申购,开放赎回,,,,
13,2025-08-04,1.1477,1.2977,,,1,0.03,开放申购,开放赎回,,,,
14,2025-08-01,1.1473,1.2973,,,1,0.02,开放申购,开放赎回,,,,
15,2025-07-31,1.1471,1.2971,,,1,0.08,开放申购,开放赎回,,,,
16,2025-07-30,1.1462,1.2962,,,1,0.09,开放申购,开放赎回,,,,
17,2025-07-29,1.1452,1.2952,,,1,-0.15,开放申购,开放赎回,,,,
18,2025-07-28,1.1469,1.2969,,,1,0.09,开放申购,开放赎回,,,,
19,2025-07-25,1.1459,1.2959,,,1,-0.03,开放申购,开放赎回,,,,
20,2025-07-24,1.1463,1.2963,,,1,-0.15,开放申购,开放赎回,,,,
21,2025-07-23,1.1480,1.2980,,,1,-0.06,开放申购,开放赎回,,,,
22,2025-07-22,1.1487,1.2987,,,1,-0.04,开放申购,开放赎回,,,,
23,2025-07-21,1.1492,1.2992,,,1,-0.06,开放申购,开放赎回,,,,
24,2025-07-18,1.1499,1.2999,,,1,0.01,开放申购,开放赎回,,,,
25,2025-07-17,1.1498,1.2998,,,1,0.02,开放申购,开放赎回,,,,
26,2025-07-16,1.1496,1.2996,,,1,0.02,开放申购,开放赎回,,,,
27,2025-07-15,1.1494,1.2994,,,1,0.06,开放申购,开放赎回,,,,
28,2025-07-14,1.1487,1.2987,,,1,-0.01,开放申购,开放赎回,,,,
29,2025-07-11,1.1488,1.2988,,,1,-0.03,开放申购,开放赎回,,,,
30,2025-07-10,1.1491,1.2991,,,1,-0.06,开放申购,开放赎回,,,,
31,2025-07-09,1.1498,1.2998,,,1,0.01,开放申购,开放赎回,,,,
32,2025-07-08,1.1497,1.2997,,,1,-0.02,开放申购,开放赎回,,,,
33,2025-07-07,1.1499,1.2999,,,1,0.02,开放申购,开放赎回,,,,
34,2025-07-04,1.1497,1.2997,,,1,0.03,开放申购,开放赎回,,,,
35,2025-07-03,1.1493,1.2993,,,1,0.02,开放申购,开放赎回,,,,
36,2025-07-02,1.1491,1.2991,,,1,0.22,开放申购,开放赎回,,,,
37,2025-07-01,1.1466,1.2966,,,1,0.04,开放申购,开放赎回,,,,
38,2025-06-30,1.1461,1.2961,,,1,-0.03,开放申购,开放赎回,,,,
39,2025-06-27,1.1464,1.2964,,,1,0.01,开放申购,开放赎回,,,,
40,2025-06-26,1.1463,1.2963,,,1,0.01,开放申购,开放赎回,,,,
41,2025-06-25,1.1462,1.2962,,,1,-0.03,开放申购,开放赎回,,,,
42,2025-06-24,1.1466,1.2966,,,1,-0.06,开放申购,开放赎回,,,,
43,2025-06-23,1.1473,1.2973,,,1,0.02,开放申购,开放赎回,,,,
44,2025-06-20,1.1471,1.2971,,,1,0.02,开放申购,开放赎回,,,,
45,2025-06-19,1.1469,1.2969,,,1,0.03,开放申购,开放赎回,,,,
46,2025-06-18,1.1465,1.2965,,,1,0.05,开放申购,开放赎回,,,,
47,2025-06-17,1.1459,1.2959,,,1,0.05,开放申购,开放赎回,,,,
48,2025-06-16,1.1453,1.2953,,,1,0.02,开放申购,开放赎回,,,,
49,2025-06-13,1.1451,1.2951,,,1,0.03,开放申购,开放赎回,,,,
50,2025-06-12,1.1448,1.2948,,,1,-0.01,开放申购,开放赎回,,,,
51,2025-06-11,1.1449,1.2949,,,1,0.07,开放申购,开放赎回,,,,
52,2025-06-10,1.1441,1.2941,,,1,0.02,开放申购,开放赎回,,,,
53,2025-06-09,1.1439,1.2939,,,1,0.03,开放申购,开放赎回,,,,
54,2025-06-06,1.1436,1.2936,,,1,0.07,开放申购,开放赎回,,,,
55,2025-06-05,1.1428,1.2928,,,1,0.01,开放申购,开放赎回,,,,
56,2025-06-04,1.1427,1.2927,,,1,0.03,开放申购,开放赎回,,,,
57,2025-06-03,1.1424,1.2924,,,1,0.00,开放申购,开放赎回,,,,
58,2025-05-30,1.1424,1.2924,,,1,0.09,开放申购,开放赎回,,,,
59,2025-05-29,1.1414,1.2914,,,1,-0.05,开放申购,开放赎回,,,,
60,2025-05-28,1.1420,1.2920,,,1,0.00,开放申购,开放赎回,,,,
61,2025-05-27,1.1420,1.2920,,,1,0.00,开放申购,开放赎回,,,,
62,2025-05-26,1.1420,1.2920,,,1,0.06,开放申购,开放赎回,,,,
63,2025-05-23,1.1413,1.2913,,,1,0.03,开放申购,开放赎回,,,,
64,2025-05-22,1.1410,1.2910,,,1,0.03,开放申购,开放赎回,,,,
65,2025-05-21,1.1407,1.2907,,,1,-0.01,开放申购,开放赎回,,,,
66,2025-05-20,1.1408,1.2908,,,1,0.00,开放申购,开放赎回,,,,
67,2025-05-19,1.1408,1.2908,,,1,0.07,开放申购,开放赎回,,,,
68,2025-05-16,1.1400,1.2900,,,1,0.01,开放申购,开放赎回,,,,
69,2025-05-15,1.1399,1.2899,,,1,0.00,开放申购,开放赎回,,,,
70,2025-05-14,1.1399,1.2899,,,1,0.01,开放申购,开放赎回,,,,
71,2025-05-13,1.1398,1.2898,,,1,0.06,开放申购,开放赎回,,,,
72,2025-05-12,1.1391,1.2891,,,1,-0.14,开放申购,开放赎回,,,,
73,2025-05-09,1.1407,1.2907,,,1,0.01,开放申购,开放赎回,,,,
74,2025-05-08,1.1406,1.2906,,,1,0.06,开放申购,开放赎回,,,,
75,2025-05-07,1.1399,1.2899,,,1,-0.06,开放申购,开放赎回,,,,
76,2025-05-06,1.1406,1.2906,,,1,0.04,开放申购,开放赎回,,,,
77,2025-04-30,1.1402,1.2902,,,1,0.02,开放申购,开放赎回,,,,
78,2025-04-29,1.1400,1.2900,,,1,0.05,开放申购,开放赎回,,,,
79,2025-04-28,1.1394,1.2894,,,1,0.05,开放申购,开放赎回,,,,
80,2025-04-25,1.1388,1.2888,,,1,0.00,开放申购,开放赎回,,,,
81,2025-04-24,1.1388,1.2888,,,1,0.01,开放申购,开放赎回,,,,
82,2025-04-23,1.1387,1.2887,,,1,-0.06,开放申购,开放赎回,,,,
83,2025-04-22,1.1394,1.2894,,,1,0.06,开放申购,开放赎回,,,,
84,2025-04-21,1.1387,1.2887,,,1,-0.04,开放申购,开放赎回,,,,
