,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,ACTUALSYI,NAVTYPE,SDATE,DTYPE,FHSP
879,2022-01-10,1.0427,1.2177,0.06,开放申购,开放赎回,,,,1,,,
880,2022-01-07,1.0421,1.2171,0.03,开放申购,开放赎回,,,,1,,,
881,2022-01-06,1.0418,1.2168,0.00,开放申购,开放赎回,,,,1,,,
882,2022-01-05,1.0418,1.2168,-0.09,开放申购,开放赎回,,,,1,,,
883,2022-01-04,1.0427,1.2177,0.03,开放申购,开放赎回,,,,1,,,
884,2021-12-31,1.0424,1.2174,0.10,开放申购,开放赎回,,,,1,,,
885,2021-12-30,1.0414,1.2164,0.06,开放申购,开放赎回,,,,1,,,
886,2021-12-29,1.0408,1.2158,0.00,开放申购,开放赎回,,,,1,,,
887,2021-12-28,1.0408,1.2158,0.05,开放申购,开放赎回,,,,1,,,
888,2021-12-27,1.0403,1.2153,0.08,开放申购,开放赎回,,,,1,,,
889,2021-12-24,1.0395,1.2145,0.03,开放申购,开放赎回,,,,1,,,
890,2021-12-23,1.0392,1.2142,0.02,开放申购,开放赎回,,,,1,,,
891,2021-12-22,1.0390,1.2140,0.00,开放申购,开放赎回,,,,1,,,
892,2021-12-21,1.0390,1.2140,-0.01,开放申购,开放赎回,,,,1,,,
893,2021-12-20,1.0391,1.2141,0.01,开放申购,开放赎回,,,,1,,,
894,2021-12-17,1.0390,1.2140,0.00,开放申购,开放赎回,,,,1,,,
895,2021-12-16,1.0390,1.2140,0.01,开放申购,开放赎回,,,,1,,,
896,2021-12-15,1.0389,1.2139,0.01,开放申购,开放赎回,,,,1,,,
897,2021-12-14,1.0388,1.2138,0.00,开放申购,开放赎回,,,,1,,,
898,2021-12-13,1.0388,1.2138,0.03,开放申购,开放赎回,,,,1,,,
899,2021-12-10,1.0385,1.2135,0.01,开放申购,开放赎回,,,,1,,,
900,2021-12-09,1.0384,1.2134,0.02,开放申购,开放赎回,,,,1,,,
901,2021-12-08,1.0382,1.2132,0.00,开放申购,开放赎回,,,,1,,,
902,2021-12-07,1.0382,1.2132,0.00,开放申购,开放赎回,,,,1,,,
903,2021-12-06,1.0382,1.2132,0.06,开放申购,开放赎回,,,,1,,,
904,2021-12-03,1.0376,1.2126,0.01,开放申购,开放赎回,,,,1,,,
905,2021-12-02,1.0375,1.2125,0.01,开放申购,开放赎回,,,,1,,,
906,2021-12-01,1.0374,1.2124,0.01,开放申购,开放赎回,,,,1,,,
907,2021-11-30,1.0373,1.2123,0.00,开放申购,开放赎回,,,,1,,,
908,2021-11-29,1.0373,1.2123,0.03,开放申购,开放赎回,,,,1,,,
909,2021-11-26,1.0370,1.2120,0.01,开放申购,开放赎回,,,,1,,,
910,2021-11-25,1.0369,1.2119,0.03,开放申购,开放赎回,,,,1,,,
911,2021-11-24,1.0366,1.2116,0.02,开放申购,开放赎回,,,,1,,,
912,2021-11-23,1.0364,1.2114,0.01,开放申购,开放赎回,,,,1,,,
913,2021-11-22,1.0363,1.2113,0.04,开放申购,开放赎回,,,,1,,,
914,2021-11-19,1.0359,1.2109,0.01,开放申购,开放赎回,,,,1,,,
915,2021-11-18,1.0358,1.2108,0.02,开放申购,开放赎回,,,,1,,,
916,2021-11-17,1.0356,1.2106,0.01,开放申购,开放赎回,,,,1,,,
917,2021-11-16,1.0355,1.2105,0.01,开放申购,开放赎回,,,,1,,,
918,2021-11-15,1.0354,1.2104,0.04,开放申购,开放赎回,,,,1,,,
919,2021-11-12,1.0350,1.2100,0.02,开放申购,开放赎回,,,,1,,,
920,2021-11-11,1.0348,1.2098,-0.01,开放申购,开放赎回,,,,1,,,
921,2021-11-10,1.0349,1.2099,0.03,开放申购,开放赎回,,,,1,,,
922,2021-11-09,1.0346,1.2096,-0.01,开放申购,开放赎回,,,,1,,,
923,2021-11-08,1.0347,1.2097,0.03,开放申购,开放赎回,,,,1,,,
924,2021-11-05,1.0344,1.2094,0.03,开放申购,开放赎回,,,,1,,,
925,2021-11-04,1.0341,1.2091,0.03,开放申购,开放赎回,,,,1,,,
926,2021-11-03,1.0338,1.2088,0.02,开放申购,开放赎回,,,,1,,,
927,2021-11-02,1.0336,1.2086,0.02,开放申购,开放赎回,,,,1,,,
928,2021-11-01,1.0334,1.2084,0.04,开放申购,开放赎回,,,,1,,,
929,2021-10-29,1.0330,1.2080,0.01,开放申购,开放赎回,,,,1,,,
930,2021-10-28,1.0329,1.2079,0.04,开放申购,开放赎回,,,,1,,,
931,2021-10-27,1.0325,1.2075,0.03,开放申购,开放赎回,,,,1,,,
932,2021-10-26,1.0322,1.2072,0.02,开放申购,开放赎回,,,,1,,,
933,2021-10-25,1.0320,1.2070,0.04,开放申购,开放赎回,,,,1,,,
934,2021-10-22,1.0316,1.2066,0.02,开放申购,开放赎回,,,,1,,,
935,2021-10-21,1.0314,1.2064,0.03,开放申购,开放赎回,,,,1,,,
936,2021-10-20,1.0311,1.2061,0.01,开放申购,开放赎回,,,,1,,,
937,2021-10-19,1.0310,1.2060,0.01,开放申购,开放赎回,,,,1,,,
938,2021-10-18,1.0309,1.2059,-0.03,开放申购,开放赎回,,,,1,,,
939,2021-10-15,1.0312,1.2062,0.00,开放申购,开放赎回,,,,1,,,
940,2021-10-14,1.0312,1.2062,0.00,开放申购,开放赎回,,,,1,,,
941,2021-10-13,1.0312,1.2062,-0.01,开放申购,开放赎回,,,,1,,,
942,2021-10-12,1.0313,1.2063,-0.01,开放申购,开放赎回,,,,1,,,
943,2021-10-11,1.0314,1.2064,-0.01,开放申购,开放赎回,,,,1,,,
944,2021-10-08,1.0315,1.2065,0.04,开放申购,开放赎回,,,,1,,,
945,2021-09-30,1.0311,1.2061,0.04,开放申购,开放赎回,,,,1,,,
946,2021-09-29,1.0307,1.2057,0.00,开放申购,开放赎回,,,,1,,,
947,2021-09-28,1.0307,1.2057,-0.02,开放申购,开放赎回,,,,1,,,
948,2021-09-27,1.0309,1.2059,-0.01,开放申购,开放赎回,,,,1,,,
949,2021-09-24,1.0310,1.2060,-0.02,开放申购,开放赎回,,,,1,,,
950,2021-09-23,1.0312,1.2062,-0.01,开放申购,开放赎回,,,,1,,,
951,2021-09-22,1.0313,1.2063,0.04,开放申购,开放赎回,,,,1,,,
952,2021-09-17,1.0309,1.2059,0.00,开放申购,开放赎回,,,,1,,,
953,2021-09-16,1.0309,1.2059,-0.02,开放申购,开放赎回,,,,1,,,
954,2021-09-15,1.0311,1.2061,0.01,开放申购,开放赎回,,,,1,,,
955,2021-09-14,1.0310,1.2060,-0.01,开放申购,开放赎回,,,,1,,,
956,2021-09-13,1.0311,1.2061,0.01,开放申购,开放赎回,,,,1,,,
957,2021-09-10,1.0310,1.2060,0.00,开放申购,开放赎回,,,,1,,,
958,2021-09-09,1.0310,1.2060,0.00,开放申购,开放赎回,,,,1,,,
959,2021-09-08,1.0310,1.2060,0.01,开放申购,开放赎回,,,,1,,,
960,2021-09-07,1.0309,1.2059,0.01,开放申购,开放赎回,,,,1,,,
961,2021-09-06,1.0308,1.2058,0.02,开放申购,开放赎回,,,,1,,,
962,2021-09-03,1.0306,1.2056,0.00,开放申购,开放赎回,,,,1,,,
963,2021-09-02,1.0306,1.2056,0.01,开放申购,开放赎回,,,,1,,,
964,2021-09-01,1.0305,1.2055,0.02,开放申购,开放赎回,,,,1,,,
965,2021-08-31,1.0303,1.2053,0.02,开放申购,开放赎回,,,,1,,,
966,2021-08-30,1.0301,1.2051,0.00,开放申购,开放赎回,,,,1,,,
967,2021-08-27,1.0301,1.2051,0.00,开放申购,开放赎回,,,,1,,,
968,2021-08-26,1.0301,1.2051,-0.04,开放申购,开放赎回,,,,1,,,
969,2021-08-25,1.0305,1.2055,-0.01,开放申购,开放赎回,,,,1,,,
970,2021-08-24,1.0306,1.2056,0.01,开放申购,开放赎回,,,,1,,,
971,2021-08-23,1.0305,1.2055,0.01,开放申购,开放赎回,,,,1,,,
972,2021-08-20,1.0304,1.2054,0.01,开放申购,开放赎回,,,,1,,,
973,2021-08-19,1.0303,1.2053,0.01,开放申购,开放赎回,,,,1,,,
974,2021-08-18,1.0302,1.2052,0.02,开放申购,开放赎回,,,,1,,,
975,2021-08-17,1.0300,1.2050,-0.01,开放申购,开放赎回,,,,1,,,
976,2021-08-16,1.0301,1.2051,0.04,开放申购,开放赎回,,,,1,,,
977,2021-08-13,1.0297,1.2047,0.01,开放申购,开放赎回,,,,1,,,
978,2021-08-12,1.0296,1.2046,0.01,开放申购,开放赎回,,,,1,,,
979,2021-08-11,1.0295,1.2045,0.01,开放申购,开放赎回,,,,1,,,
980,2021-08-10,1.0294,1.2044,-0.01,开放申购,开放赎回,,,,1,,,
981,2021-08-09,1.0295,1.2045,-0.01,开放申购,开放赎回,,,,1,,,
982,2021-08-06,1.0296,1.2046,0.02,开放申购,开放赎回,,,,1,,,
983,2021-08-05,1.0294,1.2044,0.02,开放申购,开放赎回,,,,1,,,
984,2021-08-04,1.0292,1.2042,0.01,开放申购,开放赎回,,,,1,,,
985,2021-08-03,1.0291,1.2041,0.02,开放申购,开放赎回,,,,1,,,
986,2021-08-02,1.0289,1.2039,0.03,开放申购,开放赎回,,,,1,,,
987,2021-07-30,1.0286,1.2036,0.02,开放申购,开放赎回,,,,1,,,
988,2021-07-29,1.0284,1.2034,0.01,开放申购,开放赎回,,,,1,,,
989,2021-07-28,1.0283,1.2033,0.00,开放申购,开放赎回,,,,1,,,
990,2021-07-27,1.0283,1.2033,-0.01,开放申购,开放赎回,,,,1,,,
991,2021-07-26,1.0284,1.2034,0.04,开放申购,开放赎回,,,,1,,,
992,2021-07-23,1.0280,1.2030,0.04,开放申购,开放赎回,,,,1,,,
993,2021-07-22,1.0276,1.2026,0.03,开放申购,开放赎回,,,,1,,,
994,2021-07-21,1.0273,1.2023,0.03,开放申购,开放赎回,,,,1,,,
995,2021-07-20,1.0270,1.2020,0.03,开放申购,开放赎回,,,,1,,,
996,2021-07-19,1.0267,1.2017,0.05,开放申购,开放赎回,,,,1,,,
997,2021-07-16,1.0262,1.2012,0.03,开放申购,开放赎回,,,,1,,,
998,2021-07-15,1.0259,1.2009,0.02,开放申购,开放赎回,,,,1,,,
999,2021-07-14,1.0257,1.2007,0.04,开放申购,开放赎回,,,,1,,,
1000,2021-07-13,1.0253,1.2003,0.05,开放申购,开放赎回,,,,1,,,
1001,2021-07-12,1.0248,1.1998,0.07,开放申购,开放赎回,,,,1,,,
1002,2021-07-09,1.0241,1.1991,0.01,开放申购,开放赎回,,,,1,,,
1003,2021-07-08,1.0240,1.1990,0.09,开放申购,开放赎回,,,,1,,,
1004,2021-07-07,1.0231,1.1981,0.03,开放申购,开放赎回,,,,1,,,
1005,2021-07-06,1.0228,1.1978,0.03,开放申购,开放赎回,,,,1,,,
1006,2021-07-05,1.0225,1.1975,0.05,开放申购,开放赎回,,,,1,,,
1007,2021-07-02,1.0220,1.1970,0.04,开放申购,开放赎回,,,,1,,,
1008,2021-07-01,1.0216,1.1966,0.05,开放申购,开放赎回,,,,1,,,
1009,2021-06-30,1.0211,1.1961,0.04,开放申购,开放赎回,,,,1,,,
1010,2021-06-29,1.0207,1.1957,0.02,开放申购,开放赎回,,,,1,,,
1011,2021-06-28,1.0205,1.1955,0.05,开放申购,开放赎回,,,,1,,,
1012,2021-06-25,1.0200,1.1950,0.05,开放申购,开放赎回,,,,1,,,
1013,2021-06-24,1.0195,1.1945,0.03,开放申购,开放赎回,,,,1,,,
1014,2021-06-23,1.0192,1.1942,0.01,开放申购,开放赎回,,,,1,,,
1015,2021-06-22,1.0191,1.1941,0.03,开放申购,开放赎回,,,,1,,,
1016,2021-06-21,1.0188,1.1938,0.03,开放申购,开放赎回,,,,1,,,
1017,2021-06-18,1.0185,1.1935,0.00,开放申购,开放赎回,,,,1,,,
1018,2021-06-17,1.0185,1.1935,0.01,开放申购,开放赎回,,,,1,,,
1019,2021-06-16,1.0184,1.1934,-0.02,限制大额申购,开放赎回,,,,1,,,
1020,2021-06-15,1.0186,1.1936,0.01,限制大额申购,开放赎回,0.015,0,,1,,,每份派现金0.0150元
1021,2021-06-11,1.0335,1.1935,0.01,限制大额申购,开放赎回,,,,1,,,
1022,2021-06-10,1.0334,1.1934,0.00,限制大额申购,开放赎回,,,,1,,,
1023,2021-06-09,1.0334,1.1934,-0.01,限制大额申购,开放赎回,,,,1,,,
1024,2021-06-08,1.0335,1.1935,0.00,限制大额申购,开放赎回,,,,1,,,
1025,2021-06-07,1.0335,1.1935,-0.04,限制大额申购,开放赎回,,,,1,,,
1026,2021-06-04,1.0339,1.1939,-0.04,限制大额申购,开放赎回,,,,1,,,
1027,2021-06-03,1.0343,1.1943,0.00,限制大额申购,开放赎回,,,,1,,,
1028,2021-06-02,1.0343,1.1943,0.00,限制大额申购,开放赎回,,,,1,,,
1029,2021-06-01,1.0343,1.1943,0.02,限制大额申购,开放赎回,,,,1,,,
1030,2021-05-31,1.0341,1.1941,0.02,限制大额申购,开放赎回,,,,1,,,
1031,2021-05-28,1.0339,1.1939,-0.01,限制大额申购,开放赎回,,,,1,,,
1032,2021-05-27,1.0340,1.1940,0.01,限制大额申购,开放赎回,,,,1,,,
1033,2021-05-26,1.0339,1.1939,0.03,限制大额申购,开放赎回,,,,1,,,
1034,2021-05-25,1.0336,1.1936,0.00,限制大额申购,开放赎回,,,,1,,,
1035,2021-05-24,1.0336,1.1936,0.04,限制大额申购,开放赎回,,,,1,,,
1036,2021-05-21,1.0332,1.1932,0.04,限制大额申购,开放赎回,,,,1,,,
1037,2021-05-20,1.0328,1.1928,0.03,限制大额申购,开放赎回,,,,1,,,
1038,2021-05-19,1.0325,1.1925,0.03,限制大额申购,开放赎回,,,,1,,,
1039,2021-05-18,1.0322,1.1922,0.00,限制大额申购,开放赎回,,,,1,,,
1040,2021-05-17,1.0322,1.1922,0.03,限制大额申购,开放赎回,,,,1,,,
1041,2021-05-14,1.0319,1.1919,0.03,限制大额申购,开放赎回,,,,1,,,
1042,2021-05-13,1.0316,1.1916,0.01,限制大额申购,开放赎回,,,,1,,,
1043,2021-05-12,1.0315,1.1915,0.04,限制大额申购,开放赎回,,,,1,,,
1044,2021-05-11,1.0311,1.1911,0.03,限制大额申购,开放赎回,,,,1,,,
1045,2021-05-10,1.0308,1.1908,0.06,限制大额申购,开放赎回,,,,1,,,
1046,2021-05-07,1.0302,1.1902,0.04,限制大额申购,开放赎回,,,,1,,,
1047,2021-05-06,1.0298,1.1898,0.07,限制大额申购,开放赎回,,,,1,,,
1048,2021-04-30,1.0291,1.1891,0.02,限制大额申购,开放赎回,,,,1,,,
1049,2021-04-29,1.0289,1.1889,0.01,限制大额申购,开放赎回,,,,1,,,
1050,2021-04-28,1.0288,1.1888,0.00,限制大额申购,开放赎回,,,,1,,,
1051,2021-04-27,1.0288,1.1888,-0.01,限制大额申购,开放赎回,,,,1,,,
1052,2021-04-26,1.0289,1.1889,0.00,限制大额申购,开放赎回,,,,1,,,
1053,2021-04-23,1.0289,1.1889,0.00,限制大额申购,开放赎回,,,,1,,,
1054,2021-04-22,1.0289,1.1889,0.03,限制大额申购,开放赎回,,,,1,,,
1055,2021-04-21,1.0286,1.1886,0.02,限制大额申购,开放赎回,,,,1,,,
1056,2021-04-20,1.0284,1.1884,0.02,限制大额申购,开放赎回,,,,1,,,
1057,2021-04-19,1.0282,1.1882,0.03,限制大额申购,开放赎回,,,,1,,,
1058,2021-04-16,1.0279,1.1879,0.02,限制大额申购,开放赎回,,,,1,,,
1059,2021-04-15,1.0277,1.1877,0.02,限制大额申购,开放赎回,,,,1,,,
1060,2021-04-14,1.0275,1.1875,0.01,限制大额申购,开放赎回,,,,1,,,
1061,2021-04-13,1.0274,1.1874,0.04,限制大额申购,开放赎回,,,,1,,,
1062,2021-04-12,1.0270,1.1870,0.03,限制大额申购,开放赎回,,,,1,,,
1063,2021-04-09,1.0267,1.1867,0.01,限制大额申购,开放赎回,,,,1,,,
1064,2021-04-08,1.0266,1.1866,0.00,限制大额申购,开放赎回,,,,1,,,
1065,2021-04-07,1.0266,1.1866,0.00,限制大额申购,开放赎回,,,,1,,,
1066,2021-04-06,1.0266,1.1866,0.03,限制大额申购,开放赎回,,,,1,,,
1067,2021-04-02,1.0263,1.1863,0.03,限制大额申购,开放赎回,,,,1,,,
1068,2021-04-01,1.0260,1.1860,0.02,限制大额申购,开放赎回,,,,1,,,
1069,2021-03-31,1.0258,1.1858,0.01,限制大额申购,开放赎回,,,,1,,,
1070,2021-03-30,1.0257,1.1857,-0.01,限制大额申购,开放赎回,,,,1,,,
1071,2021-03-29,1.0258,1.1858,0.01,限制大额申购,开放赎回,,,,1,,,
1072,2021-03-26,1.0257,1.1857,0.02,限制大额申购,开放赎回,,,,1,,,
1073,2021-03-25,1.0255,1.1855,0.02,限制大额申购,开放赎回,,,,1,,,
1074,2021-03-24,1.0253,1.1853,0.04,限制大额申购,开放赎回,,,,1,,,
1075,2021-03-23,1.0249,1.1849,0.03,限制大额申购,开放赎回,,,,1,,,
1076,2021-03-22,1.0246,1.1846,0.04,限制大额申购,开放赎回,,,,1,,,
1077,2021-03-19,1.0242,1.1842,0.02,限制大额申购,开放赎回,,,,1,,,
1078,2021-03-18,1.0240,1.1840,0.01,限制大额申购,开放赎回,,,,1,,,
1079,2021-03-17,1.0239,1.1839,0.01,限制大额申购,开放赎回,,,,1,,,
1080,2021-03-16,1.0238,1.1838,0.01,限制大额申购,开放赎回,,,,1,,,
1081,2021-03-15,1.0237,1.1837,0.02,限制大额申购,开放赎回,,,,1,,,
1082,2021-03-12,1.0235,1.1835,0.02,限制大额申购,开放赎回,,,,1,,,
1083,2021-03-11,1.0233,1.1833,-0.01,限制大额申购,开放赎回,,,,1,,,
1084,2021-03-10,1.0234,1.1834,0.03,限制大额申购,开放赎回,,,,1,,,
1085,2021-03-09,1.0231,1.1831,0.02,限制大额申购,开放赎回,,,,1,,,
1086,2021-03-08,1.0229,1.1829,0.03,限制大额申购,开放赎回,,,,1,,,
1087,2021-03-05,1.0226,1.1826,0.01,限制大额申购,开放赎回,,,,1,,,
1088,2021-03-04,1.0225,1.1825,0.01,限制大额申购,开放赎回,,,,1,,,
1089,2021-03-03,1.0224,1.1824,0.03,限制大额申购,开放赎回,,,,1,,,
1090,2021-03-02,1.0221,1.1821,0.04,限制大额申购,开放赎回,,,,1,,,
1091,2021-03-01,1.0217,1.1817,0.05,限制大额申购,开放赎回,,,,1,,,
1092,2021-02-26,1.0212,1.1812,0.01,限制大额申购,开放赎回,,,,1,,,
1093,2021-02-25,1.0211,1.1811,0.02,限制大额申购,开放赎回,,,,1,,,
1094,2021-02-24,1.0209,1.1809,0.02,限制大额申购,开放赎回,,,,1,,,
1095,2021-02-23,1.0207,1.1807,0.02,限制大额申购,开放赎回,,,,1,,,
1096,2021-02-22,1.0205,1.1805,0.04,限制大额申购,开放赎回,,,,1,,,
1097,2021-02-19,1.0201,1.1801,0.02,限制大额申购,开放赎回,,,,1,,,
1098,2021-02-18,1.0199,1.1799,0.03,限制大额申购,开放赎回,,,,1,,,
1099,2021-02-10,1.0196,1.1796,0.02,限制大额申购,开放赎回,,,,1,,,
1100,2021-02-09,1.0194,1.1794,0.02,限制大额申购,开放赎回,,,,1,,,
1101,2021-02-08,1.0192,1.1792,0.00,限制大额申购,开放赎回,,,,1,,,
1102,2021-02-05,1.0192,1.1792,-0.02,限制大额申购,开放赎回,,,,1,,,
1103,2021-02-04,1.0194,1.1794,-0.02,限制大额申购,开放赎回,,,,1,,,
1104,2021-02-03,1.0196,1.1796,-0.01,限制大额申购,开放赎回,,,,1,,,
1105,2021-02-02,1.0197,1.1797,0.04,限制大额申购,开放赎回,,,,1,,,
1106,2021-02-01,1.0193,1.1793,0.06,限制大额申购,开放赎回,,,,1,,,
1107,2021-01-29,1.0187,1.1787,-0.06,限制大额申购,开放赎回,,,,1,,,
1108,2021-01-28,1.0193,1.1793,-0.09,限制大额申购,开放赎回,,,,1,,,
1109,2021-01-27,1.0202,1.1802,-0.06,限制大额申购,开放赎回,,,,1,,,
1110,2021-01-26,1.0208,1.1808,-0.05,限制大额申购,开放赎回,,,,1,,,
1111,2021-01-25,1.0213,1.1813,0.03,限制大额申购,开放赎回,,,,1,,,
1112,2021-01-22,1.0210,1.1810,0.03,限制大额申购,开放赎回,,,,1,,,
1113,2021-01-21,1.0207,1.1807,0.02,限制大额申购,开放赎回,,,,1,,,
1114,2021-01-20,1.0205,1.1805,-0.02,限制大额申购,开放赎回,,,,1,,,
1115,2021-01-19,1.0207,1.1807,-0.04,限制大额申购,开放赎回,,,,1,,,
1116,2021-01-18,1.0211,1.1811,-0.04,限制大额申购,开放赎回,,,,1,,,
1117,2021-01-15,1.0215,1.1815,-0.03,限制大额申购,开放赎回,,,,1,,,
1118,2021-01-14,1.0218,1.1818,0.04,限制大额申购,开放赎回,,,,1,,,
1119,2021-01-13,1.0214,1.1814,0.04,限制大额申购,开放赎回,,,,1,,,
1120,2021-01-12,1.0210,1.1810,0.02,限制大额申购,开放赎回,,,,1,,,
1121,2021-01-11,1.0208,1.1808,0.01,限制大额申购,开放赎回,,,,1,,,
1122,2021-01-08,1.0207,1.1807,0.06,限制大额申购,开放赎回,,,,1,,,
1123,2021-01-07,1.0201,1.1801,0.04,限制大额申购,开放赎回,,,,1,,,
1124,2021-01-06,1.0197,1.1797,0.07,限制大额申购,开放赎回,,,,1,,,
1125,2021-01-05,1.0190,1.1790,0.03,限制大额申购,开放赎回,,,,1,,,
1126,2021-01-04,1.0187,1.1787,0.07,限制大额申购,开放赎回,,,,1,,,
1127,2020-12-31,1.0180,1.1780,0.05,限制大额申购,开放赎回,,,,1,,,
1128,2020-12-30,1.0175,1.1775,0.04,限制大额申购,开放赎回,,,,1,,,
1129,2020-12-29,1.0171,1.1771,0.02,限制大额申购,开放赎回,,,,1,,,
1130,2020-12-28,1.0169,1.1769,0.05,限制大额申购,开放赎回,,,,1,,,
1131,2020-12-25,1.0164,1.1764,0.03,限制大额申购,开放赎回,,,,1,,,
1132,2020-12-24,1.0161,1.1761,0.05,限制大额申购,开放赎回,,,,1,,,
1133,2020-12-23,1.0156,1.1756,0.05,限制大额申购,开放赎回,,,,1,,,
1134,2020-12-22,1.0151,1.1751,0.06,限制大额申购,开放赎回,,,,1,,,
1135,2020-12-21,1.0145,1.1745,0.05,限制大额申购,开放赎回,,,,1,,,
1136,2020-12-18,1.0140,1.1740,0.01,限制大额申购,开放赎回,,,,1,,,
1137,2020-12-17,1.0139,1.1739,0.03,限制大额申购,开放赎回,,,,1,,,
1138,2020-12-16,1.0136,1.1736,0.05,限制大额申购,开放赎回,,,,1,,,
1139,2020-12-15,1.0131,1.1731,0.07,限制大额申购,开放赎回,,,,1,,,
1140,2020-12-14,1.0124,1.1724,0.02,限制大额申购,开放赎回,,,,1,,,
1141,2020-12-11,1.0122,1.1722,-0.01,限制大额申购,开放赎回,,,,1,,,
1142,2020-12-10,1.0123,1.1723,0.01,限制大额申购,开放赎回,,,,1,,,
1143,2020-12-09,1.0122,1.1722,0.03,限制大额申购,开放赎回,,,,1,,,
1144,2020-12-08,1.0119,1.1719,0.02,限制大额申购,开放赎回,,,,1,,,
1145,2020-12-07,1.0117,1.1717,0.02,限制大额申购,开放赎回,,,,1,,,
1146,2020-12-04,1.0115,1.1715,0.02,限制大额申购,开放赎回,,,,1,,,
1147,2020-12-03,1.0113,1.1713,0.00,限制大额申购,开放赎回,,,,1,,,
1148,2020-12-02,1.0113,1.1713,0.03,限制大额申购,开放赎回,,,,1,,,
1149,2020-12-01,1.0110,1.1710,0.03,限制大额申购,开放赎回,0.029,0,,1,,,每份派现金0.0290元
1150,2020-11-30,1.0397,1.1707,0.13,限制大额申购,开放赎回,,,,1,,,
1151,2020-11-27,1.0383,1.1693,0.01,限制大额申购,开放赎回,,,,1,,,
1152,2020-11-26,1.0382,1.1692,0.05,限制大额申购,开放赎回,,,,1,,,
1153,2020-11-25,1.0377,1.1687,0.05,限制大额申购,开放赎回,,,,1,,,
1154,2020-11-24,1.0372,1.1682,0.05,开放申购,开放赎回,,,,1,,,
1155,2020-11-23,1.0367,1.1677,0.02,开放申购,开放赎回,,,,1,,,
1156,2020-11-20,1.0365,1.1675,-0.07,开放申购,开放赎回,,,,1,,,
1157,2020-11-19,1.0372,1.1682,-0.06,开放申购,开放赎回,,,,1,,,
1158,2020-11-18,1.0378,1.1688,-0.06,开放申购,开放赎回,,,,1,,,
1159,2020-11-17,1.0384,1.1694,-0.03,开放申购,开放赎回,,,,1,,,
1160,2020-11-16,1.0387,1.1697,-0.01,开放申购,开放赎回,,,,1,,,
1161,2020-11-13,1.0388,1.1698,-0.09,开放申购,开放赎回,,,,1,,,
1162,2020-11-12,1.0397,1.1707,-0.05,开放申购,开放赎回,,,,1,,,
1163,2020-11-11,1.0402,1.1712,-0.03,开放申购,开放赎回,,,,1,,,
1164,2020-11-10,1.0405,1.1715,-0.02,开放申购,开放赎回,,,,1,,,
1165,2020-11-09,1.0407,1.1717,0.01,开放申购,开放赎回,,,,1,,,
1166,2020-11-06,1.0406,1.1716,0.00,开放申购,开放赎回,,,,1,,,
1167,2020-11-05,1.0406,1.1716,0.05,开放申购,开放赎回,,,,1,,,
1168,2020-11-04,1.0401,1.1711,0.02,开放申购,开放赎回,,,,1,,,
1169,2020-11-03,1.0399,1.1709,0.02,开放申购,开放赎回,,,,1,,,
1170,2020-11-02,1.0397,1.1707,0.02,开放申购,开放赎回,,,,1,,,
1171,2020-10-30,1.0395,1.1705,-0.01,开放申购,开放赎回,,,,1,,,
1172,2020-10-29,1.0396,1.1706,0.01,开放申购,开放赎回,,,,1,,,
1173,2020-10-28,1.0395,1.1705,0.01,开放申购,开放赎回,,,,1,,,
1174,2020-10-27,1.0394,1.1704,0.03,开放申购,开放赎回,,,,1,,,
1175,2020-10-26,1.0391,1.1701,0.03,开放申购,开放赎回,,,,1,,,
1176,2020-10-23,1.0388,1.1698,0.03,开放申购,开放赎回,,,,1,,,
1177,2020-10-22,1.0385,1.1695,0.03,开放申购,开放赎回,,,,1,,,
1178,2020-10-21,1.0382,1.1692,0.05,开放申购,开放赎回,,,,1,,,
1179,2020-10-20,1.0377,1.1687,0.03,开放申购,开放赎回,,,,1,,,
1180,2020-10-19,1.0374,1.1684,0.04,开放申购,开放赎回,,,,1,,,
1181,2020-10-16,1.0370,1.1680,0.02,开放申购,开放赎回,,,,1,,,
1182,2020-10-15,1.0368,1.1678,0.03,开放申购,开放赎回,,,,1,,,
1183,2020-10-14,1.0365,1.1675,0.02,开放申购,开放赎回,,,,1,,,
1184,2020-10-13,1.0363,1.1673,0.01,开放申购,开放赎回,,,,1,,,
1185,2020-10-12,1.0362,1.1672,0.00,开放申购,开放赎回,,,,1,,,
1186,2020-10-09,1.0362,1.1672,0.06,开放申购,开放赎回,,,,1,,,
1187,2020-09-30,1.0356,1.1666,-0.01,开放申购,开放赎回,,,,1,,,
1188,2020-09-29,1.0357,1.1667,0.01,开放申购,开放赎回,,,,1,,,
1189,2020-09-28,1.0356,1.1666,-0.01,开放申购,开放赎回,,,,1,,,
1190,2020-09-25,1.0357,1.1667,0.01,开放申购,开放赎回,,,,1,,,
1191,2020-09-24,1.0356,1.1666,0.01,开放申购,开放赎回,,,,1,,,
1192,2020-09-23,1.0355,1.1665,0.01,开放申购,开放赎回,,,,1,,,
1193,2020-09-22,1.0354,1.1664,0.02,开放申购,开放赎回,,,,1,,,
1194,2020-09-21,1.0352,1.1662,0.04,开放申购,开放赎回,,,,1,,,
1195,2020-09-18,1.0348,1.1658,0.03,开放申购,开放赎回,,,,1,,,
1196,2020-09-17,1.0345,1.1655,0.01,开放申购,开放赎回,,,,1,,,
