,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,ACTUALSYI,NAVTYPE,SDATE,DTYPE,FHSP
560,2023-05-08,1.0359,1.2639,0.02,限制大额申购,开放赎回,,,,1,,,
561,2023-05-05,1.0357,1.2637,0.07,限制大额申购,开放赎回,,,,1,,,
562,2023-05-04,1.0350,1.2630,0.09,限制大额申购,开放赎回,,,,1,,,
563,2023-04-28,1.0341,1.2621,0.02,限制大额申购,开放赎回,,,,1,,,
564,2023-04-27,1.0339,1.2619,0.04,限制大额申购,开放赎回,,,,1,,,
565,2023-04-26,1.0335,1.2615,0.03,限制大额申购,开放赎回,,,,1,,,
566,2023-04-25,1.0332,1.2612,0.01,限制大额申购,开放赎回,,,,1,,,
567,2023-04-24,1.0331,1.2611,0.04,限制大额申购,开放赎回,,,,1,,,
568,2023-04-21,1.0327,1.2607,0.01,限制大额申购,开放赎回,,,,1,,,
569,2023-04-20,1.0326,1.2606,0.02,限制大额申购,开放赎回,,,,1,,,
570,2023-04-19,1.0324,1.2604,0.03,限制大额申购,开放赎回,,,,1,,,
571,2023-04-18,1.0321,1.2601,0.01,限制大额申购,开放赎回,,,,1,,,
572,2023-04-17,1.0320,1.2600,0.01,限制大额申购,开放赎回,,,,1,,,
573,2023-04-14,1.0319,1.2599,0.01,限制大额申购,开放赎回,,,,1,,,
574,2023-04-13,1.0318,1.2598,0.01,限制大额申购,开放赎回,,,,1,,,
575,2023-04-12,1.0317,1.2597,0.02,限制大额申购,开放赎回,,,,1,,,
576,2023-04-11,1.0315,1.2595,0.04,限制大额申购,开放赎回,,,,1,,,
577,2023-04-10,1.0311,1.2591,0.04,限制大额申购,开放赎回,,,,1,,,
578,2023-04-07,1.0307,1.2587,0.03,限制大额申购,开放赎回,,,,1,,,
579,2023-04-06,1.0304,1.2584,0.01,限制大额申购,开放赎回,,,,1,,,
580,2023-04-04,1.0303,1.2583,0.01,限制大额申购,开放赎回,,,,1,,,
581,2023-04-03,1.0302,1.2582,0.03,限制大额申购,开放赎回,,,,1,,,
582,2023-03-31,1.0299,1.2579,0.04,限制大额申购,开放赎回,,,,1,,,
583,2023-03-30,1.0295,1.2575,0.00,限制大额申购,开放赎回,,,,1,,,
584,2023-03-29,1.0295,1.2575,0.02,限制大额申购,开放赎回,,,,1,,,
585,2023-03-28,1.0293,1.2573,0.01,限制大额申购,开放赎回,,,,1,,,
586,2023-03-27,1.0292,1.2572,0.04,限制大额申购,开放赎回,,,,1,,,
587,2023-03-24,1.0288,1.2568,-0.01,限制大额申购,开放赎回,,,,1,,,
588,2023-03-23,1.0289,1.2569,0.01,限制大额申购,开放赎回,,,,1,,,
589,2023-03-22,1.0288,1.2568,0.00,限制大额申购,开放赎回,,,,1,,,
590,2023-03-21,1.0288,1.2568,0.01,限制大额申购,开放赎回,,,,1,,,
591,2023-03-20,1.0287,1.2567,0.08,限制大额申购,开放赎回,,,,1,,,
592,2023-03-17,1.0279,1.2559,0.02,限制大额申购,开放赎回,,,,1,,,
593,2023-03-16,1.0277,1.2557,0.02,限制大额申购,开放赎回,,,,1,,,
594,2023-03-15,1.0275,1.2555,0.00,限制大额申购,开放赎回,,,,1,,,
595,2023-03-14,1.0275,1.2555,0.01,限制大额申购,开放赎回,,,,1,,,
596,2023-03-13,1.0274,1.2554,0.03,限制大额申购,开放赎回,,,,1,,,
597,2023-03-10,1.0271,1.2551,0.03,限制大额申购,开放赎回,,,,1,,,
598,2023-03-09,1.0268,1.2548,0.02,限制大额申购,开放赎回,,,,1,,,
599,2023-03-08,1.0266,1.2546,0.06,限制大额申购,开放赎回,,,,1,,,
600,2023-03-07,1.0260,1.2540,0.03,限制大额申购,开放赎回,,,,1,,,
601,2023-03-06,1.0257,1.2537,0.06,限制大额申购,开放赎回,,,,1,,,
602,2023-03-03,1.0251,1.2531,-0.01,限制大额申购,开放赎回,,,,1,,,
603,2023-03-02,1.0252,1.2532,0.01,限制大额申购,开放赎回,,,,1,,,
604,2023-03-01,1.0251,1.2531,0.01,限制大额申购,开放赎回,,,,1,,,
605,2023-02-28,1.0250,1.2530,-0.01,限制大额申购,开放赎回,,,,1,,,
606,2023-02-27,1.0251,1.2531,0.02,限制大额申购,开放赎回,,,,1,,,
607,2023-02-24,1.0249,1.2529,-0.01,限制大额申购,开放赎回,,,,1,,,
608,2023-02-23,1.0250,1.2530,0.01,限制大额申购,开放赎回,,,,1,,,
609,2023-02-22,1.0249,1.2529,0.03,限制大额申购,开放赎回,,,,1,,,
610,2023-02-21,1.0246,1.2526,-0.03,限制大额申购,开放赎回,,,,1,,,
611,2023-02-20,1.0249,1.2529,-0.01,限制大额申购,开放赎回,,,,1,,,
612,2023-02-17,1.0250,1.2530,0.02,限制大额申购,开放赎回,,,,1,,,
613,2023-02-16,1.0248,1.2528,0.06,限制大额申购,开放赎回,,,,1,,,
614,2023-02-15,1.0242,1.2522,0.04,限制大额申购,开放赎回,,,,1,,,
615,2023-02-14,1.0238,1.2518,0.05,限制大额申购,开放赎回,,,,1,,,
616,2023-02-13,1.0233,1.2513,0.07,限制大额申购,开放赎回,,,,1,,,
617,2023-02-10,1.0226,1.2506,0.05,限制大额申购,开放赎回,,,,1,,,
618,2023-02-09,1.0221,1.2501,0.04,限制大额申购,开放赎回,,,,1,,,
619,2023-02-08,1.0217,1.2497,0.04,限制大额申购,开放赎回,,,,1,,,
620,2023-02-07,1.0213,1.2493,0.02,限制大额申购,开放赎回,,,,1,,,
621,2023-02-06,1.0211,1.2491,0.04,限制大额申购,开放赎回,,,,1,,,
622,2023-02-03,1.0207,1.2487,0.05,限制大额申购,开放赎回,,,,1,,,
623,2023-02-02,1.0202,1.2482,0.04,限制大额申购,开放赎回,,,,1,,,
624,2023-02-01,1.0198,1.2478,0.00,限制大额申购,开放赎回,,,,1,,,
625,2023-01-31,1.0198,1.2478,0.03,限制大额申购,开放赎回,,,,1,,,
626,2023-01-30,1.0195,1.2475,0.10,限制大额申购,开放赎回,,,,1,,,
627,2023-01-20,1.0185,1.2465,0.01,限制大额申购,开放赎回,,,,1,,,
628,2023-01-19,1.0184,1.2464,0.01,限制大额申购,开放赎回,,,,1,,,
629,2023-01-18,1.0183,1.2463,0.01,限制大额申购,开放赎回,,,,1,,,
630,2023-01-17,1.0182,1.2462,0.00,限制大额申购,开放赎回,,,,1,,,
631,2023-01-16,1.0182,1.2462,-0.04,限制大额申购,开放赎回,,,,1,,,
632,2023-01-13,1.0186,1.2466,0.00,限制大额申购,开放赎回,,,,1,,,
633,2023-01-12,1.0186,1.2466,0.03,限制大额申购,开放赎回,,,,1,,,
634,2023-01-11,1.0183,1.2463,-0.04,限制大额申购,开放赎回,,,,1,,,
635,2023-01-10,1.0187,1.2467,-0.04,限制大额申购,开放赎回,,,,1,,,
636,2023-01-09,1.0191,1.2471,0.02,限制大额申购,开放赎回,,,,1,,,
637,2023-01-06,1.0189,1.2469,-0.01,限制大额申购,开放赎回,,,,1,,,
638,2023-01-05,1.0190,1.2470,0.08,限制大额申购,开放赎回,,,,1,,,
639,2023-01-04,1.0182,1.2462,0.11,限制大额申购,开放赎回,,,,1,,,
640,2023-01-03,1.0171,1.2451,0.14,限制大额申购,开放赎回,,,,1,,,
641,2022-12-31,1.0158,1.2438,0.01,限制大额申购,开放赎回,,,,0,,,
642,2022-12-30,1.0157,1.2437,0.06,限制大额申购,开放赎回,,,,1,,,
643,2022-12-29,1.0151,1.2431,0.07,限制大额申购,开放赎回,,,,1,,,
644,2022-12-28,1.0144,1.2424,0.02,限制大额申购,开放赎回,,,,1,,,
645,2022-12-27,1.0142,1.2422,0.04,限制大额申购,开放赎回,,,,1,,,
646,2022-12-26,1.0138,1.2418,0.06,限制大额申购,开放赎回,,,,1,,,
647,2022-12-23,1.0132,1.2412,0.09,限制大额申购,开放赎回,,,,1,,,
648,2022-12-22,1.0123,1.2403,0.06,限制大额申购,开放赎回,,,,1,,,
649,2022-12-21,1.0117,1.2397,0.05,限制大额申购,开放赎回,,,,1,,,
650,2022-12-20,1.0112,1.2392,0.05,限制大额申购,开放赎回,,,,1,,,
651,2022-12-19,1.0107,1.2387,0.08,限制大额申购,开放赎回,,,,1,,,
652,2022-12-16,1.0099,1.2379,0.00,限制大额申购,开放赎回,,,,1,,,
653,2022-12-15,1.0099,1.2379,0.04,限制大额申购,开放赎回,0.05,0,,1,,,每份派现金0.0500元
654,2022-12-14,1.0595,1.2375,-0.02,限制大额申购,开放赎回,,,,1,,,
655,2022-12-13,1.0597,1.2377,-0.20,限制大额申购,开放赎回,,,,1,,,
656,2022-12-12,1.0618,1.2398,-0.09,限制大额申购,开放赎回,,,,1,,,
657,2022-12-09,1.0628,1.2408,-0.07,限制大额申购,开放赎回,,,,1,,,
658,2022-12-08,1.0635,1.2415,-0.03,限制大额申购,开放赎回,,,,1,,,
659,2022-12-07,1.0638,1.2418,-0.12,限制大额申购,开放赎回,,,,1,,,
660,2022-12-06,1.0651,1.2431,-0.11,限制大额申购,开放赎回,,,,1,,,
661,2022-12-05,1.0663,1.2443,-0.02,限制大额申购,开放赎回,,,,1,,,
662,2022-12-02,1.0665,1.2445,0.01,限制大额申购,开放赎回,,,,1,,,
663,2022-12-01,1.0664,1.2444,-0.02,限制大额申购,开放赎回,,,,1,,,
664,2022-11-30,1.0666,1.2446,-0.04,限制大额申购,开放赎回,,,,1,,,
665,2022-11-29,1.0670,1.2450,-0.16,限制大额申购,开放赎回,,,,1,,,
666,2022-11-28,1.0687,1.2467,-0.03,限制大额申购,开放赎回,,,,1,,,
667,2022-11-25,1.0690,1.2470,-0.05,限制大额申购,开放赎回,,,,1,,,
668,2022-11-24,1.0695,1.2475,0.10,限制大额申购,开放赎回,,,,1,,,
669,2022-11-23,1.0684,1.2464,0.06,限制大额申购,开放赎回,,,,1,,,
670,2022-11-22,1.0678,1.2458,0.01,限制大额申购,开放赎回,,,,1,,,
671,2022-11-21,1.0677,1.2457,0.07,限制大额申购,开放赎回,,,,1,,,
672,2022-11-18,1.0670,1.2450,0.04,限制大额申购,开放赎回,,,,1,,,
673,2022-11-17,1.0666,1.2446,-0.08,限制大额申购,开放赎回,,,,1,,,
674,2022-11-16,1.0675,1.2455,-0.15,限制大额申购,开放赎回,,,,1,,,
675,2022-11-15,1.0691,1.2471,-0.18,限制大额申购,开放赎回,,,,1,,,
676,2022-11-14,1.0710,1.2490,-0.44,限制大额申购,开放赎回,,,,1,,,
677,2022-11-11,1.0757,1.2537,-0.08,限制大额申购,开放赎回,,,,1,,,
678,2022-11-10,1.0766,1.2546,-0.05,限制大额申购,开放赎回,,,,1,,,
679,2022-11-09,1.0771,1.2551,-0.05,限制大额申购,开放赎回,,,,1,,,
680,2022-11-08,1.0776,1.2556,-0.05,限制大额申购,开放赎回,,,,1,,,
681,2022-11-07,1.0781,1.2561,0.02,限制大额申购,开放赎回,,,,1,,,
682,2022-11-04,1.0779,1.2559,-0.05,限制大额申购,开放赎回,,,,1,,,
683,2022-11-03,1.0784,1.2564,0.01,限制大额申购,开放赎回,,,,1,,,
684,2022-11-02,1.0783,1.2563,-0.03,限制大额申购,开放赎回,,,,1,,,
685,2022-11-01,1.0786,1.2566,-0.03,限制大额申购,开放赎回,,,,1,,,
686,2022-10-31,1.0789,1.2569,0.05,限制大额申购,开放赎回,,,,1,,,
687,2022-10-28,1.0784,1.2564,0.04,限制大额申购,开放赎回,,,,1,,,
688,2022-10-27,1.0780,1.2560,0.03,限制大额申购,开放赎回,,,,1,,,
689,2022-10-26,1.0777,1.2557,0.02,限制大额申购,开放赎回,,,,1,,,
690,2022-10-25,1.0775,1.2555,-0.02,限制大额申购,开放赎回,,,,1,,,
691,2022-10-24,1.0777,1.2557,0.02,限制大额申购,开放赎回,,,,1,,,
692,2022-10-21,1.0775,1.2555,0.00,限制大额申购,开放赎回,,,,1,,,
693,2022-10-20,1.0775,1.2555,0.00,限制大额申购,开放赎回,,,,1,,,
694,2022-10-19,1.0775,1.2555,0.02,限制大额申购,开放赎回,,,,1,,,
695,2022-10-18,1.0773,1.2553,0.01,限制大额申购,开放赎回,,,,1,,,
696,2022-10-17,1.0772,1.2552,0.03,限制大额申购,开放赎回,,,,1,,,
697,2022-10-14,1.0769,1.2549,0.05,限制大额申购,开放赎回,,,,1,,,
698,2022-10-13,1.0764,1.2544,0.03,限制大额申购,开放赎回,,,,1,,,
699,2022-10-12,1.0761,1.2541,0.01,限制大额申购,开放赎回,,,,1,,,
700,2022-10-11,1.0760,1.2540,0.01,限制大额申购,开放赎回,,,,1,,,
701,2022-10-10,1.0759,1.2539,0.15,限制大额申购,开放赎回,,,,1,,,
702,2022-09-30,1.0743,1.2523,-0.03,限制大额申购,开放赎回,,,,1,,,
703,2022-09-29,1.0746,1.2526,-0.04,限制大额申购,开放赎回,,,,1,,,
704,2022-09-28,1.0750,1.2530,-0.04,限制大额申购,开放赎回,,,,1,,,
705,2022-09-27,1.0754,1.2534,-0.03,限制大额申购,开放赎回,,,,1,,,
706,2022-09-26,1.0757,1.2537,-0.06,限制大额申购,开放赎回,,,,1,,,
707,2022-09-23,1.0763,1.2543,-0.02,限制大额申购,开放赎回,,,,1,,,
708,2022-09-22,1.0765,1.2545,0.02,限制大额申购,开放赎回,,,,1,,,
709,2022-09-21,1.0763,1.2543,0.03,限制大额申购,开放赎回,,,,1,,,
710,2022-09-20,1.0760,1.2540,0.03,限制大额申购,开放赎回,,,,1,,,
711,2022-09-19,1.0757,1.2537,0.01,限制大额申购,开放赎回,,,,1,,,
712,2022-09-16,1.0756,1.2536,-0.03,限制大额申购,开放赎回,,,,1,,,
713,2022-09-15,1.0759,1.2539,0.01,限制大额申购,开放赎回,,,,1,,,
714,2022-09-14,1.0758,1.2538,-0.01,限制大额申购,开放赎回,,,,1,,,
715,2022-09-13,1.0759,1.2539,0.03,限制大额申购,开放赎回,,,,1,,,
716,2022-09-09,1.0756,1.2536,-0.02,限制大额申购,开放赎回,,,,1,,,
717,2022-09-08,1.0758,1.2538,0.00,限制大额申购,开放赎回,,,,1,,,
718,2022-09-07,1.0758,1.2538,0.01,限制大额申购,开放赎回,,,,1,,,
719,2022-09-06,1.0757,1.2537,0.04,限制大额申购,开放赎回,,,,1,,,
720,2022-09-05,1.0753,1.2533,0.05,限制大额申购,开放赎回,,,,1,,,
721,2022-09-02,1.0748,1.2528,0.02,限制大额申购,开放赎回,,,,1,,,
722,2022-09-01,1.0746,1.2526,0.03,限制大额申购,开放赎回,,,,1,,,
723,2022-08-31,1.0743,1.2523,0.02,限制大额申购,开放赎回,,,,1,,,
724,2022-08-30,1.0741,1.2521,0.04,限制大额申购,开放赎回,,,,1,,,
725,2022-08-29,1.0737,1.2517,0.04,限制大额申购,开放赎回,,,,1,,,
726,2022-08-26,1.0733,1.2513,-0.03,限制大额申购,开放赎回,,,,1,,,
727,2022-08-25,1.0736,1.2516,-0.05,限制大额申购,开放赎回,,,,1,,,
728,2022-08-24,1.0741,1.2521,-0.01,限制大额申购,开放赎回,,,,1,,,
729,2022-08-23,1.0742,1.2522,-0.02,限制大额申购,开放赎回,,,,1,,,
730,2022-08-22,1.0744,1.2524,0.01,限制大额申购,开放赎回,,,,1,,,
731,2022-08-19,1.0743,1.2523,0.01,限制大额申购,开放赎回,,,,1,,,
732,2022-08-18,1.0742,1.2522,0.04,限制大额申购,开放赎回,,,,1,,,
733,2022-08-17,1.0738,1.2518,0.01,限制大额申购,开放赎回,,,,1,,,
734,2022-08-16,1.0737,1.2517,0.06,限制大额申购,开放赎回,,,,1,,,
735,2022-08-15,1.0731,1.2511,0.15,限制大额申购,开放赎回,,,,1,,,
736,2022-08-12,1.0715,1.2495,-0.01,限制大额申购,开放赎回,,,,1,,,
737,2022-08-11,1.0716,1.2496,-0.02,限制大额申购,开放赎回,,,,1,,,
738,2022-08-10,1.0718,1.2498,-0.01,限制大额申购,开放赎回,,,,1,,,
739,2022-08-09,1.0719,1.2499,-0.04,限制大额申购,开放赎回,,,,1,,,
740,2022-08-08,1.0723,1.2503,0.02,限制大额申购,开放赎回,,,,1,,,
741,2022-08-05,1.0721,1.2501,0.01,限制大额申购,开放赎回,,,,1,,,
742,2022-08-04,1.0720,1.2500,0.04,限制大额申购,开放赎回,,,,1,,,
743,2022-08-03,1.0716,1.2496,0.05,限制大额申购,开放赎回,,,,1,,,
744,2022-08-02,1.0711,1.2491,0.06,限制大额申购,开放赎回,,,,1,,,
745,2022-08-01,1.0705,1.2485,0.05,限制大额申购,开放赎回,,,,1,,,
746,2022-07-29,1.0700,1.2480,0.03,限制大额申购,开放赎回,,,,1,,,
747,2022-07-28,1.0697,1.2477,0.00,限制大额申购,开放赎回,,,,1,,,
748,2022-07-27,1.0697,1.2477,0.02,限制大额申购,开放赎回,,,,1,,,
749,2022-07-26,1.0695,1.2475,0.03,限制大额申购,开放赎回,,,,1,,,
750,2022-07-25,1.0692,1.2472,0.04,限制大额申购,开放赎回,,,,1,,,
751,2022-07-22,1.0688,1.2468,0.02,限制大额申购,开放赎回,,,,1,,,
752,2022-07-21,1.0686,1.2466,0.03,限制大额申购,开放赎回,,,,1,,,
753,2022-07-20,1.0683,1.2463,0.03,限制大额申购,开放赎回,,,,1,,,
754,2022-07-19,1.0680,1.2460,0.01,限制大额申购,开放赎回,,,,1,,,
755,2022-07-18,1.0679,1.2459,0.05,限制大额申购,开放赎回,,,,1,,,
756,2022-07-15,1.0674,1.2454,0.04,限制大额申购,开放赎回,,,,1,,,
757,2022-07-14,1.0670,1.2450,0.04,限制大额申购,开放赎回,,,,1,,,
758,2022-07-13,1.0666,1.2446,0.03,开放申购,开放赎回,,,,1,,,
759,2022-07-12,1.0663,1.2443,0.02,开放申购,开放赎回,,,,1,,,
760,2022-07-11,1.0661,1.2441,0.03,开放申购,开放赎回,,,,1,,,
761,2022-07-08,1.0658,1.2438,0.01,开放申购,开放赎回,,,,1,,,
762,2022-07-07,1.0657,1.2437,0.02,开放申购,开放赎回,,,,1,,,
763,2022-07-06,1.0655,1.2435,0.02,开放申购,开放赎回,,,,1,,,
764,2022-07-05,1.0653,1.2433,-0.01,开放申购,开放赎回,,,,1,,,
765,2022-07-04,1.0654,1.2434,0.00,开放申购,开放赎回,,,,1,,,
766,2022-07-01,1.0654,1.2434,0.03,开放申购,开放赎回,,,,1,,,
767,2022-06-30,1.0651,1.2431,0.01,开放申购,开放赎回,,,,1,,,
768,2022-06-29,1.0650,1.2430,0.01,开放申购,开放赎回,,,,1,,,
769,2022-06-28,1.0649,1.2429,0.01,开放申购,开放赎回,,,,1,,,
770,2022-06-27,1.0648,1.2428,0.00,开放申购,开放赎回,,,,1,,,
771,2022-06-24,1.0648,1.2428,0.01,开放申购,开放赎回,,,,1,,,
772,2022-06-23,1.0647,1.2427,0.02,开放申购,开放赎回,,,,1,,,
773,2022-06-22,1.0645,1.2425,0.02,开放申购,开放赎回,,,,1,,,
774,2022-06-21,1.0643,1.2423,0.01,开放申购,开放赎回,,,,1,,,
775,2022-06-20,1.0642,1.2422,0.01,开放申购,开放赎回,,,,1,,,
776,2022-06-17,1.0641,1.2421,0.01,开放申购,开放赎回,,,,1,,,
777,2022-06-16,1.0640,1.2420,0.03,开放申购,开放赎回,,,,1,,,
778,2022-06-15,1.0637,1.2417,0.00,开放申购,开放赎回,,,,1,,,
779,2022-06-14,1.0637,1.2417,0.00,开放申购,开放赎回,,,,1,,,
780,2022-06-13,1.0637,1.2417,0.03,开放申购,开放赎回,,,,1,,,
781,2022-06-10,1.0634,1.2414,0.01,开放申购,开放赎回,,,,1,,,
782,2022-06-09,1.0633,1.2413,0.01,开放申购,开放赎回,,,,1,,,
783,2022-06-08,1.0632,1.2412,0.00,开放申购,开放赎回,,,,1,,,
784,2022-06-07,1.0632,1.2412,-0.03,开放申购,开放赎回,,,,1,,,
785,2022-06-06,1.0635,1.2415,-0.03,开放申购,开放赎回,,,,1,,,
786,2022-06-02,1.0638,1.2418,-0.03,开放申购,开放赎回,,,,1,,,
787,2022-06-01,1.0641,1.2421,0.08,开放申购,开放赎回,,,,1,,,
788,2022-05-31,1.0633,1.2413,-0.08,开放申购,开放赎回,,,,1,,,
789,2022-05-30,1.0642,1.2422,0.00,开放申购,开放赎回,,,,1,,,
790,2022-05-27,1.0642,1.2422,0.03,开放申购,开放赎回,,,,1,,,
791,2022-05-26,1.0639,1.2419,0.09,开放申购,开放赎回,,,,1,,,
792,2022-05-25,1.0629,1.2409,0.04,开放申购,开放赎回,,,,1,,,
793,2022-05-24,1.0625,1.2405,0.02,开放申购,开放赎回,,,,1,,,
794,2022-05-23,1.0623,1.2403,0.08,开放申购,开放赎回,,,,1,,,
795,2022-05-20,1.0614,1.2394,0.07,开放申购,开放赎回,,,,1,,,
796,2022-05-19,1.0607,1.2387,-0.06,开放申购,开放赎回,,,,1,,,
797,2022-05-18,1.0613,1.2393,0.00,开放申购,开放赎回,,,,1,,,
798,2022-05-17,1.0613,1.2393,0.07,开放申购,开放赎回,,,,1,,,
799,2022-05-16,1.0606,1.2386,0.05,开放申购,开放赎回,,,,1,,,
800,2022-05-13,1.0601,1.2381,0.06,开放申购,开放赎回,,,,1,,,
801,2022-05-12,1.0595,1.2375,0.04,开放申购,开放赎回,,,,1,,,
802,2022-05-11,1.0591,1.2371,0.03,开放申购,开放赎回,,,,1,,,
803,2022-05-10,1.0588,1.2368,0.05,开放申购,开放赎回,,,,1,,,
804,2022-05-09,1.0583,1.2363,0.05,开放申购,开放赎回,,,,1,,,
805,2022-05-06,1.0578,1.2358,0.03,开放申购,开放赎回,,,,1,,,
806,2022-05-05,1.0575,1.2355,0.09,开放申购,开放赎回,,,,1,,,
807,2022-04-29,1.0566,1.2346,0.08,开放申购,开放赎回,,,,1,,,
808,2022-04-28,1.0558,1.2338,0.03,开放申购,开放赎回,,,,1,,,
809,2022-04-27,1.0555,1.2335,0.01,开放申购,开放赎回,,,,1,,,
810,2022-04-26,1.0554,1.2334,-0.01,开放申购,开放赎回,,,,1,,,
811,2022-04-25,1.0555,1.2335,0.10,开放申购,开放赎回,,,,1,,,
812,2022-04-22,1.0544,1.2324,0.04,开放申购,开放赎回,,,,1,,,
813,2022-04-21,1.0540,1.2320,0.03,开放申购,开放赎回,,,,1,,,
814,2022-04-20,1.0537,1.2317,0.00,开放申购,开放赎回,,,,1,,,
815,2022-04-19,1.0537,1.2317,-0.02,开放申购,开放赎回,,,,1,,,
816,2022-04-18,1.0539,1.2319,-0.05,开放申购,开放赎回,,,,1,,,
817,2022-04-15,1.0544,1.2324,0.01,开放申购,开放赎回,,,,1,,,
818,2022-04-14,1.0543,1.2323,0.05,开放申购,开放赎回,,,,1,,,
819,2022-04-13,1.0538,1.2318,0.02,开放申购,开放赎回,,,,1,,,
820,2022-04-12,1.0536,1.2316,0.02,开放申购,开放赎回,,,,1,,,
821,2022-04-11,1.0534,1.2314,0.04,开放申购,开放赎回,,,,1,,,
822,2022-04-08,1.0530,1.2310,0.09,开放申购,开放赎回,,,,1,,,
823,2022-04-07,1.0521,1.2301,0.08,开放申购,开放赎回,,,,1,,,
824,2022-04-06,1.0513,1.2293,0.13,开放申购,开放赎回,,,,1,,,
825,2022-04-01,1.0499,1.2279,0.04,开放申购,开放赎回,,,,1,,,
826,2022-03-31,1.0495,1.2275,0.04,开放申购,开放赎回,,,,1,,,
827,2022-03-30,1.0491,1.2271,0.07,开放申购,开放赎回,,,,1,,,
828,2022-03-29,1.0484,1.2264,-0.02,开放申购,开放赎回,,,,1,,,
829,2022-03-28,1.0486,1.2266,0.08,限制大额申购,开放赎回,,,,1,,,
830,2022-03-25,1.0478,1.2258,0.01,限制大额申购,开放赎回,,,,1,,,
831,2022-03-24,1.0477,1.2257,0.01,限制大额申购,开放赎回,0.003,0,,1,,,每份派现金0.0030元
832,2022-03-23,1.0506,1.2256,0.06,限制大额申购,开放赎回,,,,1,,,
833,2022-03-22,1.0500,1.2250,-0.05,限制大额申购,开放赎回,,,,1,,,
834,2022-03-21,1.0505,1.2255,0.01,开放申购,开放赎回,,,,1,,,
835,2022-03-18,1.0504,1.2254,0.09,开放申购,开放赎回,,,,1,,,
836,2022-03-17,1.0495,1.2245,-0.05,开放申购,开放赎回,,,,1,,,
837,2022-03-16,1.0500,1.2250,-0.02,开放申购,开放赎回,,,,1,,,
838,2022-03-15,1.0502,1.2252,-0.03,开放申购,开放赎回,,,,1,,,
839,2022-03-14,1.0505,1.2255,0.08,开放申购,开放赎回,,,,1,,,
840,2022-03-11,1.0497,1.2247,-0.02,开放申购,开放赎回,,,,1,,,
841,2022-03-10,1.0499,1.2249,-0.03,开放申购,开放赎回,,,,1,,,
842,2022-03-09,1.0502,1.2252,-0.03,开放申购,开放赎回,,,,1,,,
843,2022-03-08,1.0505,1.2255,0.00,开放申购,开放赎回,,,,1,,,
844,2022-03-07,1.0505,1.2255,0.02,开放申购,开放赎回,,,,1,,,
845,2022-03-04,1.0503,1.2253,0.02,开放申购,开放赎回,,,,1,,,
846,2022-03-03,1.0501,1.2251,-0.07,开放申购,开放赎回,,,,1,,,
847,2022-03-02,1.0508,1.2258,-0.04,开放申购,开放赎回,,,,1,,,
848,2022-03-01,1.0512,1.2262,-0.04,开放申购,开放赎回,,,,1,,,
849,2022-02-28,1.0516,1.2266,0.06,开放申购,开放赎回,,,,1,,,
850,2022-02-25,1.0510,1.2260,-0.02,开放申购,开放赎回,,,,1,,,
851,2022-02-24,1.0512,1.2262,-0.01,开放申购,开放赎回,,,,1,,,
852,2022-02-23,1.0513,1.2263,0.01,开放申购,开放赎回,,,,1,,,
853,2022-02-22,1.0512,1.2262,-0.07,开放申购,开放赎回,,,,1,,,
854,2022-02-21,1.0519,1.2269,-0.02,开放申购,开放赎回,,,,1,,,
855,2022-02-18,1.0521,1.2271,0.00,开放申购,开放赎回,,,,1,,,
856,2022-02-17,1.0521,1.2271,0.04,开放申购,开放赎回,,,,1,,,
857,2022-02-16,1.0517,1.2267,0.01,开放申购,开放赎回,,,,1,,,
858,2022-02-15,1.0516,1.2266,0.01,开放申购,开放赎回,,,,1,,,
859,2022-02-14,1.0515,1.2265,0.00,开放申购,开放赎回,,,,1,,,
860,2022-02-11,1.0515,1.2265,-0.08,开放申购,开放赎回,,,,1,,,
861,2022-02-10,1.0523,1.2273,0.03,开放申购,开放赎回,,,,1,,,
862,2022-02-09,1.0520,1.2270,0.00,开放申购,开放赎回,,,,1,,,
863,2022-02-08,1.0520,1.2270,0.00,开放申购,开放赎回,,,,1,,,
864,2022-02-07,1.0520,1.2270,0.15,开放申购,开放赎回,,,,1,,,
865,2022-01-28,1.0504,1.2254,0.07,开放申购,开放赎回,,,,1,,,
866,2022-01-27,1.0497,1.2247,-0.06,开放申购,开放赎回,,,,1,,,
867,2022-01-26,1.0503,1.2253,-0.05,开放申购,开放赎回,,,,1,,,
868,2022-01-25,1.0508,1.2258,0.11,开放申购,开放赎回,,,,1,,,
869,2022-01-24,1.0496,1.2246,0.08,开放申购,开放赎回,,,,1,,,
870,2022-01-21,1.0488,1.2238,0.03,开放申购,开放赎回,,,,1,,,
871,2022-01-20,1.0485,1.2235,0.06,开放申购,开放赎回,,,,1,,,
872,2022-01-19,1.0479,1.2229,0.20,开放申购,开放赎回,,,,1,,,
873,2022-01-18,1.0458,1.2208,0.09,开放申购,开放赎回,,,,1,,,
874,2022-01-17,1.0449,1.2199,0.10,开放申购,开放赎回,,,,1,,,
875,2022-01-14,1.0439,1.2189,0.06,开放申购,开放赎回,,,,1,,,
876,2022-01-13,1.0433,1.2183,0.02,开放申购,开放赎回,,,,1,,,
877,2022-01-12,1.0431,1.2181,-0.03,开放申购,开放赎回,,,,1,,,
878,2022-01-11,1.0434,1.2184,0.07,开放申购,开放赎回,,,,1,,,
