,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-20,2.4325,4.2450,,,1,0.98,开放申购,开放赎回,,,,
1,2025-08-19,2.4090,4.2215,,,1,-0.40,开放申购,开放赎回,,,,
2,2025-08-18,2.4186,4.2311,,,1,2.50,开放申购,开放赎回,,,,
3,2025-08-15,2.3597,4.1722,,,1,1.62,开放申购,开放赎回,,,,
4,2025-08-14,2.3220,4.1345,,,1,-0.68,开放申购,开放赎回,,,,
5,2025-08-13,2.3380,4.1505,,,1,0.82,开放申购,开放赎回,,,,
6,2025-08-12,2.3189,4.1314,,,1,0.35,开放申购,开放赎回,,,,
7,2025-08-11,2.3108,4.1233,,,1,1.89,开放申购,开放赎回,,,,
8,2025-08-08,2.2679,4.0804,,,1,-1.36,开放申购,开放赎回,,,,
9,2025-08-07,2.2992,4.1117,,,1,0.22,开放申购,开放赎回,,,,
10,2025-08-06,2.2941,4.1066,,,1,1.41,开放申购,开放赎回,,,,
11,2025-08-05,2.2623,4.0748,,,1,0.27,开放申购,开放赎回,,,,
12,2025-08-04,2.2563,4.0688,,,1,1.24,开放申购,开放赎回,,,,
13,2025-08-01,2.2287,4.0412,,,1,0.06,开放申购,开放赎回,,,,
14,2025-07-31,2.2274,4.0399,,,1,-0.69,开放申购,开放赎回,,,,
15,2025-07-30,2.2428,4.0553,,,1,-0.47,开放申购,开放赎回,,,,
16,2025-07-29,2.2533,4.0658,,,1,0.37,开放申购,开放赎回,,,,
17,2025-07-28,2.2449,4.0574,,,1,0.16,开放申购,开放赎回,,,,
18,2025-07-25,2.2413,4.0538,,,1,0.44,开放申购,开放赎回,,,,
19,2025-07-24,2.2315,4.0440,,,1,1.19,开放申购,开放赎回,,,,
20,2025-07-23,2.2052,4.0177,,,1,0.13,开放申购,开放赎回,,,,
21,2025-07-22,2.2024,4.0149,,,1,0.03,开放申购,开放赎回,,,,
22,2025-07-21,2.2017,4.0142,,,1,0.76,开放申购,开放赎回,,,,
23,2025-07-18,2.1851,3.9976,,,1,0.03,开放申购,开放赎回,,,,
24,2025-07-17,2.1844,3.9969,,,1,0.89,开放申购,开放赎回,,,,
25,2025-07-16,2.1651,3.9776,,,1,0.13,开放申购,开放赎回,,,,
26,2025-07-15,2.1622,3.9747,,,1,-0.18,开放申购,开放赎回,,,,
27,2025-07-14,2.1661,3.9786,,,1,-0.05,开放申购,开放赎回,,,,
28,2025-07-11,2.1671,3.9796,,,1,0.45,开放申购,开放赎回,,,,
29,2025-07-10,2.1574,3.9699,,,1,-0.08,开放申购,开放赎回,,,,
30,2025-07-09,2.1592,3.9717,,,1,-0.64,开放申购,开放赎回,,,,
31,2025-07-08,2.1731,3.9856,,,1,1.05,开放申购,开放赎回,,,,
32,2025-07-07,2.1505,3.9630,,,1,-0.46,开放申购,开放赎回,,,,
33,2025-07-04,2.1605,3.9730,,,1,-0.59,开放申购,开放赎回,,,,
34,2025-07-03,2.1733,3.9858,,,1,1.11,开放申购,开放赎回,,,,
35,2025-07-02,2.1494,3.9619,,,1,-1.25,开放申购,开放赎回,,,,
36,2025-07-01,2.1767,3.9892,,,1,0.31,开放申购,开放赎回,,,,
37,2025-06-30,2.1699,3.9824,,,1,1.12,开放申购,开放赎回,,,,
38,2025-06-27,2.1459,3.9584,,,1,0.36,开放申购,开放赎回,,,,
39,2025-06-26,2.1381,3.9506,,,1,-0.35,开放申购,开放赎回,,,,
40,2025-06-25,2.1456,3.9581,,,1,2.01,开放申购,开放赎回,,,,
41,2025-06-24,2.1034,3.9159,,,1,1.24,开放申购,开放赎回,,,,
42,2025-06-23,2.0776,3.8901,,,1,1.14,开放申购,开放赎回,,,,
43,2025-06-20,2.0541,3.8666,,,1,-1.22,开放申购,开放赎回,,,,
44,2025-06-19,2.0795,3.8920,,,1,-0.65,开放申购,开放赎回,,,,
45,2025-06-18,2.0932,3.9057,,,1,0.40,开放申购,开放赎回,,,,
46,2025-06-17,2.0848,3.8973,,,1,0.47,开放申购,开放赎回,,,,
47,2025-06-16,2.0751,3.8876,,,1,1.44,开放申购,开放赎回,,,,
48,2025-06-13,2.0456,3.8581,,,1,-1.48,开放申购,开放赎回,,,,
49,2025-06-12,2.0763,3.8888,,,1,0.32,开放申购,开放赎回,,,,
50,2025-06-11,2.0697,3.8822,,,1,0.78,开放申购,开放赎回,,,,
51,2025-06-10,2.0537,3.8662,,,1,-1.03,开放申购,开放赎回,,,,
52,2025-06-09,2.0751,3.8876,,,1,1.01,开放申购,开放赎回,,,,
53,2025-06-06,2.0544,3.8669,,,1,-0.23,开放申购,开放赎回,,,,
54,2025-06-05,2.0591,3.8716,,,1,1.46,开放申购,开放赎回,,,,
55,2025-06-04,2.0295,3.8420,,,1,0.98,开放申购,开放赎回,,,,
56,2025-06-03,2.0099,3.8224,,,1,0.42,开放申购,开放赎回,,,,
57,2025-05-30,2.0014,3.8139,,,1,-1.28,开放申购,开放赎回,,,,
58,2025-05-29,2.0274,3.8399,,,1,1.68,开放申购,开放赎回,,,,
59,2025-05-28,1.9939,3.8064,,,1,-0.25,开放申购,开放赎回,,,,
60,2025-05-27,1.9988,3.8113,,,1,-0.77,开放申购,开放赎回,,,,
61,2025-05-26,2.0143,3.8268,,,1,1.06,开放申购,开放赎回,,,,
62,2025-05-23,1.9932,3.8057,,,1,-1.07,开放申购,开放赎回,,,,
63,2025-05-22,2.0148,3.8273,,,1,-0.75,开放申购,开放赎回,,,,
64,2025-05-21,2.0301,3.8426,,,1,-0.50,开放申购,开放赎回,,,,
65,2025-05-20,2.0403,3.8528,,,1,0.57,开放申购,开放赎回,,,,
66,2025-05-19,2.0287,3.8412,,,1,-0.17,开放申购,开放赎回,,,,
67,2025-05-16,2.0321,3.8446,,,1,0.37,开放申购,开放赎回,,,,
68,2025-05-15,2.0247,3.8372,,,1,-1.79,开放申购,开放赎回,,,,
69,2025-05-14,2.0617,3.8742,,,1,-0.44,开放申购,开放赎回,,,,
70,2025-05-13,2.0708,3.8833,,,1,-0.07,开放申购,开放赎回,,,,
71,2025-05-12,2.0723,3.8848,,,1,1.47,开放申购,开放赎回,,,,
72,2025-05-09,2.0423,3.8548,,,1,-1.47,开放申购,开放赎回,,,,
73,2025-05-08,2.0728,3.8853,,,1,0.76,开放申购,开放赎回,,,,
74,2025-05-07,2.0571,3.8696,,,1,-0.53,开放申购,开放赎回,,,,
75,2025-05-06,2.0681,3.8806,,,1,2.16,开放申购,开放赎回,,,,
76,2025-04-30,2.0243,3.8368,,,1,1.25,开放申购,开放赎回,,,,
77,2025-04-29,1.9993,3.8118,,,1,0.24,开放申购,开放赎回,,,,
78,2025-04-28,1.9946,3.8071,,,1,-0.61,开放申购,开放赎回,,,,
79,2025-04-25,2.0068,3.8193,,,1,-0.03,开放申购,开放赎回,,,,
80,2025-04-24,2.0074,3.8199,,,1,-1.06,开放申购,开放赎回,,,,
81,2025-04-23,2.0289,3.8414,,,1,0.17,开放申购,开放赎回,,,,
