,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-20,1.6834,1.6834,,,1,0.34,开放申购,开放赎回,,,,
1,2025-08-19,1.6777,1.6777,,,1,0.08,开放申购,开放赎回,,,,
2,2025-08-18,1.6763,1.6763,,,1,0.07,开放申购,开放赎回,,,,
3,2025-08-15,1.6751,1.6751,,,1,0.53,开放申购,开放赎回,,,,
4,2025-08-14,1.6662,1.6662,,,1,-0.39,开放申购,开放赎回,,,,
5,2025-08-13,1.6727,1.6727,,,1,0.53,开放申购,开放赎回,,,,
6,2025-08-12,1.6639,1.6639,,,1,0.04,开放申购,开放赎回,,,,
7,2025-08-11,1.6632,1.6632,,,1,0.18,开放申购,开放赎回,,,,
8,2025-08-08,1.6602,1.6602,,,1,0.05,开放申购,开放赎回,,,,
9,2025-08-07,1.6594,1.6594,,,1,-0.16,开放申购,开放赎回,,,,
10,2025-08-06,1.6620,1.6620,,,1,0.03,开放申购,开放赎回,,,,
11,2025-08-05,1.6615,1.6615,,,1,0.24,开放申购,开放赎回,,,,
12,2025-08-04,1.6575,1.6575,,,1,0.08,开放申购,开放赎回,,,,
13,2025-08-01,1.6561,1.6561,,,1,0.02,开放申购,开放赎回,,,,
14,2025-07-31,1.6558,1.6558,,,1,-0.26,开放申购,开放赎回,,,,
15,2025-07-30,1.6601,1.6601,,,1,-0.18,开放申购,开放赎回,,,,
16,2025-07-29,1.6631,1.6631,,,1,0.04,开放申购,开放赎回,,,,
17,2025-07-28,1.6624,1.6624,,,1,0.11,开放申购,开放赎回,,,,
18,2025-07-25,1.6605,1.6605,,,1,-0.07,开放申购,开放赎回,,,,
19,2025-07-24,1.6616,1.6616,,,1,0.00,开放申购,开放赎回,,,,
20,2025-07-23,1.6616,1.6616,,,1,-0.37,开放申购,开放赎回,,,,
21,2025-07-22,1.6678,1.6678,,,1,0.35,开放申购,开放赎回,,,,
22,2025-07-21,1.6620,1.6620,,,1,0.17,开放申购,开放赎回,,,,
