,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-21,1.5202,1.5922,0.54,开放申购,开放赎回,,,1,,,,
1,2025-08-20,1.5120,1.5840,0.73,开放申购,开放赎回,,,1,,,,
2,2025-08-19,1.5011,1.5731,-0.35,开放申购,开放赎回,,,1,,,,
3,2025-08-18,1.5064,1.5784,0.90,开放申购,开放赎回,,,1,,,,
4,2025-08-15,1.4929,1.5649,0.48,开放申购,开放赎回,,,1,,,,
5,2025-08-14,1.4857,1.5577,-0.09,开放申购,开放赎回,,,1,,,,
6,2025-08-13,1.4871,1.5591,0.45,开放申购,开放赎回,,,1,,,,
7,2025-08-12,1.4804,1.5524,0.26,开放申购,开放赎回,,,1,,,,
8,2025-08-11,1.4766,1.5486,0.63,开放申购,开放赎回,,,1,,,,
9,2025-08-08,1.4674,1.5394,-0.52,开放申购,开放赎回,,,1,,,,
10,2025-08-07,1.4751,1.5471,-0.13,开放申购,开放赎回,,,1,,,,
11,2025-08-06,1.4770,1.5490,0.09,开放申购,开放赎回,,,1,,,,
12,2025-08-05,1.4756,1.5476,0.38,开放申购,开放赎回,,,1,,,,
13,2025-08-04,1.4700,1.5420,0.57,开放申购,开放赎回,,,1,,,,
14,2025-08-01,1.4616,1.5336,-0.18,开放申购,开放赎回,,,1,,,,
15,2025-07-31,1.4642,1.5362,-0.53,开放申购,开放赎回,,,1,,,,
16,2025-07-30,1.4720,1.5440,0.08,开放申购,开放赎回,,,1,,,,
17,2025-07-29,1.4708,1.5428,0.10,开放申购,开放赎回,,,1,,,,
18,2025-07-28,1.4693,1.5413,0.05,开放申购,开放赎回,,,1,,,,
19,2025-07-25,1.4686,1.5406,-0.12,开放申购,开放赎回,,,1,,,,
20,2025-07-24,1.4703,1.5423,0.17,开放申购,开放赎回,,,1,,,,
21,2025-07-23,1.4678,1.5398,0.06,开放申购,开放赎回,,,1,,,,
22,2025-07-22,1.4669,1.5389,-0.02,开放申购,开放赎回,,,1,,,,
23,2025-07-21,1.4672,1.5392,-0.13,开放申购,开放赎回,,,1,,,,
24,2025-07-18,1.4691,1.5411,0.33,开放申购,开放赎回,,,1,,,,
25,2025-07-17,1.4643,1.5363,0.74,开放申购,开放赎回,,,1,,,,
26,2025-07-16,1.4536,1.5256,0.06,开放申购,开放赎回,,,1,,,,
27,2025-07-15,1.4527,1.5247,0.57,开放申购,开放赎回,,,1,,,,
28,2025-07-14,1.4444,1.5164,-0.30,开放申购,开放赎回,,,1,,,,
29,2025-07-11,1.4487,1.5207,0.24,开放申购,开放赎回,,,1,,,,
30,2025-07-10,1.4452,1.5172,0.02,开放申购,开放赎回,,,1,,,,
31,2025-07-09,1.4449,1.5169,-0.26,开放申购,开放赎回,,,1,,,,
32,2025-07-08,1.4486,1.5206,0.49,开放申购,开放赎回,,,1,,,,
33,2025-07-07,1.4415,1.5135,-0.59,开放申购,开放赎回,,,1,,,,
34,2025-07-04,1.4501,1.5221,0.08,开放申购,开放赎回,,,1,,,,
35,2025-07-03,1.4490,1.5210,0.51,开放申购,开放赎回,,,1,,,,
36,2025-07-02,1.4416,1.5136,-0.59,开放申购,开放赎回,,,1,,,,
37,2025-07-01,1.4501,1.5221,0.34,开放申购,开放赎回,,,1,,,,
38,2025-06-30,1.4452,1.5172,0.05,开放申购,开放赎回,,,1,,,,
39,2025-06-27,1.4445,1.5165,-0.04,开放申购,开放赎回,,,1,,,,
40,2025-06-26,1.4451,1.5171,-0.26,开放申购,开放赎回,,,1,,,,
41,2025-06-25,1.4488,1.5208,0.63,开放申购,开放赎回,,,1,,,,
42,2025-06-24,1.4398,1.5118,0.52,开放申购,开放赎回,,,1,,,,
43,2025-06-23,1.4323,1.5043,0.14,开放申购,开放赎回,,,1,,,,
44,2025-06-20,1.4303,1.5023,-0.08,开放申购,开放赎回,,,1,,,,
45,2025-06-19,1.4314,1.5034,-0.33,开放申购,开放赎回,,,1,,,,
46,2025-06-18,1.4362,1.5082,0.33,开放申购,开放赎回,,,1,,,,
47,2025-06-17,1.4315,1.5035,0.06,开放申购,开放赎回,,,1,,,,
48,2025-06-16,1.4307,1.5027,0.14,开放申购,开放赎回,,,1,,,,
49,2025-06-13,1.4287,1.5007,-0.39,开放申购,开放赎回,,,1,,,,
50,2025-06-12,1.4343,1.5063,0.10,开放申购,开放赎回,,,1,,,,
51,2025-06-11,1.4329,1.5049,0.21,开放申购,开放赎回,,,1,,,,
52,2025-06-10,1.4299,1.5019,-0.37,开放申购,开放赎回,,,1,,,,
53,2025-06-09,1.4352,1.5072,0.34,开放申购,开放赎回,,,1,,,,
54,2025-06-06,1.4304,1.5024,-0.01,开放申购,开放赎回,,,1,,,,
55,2025-06-05,1.4306,1.5026,0.47,开放申购,开放赎回,,,1,,,,
56,2025-06-04,1.4239,1.4959,0.35,开放申购,开放赎回,,,1,,,,
57,2025-06-03,1.4189,1.4909,0.26,开放申购,开放赎回,,,1,,,,
58,2025-05-30,1.4152,1.4872,-0.25,开放申购,开放赎回,,,1,,,,
59,2025-05-29,1.4187,1.4907,0.70,开放申购,开放赎回,,,1,,,,
60,2025-05-28,1.4088,1.4808,0.17,开放申购,开放赎回,,,1,,,,
61,2025-05-27,1.4064,1.4784,-0.37,开放申购,开放赎回,,,1,,,,
62,2025-05-26,1.4116,1.4836,-0.25,开放申购,开放赎回,,,1,,,,
63,2025-05-23,1.4151,1.4871,-0.46,开放申购,开放赎回,,,1,,,,
