,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-20,2.8064,3.0684,0.49,限制大额申购,开放赎回,,,1,,,,
1,2025-08-19,2.7926,3.0546,0.85,限制大额申购,开放赎回,,,1,,,,
2,2025-08-18,2.7691,3.0311,0.71,限制大额申购,开放赎回,,,1,,,,
3,2025-08-15,2.7496,3.0116,1.08,限制大额申购,开放赎回,,,1,,,,
4,2025-08-14,2.7201,2.9821,-1.68,限制大额申购,开放赎回,,,1,,,,
5,2025-08-13,2.7665,3.0285,0.03,限制大额申购,开放赎回,,,1,,,,
6,2025-08-12,2.7658,3.0278,-0.13,限制大额申购,开放赎回,,,1,,,,
7,2025-08-11,2.7693,3.0313,1.16,限制大额申购,开放赎回,,,1,,,,
8,2025-08-08,2.7376,2.9996,0.20,限制大额申购,开放赎回,,,1,,,,
9,2025-08-07,2.7322,2.9942,-0.21,限制大额申购,开放赎回,,,1,,,,
10,2025-08-06,2.7380,3.0000,0.35,限制大额申购,开放赎回,,,1,,,,
11,2025-08-05,2.7284,2.9904,0.93,限制大额申购,开放赎回,,,1,,,,
12,2025-08-04,2.7032,2.9652,1.07,限制大额申购,开放赎回,,,1,,,,
13,2025-08-01,2.6745,2.9365,0.88,限制大额申购,开放赎回,,,1,,,,
14,2025-07-31,2.6512,2.9132,-1.12,限制大额申购,开放赎回,,,1,,,,
15,2025-07-30,2.6811,2.9431,-0.08,限制大额申购,开放赎回,,,1,,,,
16,2025-07-29,2.6832,2.9452,-0.14,限制大额申购,开放赎回,,,1,,,,
17,2025-07-28,2.6870,2.9490,0.42,限制大额申购,开放赎回,,,1,,,,
18,2025-07-25,2.6758,2.9378,0.29,限制大额申购,开放赎回,,,1,,,,
19,2025-07-24,2.6680,2.9300,1.23,限制大额申购,开放赎回,,,1,,,,
20,2025-07-23,2.6357,2.8977,-0.33,限制大额申购,开放赎回,,,1,,,,
21,2025-07-22,2.6443,2.9063,0.47,限制大额申购,开放赎回,,,1,,,,
22,2025-07-21,2.6319,2.8939,1.28,限制大额申购,开放赎回,,,1,,,,
23,2025-07-18,2.5986,2.8606,0.93,限制大额申购,开放赎回,,,1,,,,
24,2025-07-17,2.5746,2.8366,0.48,限制大额申购,开放赎回,,,1,,,,
25,2025-07-16,2.5622,2.8242,0.53,限制大额申购,开放赎回,,,1,,,,
26,2025-07-15,2.5487,2.8107,-0.46,限制大额申购,开放赎回,,,1,,,,
27,2025-07-14,2.5604,2.8224,0.83,限制大额申购,开放赎回,,,1,,,,
28,2025-07-11,2.5392,2.8012,-0.17,限制大额申购,开放赎回,,,1,,,,
29,2025-07-10,2.5434,2.8054,-0.04,限制大额申购,开放赎回,,,1,,,,
30,2025-07-09,2.5443,2.8063,-0.01,限制大额申购,开放赎回,,,1,,,,
31,2025-07-08,2.5445,2.8065,0.70,限制大额申购,开放赎回,,,1,,,,
32,2025-07-07,2.5268,2.7888,0.86,限制大额申购,开放赎回,,,1,,,,
33,2025-07-04,2.5052,2.7672,-0.58,限制大额申购,开放赎回,,,1,,,,
34,2025-07-03,2.5199,2.7819,0.68,限制大额申购,开放赎回,,,1,,,,
35,2025-07-02,2.5030,2.7650,0.16,限制大额申购,开放赎回,,,1,,,,
36,2025-07-01,2.4991,2.7611,0.08,限制大额申购,开放赎回,,,1,,,,
37,2025-06-30,2.4972,2.7592,1.10,限制大额申购,开放赎回,,,1,,,,
38,2025-06-27,2.4701,2.7321,0.13,限制大额申购,开放赎回,,,1,,,,
39,2025-06-26,2.4670,2.7290,0.26,限制大额申购,开放赎回,,,1,,,,
40,2025-06-25,2.4607,2.7227,0.44,限制大额申购,开放赎回,,,1,,,,
41,2025-06-24,2.4500,2.7120,1.29,限制大额申购,开放赎回,,,1,,,,
42,2025-06-23,2.4189,2.6809,1.10,限制大额申购,开放赎回,,,1,,,,
43,2025-06-20,2.3926,2.6546,-0.39,限制大额申购,开放赎回,,,1,,,,
44,2025-06-19,2.4020,2.6640,-1.57,限制大额申购,开放赎回,,,1,,,,
45,2025-06-18,2.4403,2.7023,-0.68,限制大额申购,开放赎回,,,1,,,,
46,2025-06-17,2.4569,2.7189,-0.09,限制大额申购,开放赎回,,,1,,,,
47,2025-06-16,2.4591,2.7211,0.76,限制大额申购,开放赎回,,,1,,,,
48,2025-06-13,2.4406,2.7026,-1.21,限制大额申购,开放赎回,,,1,,,,
49,2025-06-12,2.4706,2.7326,0.12,限制大额申购,开放赎回,,,1,,,,
50,2025-06-11,2.4676,2.7296,0.67,限制大额申购,开放赎回,,,1,,,,
