,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-20,3.0916,3.1116,,,1,0.90,开放申购,开放赎回,,,,
1,2025-08-19,3.0641,3.0841,,,1,-0.01,开放申购,开放赎回,,,,
2,2025-08-18,3.0644,3.0844,,,1,1.60,开放申购,开放赎回,,,,
3,2025-08-15,3.0160,3.0360,,,1,1.56,开放申购,开放赎回,,,,
4,2025-08-14,2.9697,2.9897,,,1,-1.66,开放申购,开放赎回,,,,
5,2025-08-13,3.0198,3.0398,,,1,1.15,开放申购,开放赎回,,,,
6,2025-08-12,2.9855,3.0055,,,1,-0.16,开放申购,开放赎回,,,,
7,2025-08-11,2.9904,3.0104,,,1,0.38,开放申购,开放赎回,,,,
8,2025-08-08,2.9791,2.9991,,,1,0.56,开放申购,开放赎回,,,,
9,2025-08-07,2.9625,2.9825,,,1,-0.60,开放申购,开放赎回,,,,
10,2025-08-06,2.9805,3.0005,,,1,0.70,开放申购,开放赎回,,,,
11,2025-08-05,2.9598,2.9798,,,1,0.63,开放申购,开放赎回,,,,
12,2025-08-04,2.9412,2.9612,,,1,0.60,开放申购,开放赎回,,,,
13,2025-08-01,2.9236,2.9436,,,1,1.27,开放申购,开放赎回,,,,
14,2025-07-31,2.8868,2.9068,,,1,-2.49,开放申购,开放赎回,,,,
15,2025-07-30,2.9606,2.9806,,,1,-1.05,开放申购,开放赎回,,,,
16,2025-07-29,2.9919,3.0119,,,1,1.16,开放申购,开放赎回,,,,
17,2025-07-28,2.9577,2.9777,,,1,-0.97,开放申购,开放赎回,,,,
18,2025-07-25,2.9868,3.0068,,,1,-0.13,开放申购,开放赎回,,,,
19,2025-07-24,2.9907,3.0107,,,1,0.96,开放申购,开放赎回,,,,
20,2025-07-23,2.9624,2.9824,,,1,-0.57,开放申购,开放赎回,,,,
21,2025-07-22,2.9793,2.9993,,,1,0.52,开放申购,开放赎回,,,,
22,2025-07-21,2.9640,2.9840,,,1,1.50,开放申购,开放赎回,,,,
23,2025-07-18,2.9202,2.9402,,,1,0.37,开放申购,开放赎回,,,,
24,2025-07-17,2.9093,2.9293,,,1,-0.25,开放申购,开放赎回,,,,
25,2025-07-16,2.9167,2.9367,,,1,0.46,开放申购,开放赎回,,,,
26,2025-07-15,2.9033,2.9233,,,1,-0.30,开放申购,开放赎回,,,,
27,2025-07-14,2.9120,2.9320,,,1,0.31,开放申购,开放赎回,,,,
