,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-20,2.3240,2.4340,0.56,限制大额申购,开放赎回,,,1,,,,
1,2025-08-19,2.3110,2.4210,0.43,限制大额申购,开放赎回,,,1,,,,
2,2025-08-18,2.3010,2.4110,0.00,限制大额申购,开放赎回,,,1,,,,
3,2025-08-15,2.3010,2.4110,1.37,限制大额申购,开放赎回,,,1,,,,
4,2025-08-14,2.2700,2.3800,0.35,限制大额申购,开放赎回,,,1,,,,
5,2025-08-13,2.2620,2.3720,1.43,限制大额申购,开放赎回,,,1,,,,
6,2025-08-12,2.2300,2.3400,0.68,限制大额申购,开放赎回,,,1,,,,
7,2025-08-11,2.2150,2.3250,0.09,暂停申购,暂停赎回,,,1,,,,
8,2025-08-08,2.2130,2.3230,0.64,限制大额申购,开放赎回,,,1,,,,
9,2025-08-07,2.1990,2.3090,-0.72,限制大额申购,开放赎回,,,1,,,,
10,2025-08-06,2.2150,2.3250,-1.38,限制大额申购,开放赎回,,,1,,,,
11,2025-08-05,2.2460,2.3560,-0.18,限制大额申购,开放赎回,,,1,,,,
12,2025-08-04,2.2500,2.3600,0.99,限制大额申购,开放赎回,,,1,,,,
13,2025-08-01,2.2280,2.3380,0.27,暂停申购,暂停赎回,,,1,,,,
14,2025-07-31,2.2220,2.3320,-2.24,限制大额申购,开放赎回,,,1,,,,
15,2025-07-30,2.2730,2.3830,-0.18,限制大额申购,开放赎回,,,1,,,,
16,2025-07-29,2.2770,2.3870,-0.35,限制大额申购,开放赎回,,,1,,,,
17,2025-07-28,2.2850,2.3950,-0.65,限制大额申购,开放赎回,,,1,,,,
18,2025-07-25,2.3000,2.4100,0.13,限制大额申购,开放赎回,,,1,,,,
19,2025-07-24,2.2970,2.4070,0.09,限制大额申购,开放赎回,,,1,,,,
20,2025-07-23,2.2950,2.4050,2.05,限制大额申购,开放赎回,,,1,,,,
21,2025-07-22,2.2490,2.3590,1.35,限制大额申购,开放赎回,,,1,,,,
22,2025-07-21,2.2190,2.3290,-0.54,暂停申购,暂停赎回,,,1,,,,
23,2025-07-18,2.2310,2.3410,-0.31,限制大额申购,开放赎回,,,1,,,,
24,2025-07-17,2.2380,2.3480,-0.75,限制大额申购,开放赎回,,,1,,,,
25,2025-07-16,2.2550,2.3650,0.76,限制大额申购,开放赎回,,,1,,,,
26,2025-07-15,2.2380,2.3480,-1.50,限制大额申购,开放赎回,,,1,,,,
27,2025-07-14,2.2720,2.3820,0.04,限制大额申购,开放赎回,,,1,,,,
28,2025-07-11,2.2710,2.3810,-1.05,限制大额申购,开放赎回,,,1,,,,
29,2025-07-10,2.2950,2.4050,0.70,限制大额申购,开放赎回,,,1,,,,
30,2025-07-09,2.2790,2.3890,0.44,限制大额申购,开放赎回,,,1,,,,
31,2025-07-08,2.2690,2.3790,0.40,限制大额申购,开放赎回,,,1,,,,
32,2025-07-07,2.2600,2.3700,-0.83,限制大额申购,开放赎回,,,1,,,,
33,2025-07-04,2.2790,2.3890,0.13,暂停申购,暂停赎回,,,1,,,,
34,2025-07-03,2.2760,2.3860,-0.26,限制大额申购,开放赎回,,,1,,,,
35,2025-07-02,2.2820,2.3920,-0.52,限制大额申购,开放赎回,,,1,,,,
36,2025-07-01,2.2940,2.4040,1.19,限制大额申购,开放赎回,,,1,,,,
37,2025-06-30,2.2670,2.3770,0.31,限制大额申购,开放赎回,,,1,,,,
38,2025-06-27,2.2600,2.3700,0.00,限制大额申购,开放赎回,,,1,,,,
39,2025-06-26,2.2600,2.3700,0.22,限制大额申购,开放赎回,,,1,,,,
40,2025-06-25,2.2550,2.3650,-0.09,限制大额申购,开放赎回,,,1,,,,
41,2025-06-24,2.2570,2.3670,1.07,限制大额申购,开放赎回,,,1,,,,
42,2025-06-23,2.2330,2.3430,0.09,限制大额申购,开放赎回,,,1,,,,
43,2025-06-20,2.2310,2.3410,-0.45,限制大额申购,开放赎回,,,1,,,,
44,2025-06-19,2.2410,2.3510,-0.13,暂停申购,暂停赎回,,,1,,,,
45,2025-06-18,2.2440,2.3540,-0.36,限制大额申购,开放赎回,,,1,,,,
46,2025-06-17,2.2520,2.3620,-1.53,限制大额申购,开放赎回,,,1,,,,
47,2025-06-16,2.2870,2.3970,-0.48,限制大额申购,开放赎回,,,1,,,,
48,2025-06-13,2.2980,2.4080,-0.65,限制大额申购,开放赎回,,,1,,,,
49,2025-06-12,2.3130,2.4230,0.83,限制大额申购,开放赎回,,,1,,,,
50,2025-06-11,2.2940,2.4040,-0.04,限制大额申购,开放赎回,,,1,,,,
51,2025-06-10,2.2950,2.4050,1.06,限制大额申购,开放赎回,,,1,,,,
52,2025-06-09,2.2710,2.3810,-0.04,暂停申购,暂停赎回,,,1,,,,
53,2025-06-06,2.2720,2.3820,0.66,限制大额申购,开放赎回,,,1,,,,
54,2025-06-05,2.2570,2.3670,-0.04,限制大额申购,开放赎回,,,1,,,,
55,2025-06-04,2.2580,2.3680,0.36,限制大额申购,开放赎回,,,1,,,,
56,2025-06-03,2.2500,2.3600,0.13,限制大额申购,开放赎回,,,1,,,,
57,2025-05-30,2.2470,2.3570,0.40,限制大额申购,开放赎回,,,1,,,,
