,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-20,1.1002,1.2897,-0.02,开放申购,开放赎回,,,1,,,,
1,2025-08-19,1.1004,1.2899,-0.02,开放申购,开放赎回,,,1,,,,
2,2025-08-18,1.1006,1.2901,-0.12,开放申购,开放赎回,,,1,,,,
3,2025-08-15,1.1019,1.2914,0.04,开放申购,开放赎回,,,1,,,,
4,2025-08-14,1.1015,1.2910,-0.07,开放申购,开放赎回,,,1,,,,
5,2025-08-13,1.1023,1.2918,0.05,开放申购,开放赎回,,,1,,,,
6,2025-08-12,1.1017,1.2912,-0.08,开放申购,开放赎回,,,1,,,,
7,2025-08-11,1.1026,1.2921,0.00,开放申购,开放赎回,,,1,,,,
8,2025-08-08,1.1026,1.2921,0.05,开放申购,开放赎回,,,1,,,,
9,2025-08-07,1.1021,1.2916,0.01,开放申购,开放赎回,,,1,,,,
10,2025-08-06,1.1020,1.2915,0.05,开放申购,开放赎回,,,1,,,,
11,2025-08-05,1.1014,1.2909,0.07,开放申购,开放赎回,,,1,,,,
12,2025-08-04,1.1006,1.2901,0.07,开放申购,开放赎回,,,1,,,,
13,2025-08-01,1.0998,1.2893,0.05,开放申购,开放赎回,,,1,,,,
14,2025-07-31,1.0993,1.2888,0.02,开放申购,开放赎回,,,1,,,,
15,2025-07-30,1.0991,1.2886,0.05,开放申购,开放赎回,,,1,,,,
16,2025-07-29,1.0986,1.2881,-0.05,开放申购,开放赎回,,,1,,,,
17,2025-07-28,1.0992,1.2887,0.05,开放申购,开放赎回,,,1,,,,
18,2025-07-25,1.0987,1.2882,-0.02,开放申购,开放赎回,,,1,,,,
19,2025-07-24,1.0989,1.2884,-0.10,开放申购,开放赎回,,,1,,,,
20,2025-07-23,1.1000,1.2895,-0.10,开放申购,开放赎回,,,1,,,,
21,2025-07-22,1.1011,1.2906,-0.03,开放申购,开放赎回,,,1,,,,
22,2025-07-21,1.1014,1.2909,-0.01,开放申购,开放赎回,,,1,,,,
23,2025-07-18,1.1015,1.2910,0.03,开放申购,开放赎回,,,1,,,,
24,2025-07-17,1.1012,1.2907,0.06,开放申购,开放赎回,,,1,,,,
25,2025-07-16,1.1005,1.2900,0.03,开放申购,开放赎回,,,1,,,,
26,2025-07-15,1.1002,1.2897,0.07,开放申购,开放赎回,,,1,,,,
27,2025-07-14,1.0994,1.2889,-0.05,开放申购,开放赎回,,,1,,,,
28,2025-07-11,1.0999,1.2894,-0.02,开放申购,开放赎回,,,1,,,,
29,2025-07-10,1.1001,1.2896,-0.05,开放申购,开放赎回,,,1,,,,
30,2025-07-09,1.1007,1.2902,-0.03,开放申购,开放赎回,,,1,,,,
31,2025-07-08,1.1010,1.2905,0.02,开放申购,开放赎回,,,1,,,,
32,2025-07-07,1.1008,1.2903,0.01,开放申购,开放赎回,,,1,,,,
33,2025-07-04,1.1007,1.2902,0.02,开放申购,开放赎回,,,1,,,,
34,2025-07-03,1.1005,1.2900,0.07,开放申购,开放赎回,,,1,,,,
35,2025-07-02,1.0997,1.2892,0.04,开放申购,开放赎回,,,1,,,,
36,2025-07-01,1.0993,1.2888,0.08,开放申购,开放赎回,,,1,,,,
37,2025-06-30,1.0984,1.2879,0.05,开放申购,开放赎回,,,1,,,,
38,2025-06-27,1.0979,1.2874,0.03,开放申购,开放赎回,,,1,,,,
39,2025-06-26,1.0976,1.2871,0.00,开放申购,开放赎回,,,1,,,,
40,2025-06-25,1.0976,1.2871,-0.01,开放申购,开放赎回,,,1,,,,
41,2025-06-24,1.0977,1.2872,-0.01,开放申购,开放赎回,,,1,,,,
42,2025-06-23,1.0978,1.2873,0.05,开放申购,开放赎回,,,1,,,,
43,2025-06-20,1.0973,1.2868,0.02,开放申购,开放赎回,,,1,,,,
44,2025-06-19,1.0971,1.2866,-0.01,开放申购,开放赎回,,,1,,,,
45,2025-06-18,1.0972,1.2867,0.02,开放申购,开放赎回,,,1,,,,
46,2025-06-17,1.0970,1.2865,0.03,开放申购,开放赎回,,,1,,,,
47,2025-06-16,1.0967,1.2862,0.05,开放申购,开放赎回,,,1,,,,
48,2025-06-13,1.0961,1.2856,-0.03,开放申购,开放赎回,,,1,,,,
49,2025-06-12,1.0964,1.2859,0.01,开放申购,开放赎回,,,1,,,,
50,2025-06-11,1.0963,1.2858,0.06,开放申购,开放赎回,,,1,,,,
51,2025-06-10,1.0956,1.2851,-0.02,开放申购,开放赎回,,,1,,,,
52,2025-06-09,1.0958,1.2853,0.07,开放申购,开放赎回,,,1,,,,
53,2025-06-06,1.0950,1.2845,0.05,开放申购,开放赎回,,,1,,,,
54,2025-06-05,1.0944,1.2839,0.03,开放申购,开放赎回,,,1,,,,
55,2025-06-04,1.0941,1.2836,0.06,开放申购,开放赎回,,,1,,,,
56,2025-06-03,1.0934,1.2829,0.02,开放申购,开放赎回,,,1,,,,
57,2025-05-30,1.0932,1.2827,0.05,开放申购,开放赎回,,,1,,,,
58,2025-05-29,1.0926,1.2821,-0.04,开放申购,开放赎回,,,1,,,,
59,2025-05-28,1.0930,1.2825,-0.04,开放申购,开放赎回,,,1,,,,
60,2025-05-27,1.0934,1.2829,-0.03,开放申购,开放赎回,,,1,,,,
61,2025-05-26,1.0937,1.2832,0.03,开放申购,开放赎回,,,1,,,,
62,2025-05-23,1.0934,1.2829,0.01,开放申购,开放赎回,,,1,,,,
63,2025-05-22,1.0933,1.2828,0.00,开放申购,开放赎回,,,1,,,,
64,2025-05-21,1.0933,1.2828,0.01,开放申购,开放赎回,,,1,,,,
65,2025-05-20,1.0932,1.2827,0.04,开放申购,开放赎回,,,1,,,,
66,2025-05-19,1.0928,1.2823,0.05,开放申购,开放赎回,,,1,,,,
67,2025-05-16,1.0922,1.2817,-0.01,开放申购,开放赎回,,,1,,,,
68,2025-05-15,1.0923,1.2818,-0.02,开放申购,开放赎回,,,1,,,,
69,2025-05-14,1.0925,1.2820,0.01,开放申购,开放赎回,,,1,,,,
70,2025-05-13,1.0924,1.2819,0.07,开放申购,开放赎回,,,1,,,,
71,2025-05-12,1.0916,1.2811,-0.13,开放申购,开放赎回,,,1,,,,
72,2025-05-09,1.0930,1.2825,0.06,开放申购,开放赎回,,,1,,,,
73,2025-05-08,1.0923,1.2818,0.11,开放申购,开放赎回,,,1,,,,
74,2025-05-07,1.0911,1.2806,-0.04,开放申购,开放赎回,,,1,,,,
75,2025-05-06,1.0915,1.2810,0.03,开放申购,开放赎回,,,1,,,,
76,2025-04-30,1.0912,1.2807,0.04,开放申购,开放赎回,,,1,,,,
77,2025-04-29,1.0908,1.2803,0.10,开放申购,开放赎回,,,1,,,,
78,2025-04-28,1.0897,1.2792,0.06,开放申购,开放赎回,,,1,,,,
79,2025-04-25,1.0891,1.2786,0.00,开放申购,开放赎回,,,1,,,,
80,2025-04-24,1.0891,1.2786,-0.04,开放申购,开放赎回,,,1,,,,
81,2025-04-23,1.0895,1.2790,-0.06,开放申购,开放赎回,,,1,,,,
82,2025-04-22,1.0901,1.2796,0.05,开放申购,开放赎回,,,1,,,,
83,2025-04-21,1.0896,1.2791,-0.05,开放申购,开放赎回,,,1,,,,
84,2025-04-18,1.0901,1.2796,0.01,开放申购,开放赎回,,,1,,,,
85,2025-04-17,1.0900,1.2795,-0.03,开放申购,开放赎回,,,1,,,,
86,2025-04-16,1.0903,1.2798,0.03,开放申购,开放赎回,,,1,,,,
87,2025-04-15,1.0900,1.2795,0.00,开放申购,开放赎回,,,1,,,,
88,2025-04-14,1.0900,1.2795,0.00,开放申购,开放赎回,,,1,,,,
89,2025-04-11,1.0900,1.2795,0.02,开放申购,开放赎回,,,1,,,,
90,2025-04-10,1.0898,1.2793,0.00,开放申购,开放赎回,,,1,,,,
91,2025-04-09,1.0898,1.2793,-0.01,开放申购,开放赎回,,,1,,,,
92,2025-04-08,1.0899,1.2794,-0.07,开放申购,开放赎回,,,1,,,,
93,2025-04-07,1.0907,1.2802,0.24,开放申购,开放赎回,,,1,,,,
94,2025-04-03,1.0881,1.2776,0.25,开放申购,开放赎回,,,1,,,,
95,2025-04-02,1.0854,1.2749,0.11,开放申购,开放赎回,,,1,,,,
96,2025-04-01,1.0842,1.2737,0.05,开放申购,开放赎回,,,1,,,,
97,2025-03-31,1.0837,1.2732,0.01,开放申购,开放赎回,,,1,,,,
98,2025-03-28,1.0836,1.2731,0.02,开放申购,开放赎回,,,1,,,,
99,2025-03-27,1.0834,1.2729,0.01,开放申购,开放赎回,,,1,,,,
100,2025-03-26,1.0833,1.2728,0.05,开放申购,开放赎回,,,1,,,,
101,2025-03-25,1.0828,1.2723,0.04,开放申购,开放赎回,,,1,,,,
102,2025-03-24,1.0824,1.2719,0.05,开放申购,开放赎回,,,1,,,,
103,2025-03-21,1.0819,1.2714,0.05,开放申购,开放赎回,,,1,,,,
104,2025-03-20,1.0814,1.2709,0.09,开放申购,开放赎回,,,1,,,,
105,2025-03-19,1.0804,1.2699,0.06,开放申购,开放赎回,,,1,,,,
106,2025-03-18,1.0798,1.2693,0.04,开放申购,开放赎回,,,1,,,,
107,2025-03-17,1.0794,1.2689,-0.07,开放申购,开放赎回,,,1,,,,
108,2025-03-14,1.0802,1.2697,0.04,开放申购,开放赎回,,,1,,,,
109,2025-03-13,1.0798,1.2693,0.09,开放申购,开放赎回,,,1,,,,
110,2025-03-12,1.0788,1.2683,0.07,开放申购,开放赎回,,,1,,,,
111,2025-03-11,1.0780,1.2675,-0.13,开放申购,开放赎回,,,1,,,,
112,2025-03-10,1.0794,1.2689,-0.05,开放申购,开放赎回,,,1,,,,
113,2025-03-07,1.0799,1.2694,-0.24,开放申购,开放赎回,,,1,,,,
114,2025-03-06,1.0825,1.2720,-0.04,开放申购,开放赎回,,,1,,,,
115,2025-03-05,1.0829,1.2724,0.00,开放申购,开放赎回,,,1,,,,
116,2025-03-04,1.0829,1.2724,0.01,开放申购,开放赎回,,,1,,,,
117,2025-03-03,1.0828,1.2723,0.06,开放申购,开放赎回,,,1,,,,
118,2025-02-28,1.0822,1.2717,0.00,开放申购,开放赎回,,,1,,,,
119,2025-02-27,1.0822,1.2717,-0.06,开放申购,开放赎回,,,1,,,,
120,2025-02-26,1.0828,1.2723,0.02,开放申购,开放赎回,,,1,,,,
121,2025-02-25,1.0826,1.2721,-0.03,开放申购,开放赎回,,,1,,,,
122,2025-02-24,1.0829,1.2724,-0.16,开放申购,开放赎回,,,1,,,,
123,2025-02-21,1.0846,1.2741,-0.12,开放申购,开放赎回,,,1,,,,
124,2025-02-20,1.0859,1.2754,-0.08,开放申购,开放赎回,,,1,,,,
125,2025-02-19,1.0868,1.2763,0.03,开放申购,开放赎回,,,1,,,,
126,2025-02-18,1.0865,1.2760,-0.06,开放申购,开放赎回,,,1,,,,
127,2025-02-17,1.0872,1.2767,-0.07,开放申购,开放赎回,,,1,,,,
128,2025-02-14,1.0880,1.2775,-0.07,开放申购,开放赎回,,,1,,,,
129,2025-02-13,1.0888,1.2783,-0.01,开放申购,开放赎回,,,1,,,,
130,2025-02-12,1.0889,1.2784,0.01,开放申购,开放赎回,,,1,,,,
131,2025-02-11,1.0888,1.2783,0.00,开放申购,开放赎回,,,1,,,,
