,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-20,1.3263,1.4451,,,1,-0.08,开放申购,开放赎回,,,,
1,2025-08-19,1.3273,1.4461,,,1,0.14,开放申购,开放赎回,,,,
2,2025-08-18,1.3255,1.4443,,,1,-0.43,开放申购,开放赎回,,,,
3,2025-08-15,1.3312,1.4500,,,1,-0.12,开放申购,开放赎回,,,,
4,2025-08-14,1.3328,1.4516,,,1,-0.10,开放申购,开放赎回,,,,
5,2025-08-13,1.3342,1.4530,,,1,0.01,开放申购,开放赎回,,,,
6,2025-08-12,1.3340,1.4528,,,1,-0.15,开放申购,开放赎回,,,,
7,2025-08-11,1.3360,1.4548,,,1,-0.23,开放申购,开放赎回,,,,
8,2025-08-08,1.3391,1.4579,,,1,0.03,开放申购,开放赎回,,,,
9,2025-08-07,1.3387,1.4575,,,1,0.04,开放申购,开放赎回,,,,
10,2025-08-06,1.3381,1.4569,,,1,0.01,开放申购,开放赎回,,,,
11,2025-08-05,1.3380,1.4568,,,1,-0.03,开放申购,开放赎回,,,,
12,2025-08-04,1.3384,1.4572,,,1,-0.05,开放申购,开放赎回,,,,
13,2025-08-01,1.3391,1.4579,,,1,0.01,开放申购,开放赎回,,,,
14,2025-07-31,1.3389,1.4577,,,1,0.16,开放申购,开放赎回,,,,
15,2025-07-30,1.3367,1.4555,,,1,0.29,开放申购,开放赎回,,,,
16,2025-07-29,1.3329,1.4517,,,1,-0.33,开放申购,开放赎回,,,,
17,2025-07-28,1.3373,1.4561,,,1,0.22,开放申购,开放赎回,,,,
18,2025-07-25,1.3343,1.4531,,,1,0.04,开放申购,开放赎回,,,,
19,2025-07-24,1.3337,1.4525,,,1,-0.38,开放申购,开放赎回,,,,
20,2025-07-23,1.3388,1.4576,,,1,-0.12,开放申购,开放赎回,,,,
21,2025-07-22,1.3404,1.4592,,,1,-0.17,开放申购,开放赎回,,,,
22,2025-07-21,1.3427,1.4615,,,1,-0.13,开放申购,开放赎回,,,,
23,2025-07-18,1.3444,1.4632,,,1,-0.03,开放申购,开放赎回,,,,
24,2025-07-17,1.3448,1.4636,,,1,0.00,开放申购,开放赎回,,,,
25,2025-07-16,1.3448,1.4636,,,1,-0.02,开放申购,开放赎回,,,,
26,2025-07-15,1.3451,1.4639,,,1,0.17,开放申购,开放赎回,,,,
27,2025-07-14,1.3428,1.4616,,,1,-0.07,开放申购,开放赎回,,,,
28,2025-07-11,1.3438,1.4626,,,1,-0.03,开放申购,开放赎回,,,,
29,2025-07-10,1.3442,1.4630,,,1,-0.16,开放申购,开放赎回,,,,
30,2025-07-09,1.3463,1.4651,,,1,0.00,开放申购,开放赎回,,,,
31,2025-07-08,1.3463,1.4651,,,1,-0.08,开放申购,开放赎回,,,,
32,2025-07-07,1.3474,1.4662,,,1,0.00,开放申购,开放赎回,,,,
33,2025-07-04,1.3474,1.4662,,,1,0.01,开放申购,开放赎回,,,,
34,2025-07-03,1.3472,1.4660,,,1,0.01,开放申购,开放赎回,,,,
35,2025-07-02,1.3471,1.4659,,,1,0.13,开放申购,开放赎回,,,,
36,2025-07-01,1.3454,1.4642,,,1,0.11,开放申购,开放赎回,,,,
37,2025-06-30,1.3439,1.4627,,,1,-0.04,开放申购,开放赎回,,,,
38,2025-06-27,1.3444,1.4632,,,1,0.01,开放申购,开放赎回,,,,
39,2025-06-26,1.3443,1.4631,,,1,0.06,开放申购,开放赎回,,,,
40,2025-06-25,1.3435,1.4623,,,1,-0.13,开放申购,开放赎回,,,,
41,2025-06-24,1.3452,1.4640,,,1,-0.10,开放申购,开放赎回,,,,
42,2025-06-23,1.3465,1.4653,,,1,0.01,开放申购,开放赎回,,,,
43,2025-06-20,1.3463,1.4651,,,1,0.04,开放申购,开放赎回,,,,
44,2025-06-19,1.3458,1.4646,,,1,0.04,开放申购,开放赎回,,,,
45,2025-06-18,1.3452,1.4640,,,1,0.01,开放申购,开放赎回,,,,
46,2025-06-17,1.3450,1.4638,,,1,0.13,开放申购,开放赎回,,,,
47,2025-06-16,1.3432,1.4620,,,1,-0.01,开放申购,开放赎回,,,,
48,2025-06-13,1.3433,1.4621,,,1,0.01,开放申购,开放赎回,,,,
49,2025-06-12,1.3432,1.4620,,,1,-0.04,开放申购,开放赎回,,,,
50,2025-06-11,1.3437,1.4625,,,1,0.08,开放申购,开放赎回,,,,
51,2025-06-10,1.3426,1.4614,,,1,-0.01,开放申购,开放赎回,,,,
52,2025-06-09,1.3428,1.4616,,,1,0.04,开放申购,开放赎回,,,,
53,2025-06-06,1.3423,1.4611,,,1,0.22,开放申购,开放赎回,,,,
54,2025-06-05,1.3393,1.4581,,,1,0.00,开放申购,开放赎回,,,,
55,2025-06-04,1.3393,1.4581,,,1,0.06,开放申购,开放赎回,,,,
56,2025-06-03,1.3385,1.4573,,,1,-0.03,开放申购,开放赎回,,,,
57,2025-05-30,1.3389,1.4577,,,1,0.20,开放申购,开放赎回,,,,
58,2025-05-29,1.3362,1.4550,,,1,-0.14,开放申购,开放赎回,,,,
59,2025-05-28,1.3381,1.4569,,,1,-0.09,开放申购,开放赎回,,,,
60,2025-05-27,1.3393,1.4581,,,1,-0.12,开放申购,开放赎回,,,,
61,2025-05-26,1.3409,1.4597,,,1,0.05,开放申购,开放赎回,,,,
62,2025-05-23,1.3402,1.4590,,,1,0.04,开放申购,开放赎回,,,,
63,2025-05-22,1.3396,1.4584,,,1,-0.01,开放申购,开放赎回,,,,
64,2025-05-21,1.3397,1.4585,,,1,-0.02,开放申购,开放赎回,,,,
65,2025-05-20,1.3400,1.4588,,,1,-0.04,开放申购,开放赎回,,,,
66,2025-05-19,1.3406,1.4594,,,1,0.16,开放申购,开放赎回,,,,
67,2025-05-16,1.3384,1.4572,,,1,-0.02,开放申购,开放赎回,,,,
68,2025-05-15,1.3387,1.4575,,,1,-0.13,开放申购,开放赎回,,,,
69,2025-05-14,1.3405,1.4593,,,1,-0.04,开放申购,开放赎回,,,,
70,2025-05-13,1.3411,1.4599,,,1,0.22,开放申购,开放赎回,,,,
71,2025-05-12,1.3382,1.4570,,,1,-0.45,开放申购,开放赎回,,,,
72,2025-05-09,1.3442,1.4630,,,1,0.07,开放申购,开放赎回,,,,
73,2025-05-08,1.3433,1.4621,,,1,0.18,开放申购,开放赎回,,,,
74,2025-05-07,1.3409,1.4597,,,1,-0.11,开放申购,开放赎回,,,,
75,2025-05-06,1.3424,1.4612,,,1,0.03,开放申购,开放赎回,,,,
76,2025-04-30,1.3420,1.4608,,,1,0.06,开放申购,开放赎回,,,,
77,2025-04-29,1.3412,1.4600,,,1,0.21,开放申购,开放赎回,,,,
78,2025-04-28,1.3384,1.4572,,,1,0.09,开放申购,开放赎回,,,,
79,2025-04-25,1.3372,1.4560,,,1,0.02,开放申购,开放赎回,,,,
80,2025-04-24,1.3369,1.4557,,,1,-0.02,开放申购,开放赎回,,,,
81,2025-04-23,1.3372,1.4560,,,1,-0.11,开放申购,开放赎回,,,,
82,2025-04-22,1.3387,1.4575,,,1,0.11,开放申购,开放赎回,,,,
83,2025-04-21,1.3372,1.4560,,,1,-0.10,开放申购,开放赎回,,,,
84,2025-04-18,1.3386,1.4574,,,1,0.04,开放申购,开放赎回,,,,
85,2025-04-17,1.3380,1.4568,,,1,-0.07,开放申购,开放赎回,,,,
86,2025-04-16,1.3389,1.4577,,,1,0.10,开放申购,开放赎回,,,,
87,2025-04-15,1.3376,1.4564,,,1,0.01,开放申购,开放赎回,,,,
88,2025-04-14,1.3375,1.4563,,,1,0.01,开放申购,开放赎回,,,,
89,2025-04-11,1.3373,1.4561,,,1,-0.02,开放申购,开放赎回,,,,
90,2025-04-10,1.3376,1.4564,,,1,0.07,开放申购,开放赎回,,,,
91,2025-04-09,1.3367,1.4555,,,1,-0.01,开放申购,开放赎回,,,,
92,2025-04-08,1.3368,1.4556,,,1,-0.42,开放申购,开放赎回,,,,
93,2025-04-07,1.3424,1.4612,,,1,0.55,开放申购,开放赎回,,,,
94,2025-04-03,1.3350,1.4538,,,1,0.66,开放申购,开放赎回,,,,
95,2025-04-02,1.3262,1.4450,,,1,0.30,开放申购,开放赎回,,,,
96,2025-04-01,1.3222,1.4410,,,1,0.08,开放申购,开放赎回,,,,
97,2025-03-31,1.3212,1.4400,,,1,0.17,开放申购,开放赎回,,,,
98,2025-03-28,1.3190,1.4378,,,1,-0.05,开放申购,开放赎回,,,,
99,2025-03-27,1.3197,1.4385,,,1,-0.06,开放申购,开放赎回,,,,
100,2025-03-26,1.3205,1.4393,,,1,0.22,开放申购,开放赎回,,,,
101,2025-03-25,1.3176,1.4364,,,1,0.11,开放申购,开放赎回,,,,
102,2025-03-24,1.3161,1.4349,,,1,0.11,开放申购,开放赎回,,,,
103,2025-03-21,1.3147,1.4335,,,1,-0.08,开放申购,开放赎回,,,,
104,2025-03-20,1.3158,1.4346,,,1,0.39,开放申购,开放赎回,,,,
105,2025-03-19,1.3107,1.4295,,,1,0.12,开放申购,开放赎回,,,,
106,2025-03-18,1.3091,1.4279,,,1,0.01,开放申购,开放赎回,,,,
107,2025-03-17,1.3090,1.4278,,,1,-0.52,开放申购,开放赎回,,,,
108,2025-03-14,1.3158,1.4346,,,1,0.24,开放申购,开放赎回,,,,
109,2025-03-13,1.3126,1.4314,,,1,-0.09,开放申购,开放赎回,,,,
110,2025-03-12,1.3138,1.4326,,,1,0.28,开放申购,开放赎回,,,,
111,2025-03-11,1.3101,1.4289,,,1,-0.61,开放申购,开放赎回,,,,
112,2025-03-10,1.3181,1.4369,,,1,-0.20,开放申购,开放赎回,,,,
113,2025-03-07,1.3208,1.4396,,,1,-0.51,开放申购,开放赎回,,,,
114,2025-03-06,1.3276,1.4464,,,1,-0.31,开放申购,开放赎回,,,,
115,2025-03-05,1.3317,1.4505,,,1,0.07,开放申购,开放赎回,,,,
116,2025-03-04,1.3308,1.4496,,,1,-0.05,开放申购,开放赎回,,,,
117,2025-03-03,1.3314,1.4502,,,1,0.23,开放申购,开放赎回,,,,
118,2025-02-28,1.3283,1.4471,,,1,0.22,开放申购,开放赎回,,,,
119,2025-02-27,1.3254,1.4442,,,1,-0.27,开放申购,开放赎回,,,,
120,2025-02-26,1.3290,1.4478,,,1,-0.02,开放申购,开放赎回,,,,
121,2025-02-25,1.3292,1.4480,,,1,0.17,开放申购,开放赎回,,,,
122,2025-02-24,1.3269,1.4457,,,1,-0.43,开放申购,开放赎回,,,,
123,2025-02-21,1.3326,1.4514,,,1,-0.31,开放申购,开放赎回,,,,
124,2025-02-20,1.3367,1.4555,,,1,-0.28,开放申购,开放赎回,,,,
125,2025-02-19,1.3404,1.4592,,,1,0.16,开放申购,开放赎回,,,,
126,2025-02-18,1.3383,1.4571,,,1,-0.14,开放申购,开放赎回,,,,
127,2025-02-17,1.3402,1.4590,,,1,-0.30,开放申购,开放赎回,,,,
128,2025-02-14,1.3443,1.4631,,,1,-0.20,开放申购,开放赎回,,,,
129,2025-02-13,1.3470,1.4658,,,1,-0.02,开放申购,开放赎回,,,,
130,2025-02-12,1.3473,1.4661,,,1,-0.05,开放申购,开放赎回,,,,
131,2025-02-11,1.3480,1.4668,,,1,0.08,开放申购,开放赎回,,,,
132,2025-02-10,1.3469,1.4657,,,1,-0.21,开放申购,开放赎回,,,,
133,2025-02-07,1.3497,1.4685,,,1,-0.04,开放申购,开放赎回,,,,
134,2025-02-06,1.3502,1.4690,,,1,0.17,开放申购,开放赎回,,,,
135,2025-02-05,1.3479,1.4667,,,1,0.19,开放申购,开放赎回,,,,
136,2025-01-27,1.3453,1.4641,,,1,0.28,开放申购,开放赎回,,,,
137,2025-01-24,1.3415,1.4603,,,1,0.04,开放申购,开放赎回,,,,
138,2025-01-23,1.3410,1.4598,,,1,-0.10,开放申购,开放赎回,,,,
139,2025-01-22,1.3424,1.4612,,,1,-0.05,开放申购,开放赎回,,,,
140,2025-01-21,1.3431,1.4619,,,1,0.23,开放申购,开放赎回,,,,
141,2025-01-20,1.3400,1.4588,,,1,-0.12,开放申购,开放赎回,,,,
142,2025-01-17,1.3416,1.4604,,,1,-0.09,开放申购,开放赎回,,,,
143,2025-01-16,1.3428,1.4616,,,1,-0.10,开放申购,开放赎回,,,,
144,2025-01-15,1.3441,1.4629,,,1,0.07,开放申购,开放赎回,,,,
145,2025-01-14,1.3431,1.4619,,,1,0.25,开放申购,开放赎回,,,,
146,2025-01-13,1.3398,1.4586,,,1,-0.21,开放申购,开放赎回,,,,
147,2025-01-10,1.3426,1.4614,,,1,0.07,开放申购,开放赎回,,,,
148,2025-01-09,1.3416,1.4604,,,1,-0.25,开放申购,开放赎回,,,,
149,2025-01-08,1.3450,1.4638,,,1,-0.03,开放申购,开放赎回,,,,
150,2025-01-07,1.3454,1.4642,,,1,-0.19,开放申购,开放赎回,,,,
151,2025-01-06,1.3480,1.4668,,,1,0.11,开放申购,开放赎回,,,,
152,2025-01-03,1.3465,1.4653,,,1,0.10,开放申购,开放赎回,,,,
153,2025-01-02,1.3452,1.4640,,,1,0.62,开放申购,开放赎回,,,,
154,2024-12-31,1.3369,1.4557,,,1,0.29,开放申购,开放赎回,,,,
155,2024-12-30,1.3331,1.4519,,,1,-0.07,开放申购,开放赎回,,,,
156,2024-12-27,1.3341,1.4529,,,1,0.26,开放申购,开放赎回,,,,
157,2024-12-26,1.3307,1.4495,,,1,0.26,开放申购,开放赎回,,,,
158,2024-12-25,1.3272,1.4460,,,1,-0.21,开放申购,开放赎回,,,,
159,2024-12-24,1.3300,1.4488,,,1,-0.23,开放申购,开放赎回,,,,
160,2024-12-23,1.3331,1.4519,,,1,0.00,开放申购,开放赎回,,,,
161,2024-12-20,1.3331,1.4519,,,1,0.40,开放申购,开放赎回,,,,
162,2024-12-19,1.3278,1.4466,,,1,0.15,开放申购,开放赎回,,,,
163,2024-12-18,1.3258,1.4446,,,1,-0.30,开放申购,开放赎回,,,,
164,2024-12-17,1.3298,1.4486,,,1,-0.08,开放申购,开放赎回,,,,
165,2024-12-16,1.3308,1.4496,,,1,0.48,开放申购,开放赎回,,,,
166,2024-12-13,1.3245,1.4433,,,1,0.37,开放申购,开放赎回,,,,
167,2024-12-12,1.3196,1.4384,,,1,0.08,开放申购,开放赎回,,,,
168,2024-12-11,1.3185,1.4373,,,1,0.16,开放申购,开放赎回,,,,
169,2024-12-10,1.3164,1.4352,,,1,0.64,开放申购,开放赎回,,,,
170,2024-12-09,1.3080,1.4268,,,1,0.33,开放申购,开放赎回,,,,
171,2024-12-06,1.3037,1.4225,,,1,-0.05,开放申购,开放赎回,,,,
172,2024-12-05,1.3044,1.4232,,,1,0.09,开放申购,开放赎回,,,,
173,2024-12-04,1.3032,1.4220,,,1,0.30,开放申购,开放赎回,,,,
174,2024-12-03,1.2993,1.4181,,,1,-0.02,开放申购,开放赎回,,,,
175,2024-12-02,1.2996,1.4184,,,1,0.36,开放申购,开放赎回,,,,
176,2024-11-29,1.2950,1.4138,,,1,0.16,开放申购,开放赎回,,,,
