,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-20,1.2440,4.0297,0.53,开放申购,开放赎回,,,1,,,,
1,2025-08-19,1.2375,4.0232,-0.45,开放申购,开放赎回,,,1,,,,
2,2025-08-18,1.2431,4.0288,3.05,开放申购,开放赎回,,,1,,,,
3,2025-08-15,1.2063,3.9920,1.95,开放申购,开放赎回,,,1,,,,
4,2025-08-14,1.1832,3.9689,-1.11,开放申购,开放赎回,,,1,,,,
5,2025-08-13,1.1965,3.9822,1.05,开放申购,开放赎回,,,1,,,,
6,2025-08-12,1.1841,3.9698,0.27,开放申购,开放赎回,,,1,,,,
7,2025-08-11,1.1809,3.9666,2.80,开放申购,开放赎回,,,1,,,,
8,2025-08-08,1.1487,3.9344,-1.70,开放申购,开放赎回,,,1,,,,
9,2025-08-07,1.1686,3.9543,-0.15,开放申购,开放赎回,,,1,,,,
10,2025-08-06,1.1703,3.9560,1.57,开放申购,开放赎回,,,1,,,,
11,2025-08-05,1.1522,3.9379,-0.10,开放申购,开放赎回,,,1,,,,
12,2025-08-04,1.1534,3.9391,1.31,开放申购,开放赎回,,,1,,,,
13,2025-08-01,1.1385,3.9242,0.06,开放申购,开放赎回,,,1,,,,
14,2025-07-31,1.1378,3.9235,0.24,开放申购,开放赎回,,,1,,,,
15,2025-07-30,1.1351,3.9208,-0.43,开放申购,开放赎回,,,1,,,,
16,2025-07-29,1.1400,3.9257,1.07,开放申购,开放赎回,,,1,,,,
17,2025-07-28,1.1279,3.9136,0.61,开放申购,开放赎回,,,1,,,,
18,2025-07-25,1.1211,3.9068,0.77,开放申购,开放赎回,,,1,,,,
19,2025-07-24,1.1125,3.8982,1.38,开放申购,开放赎回,,,1,,,,
20,2025-07-23,1.0974,3.8831,0.04,开放申购,开放赎回,,,1,,,,
21,2025-07-22,1.0970,3.8827,-0.37,开放申购,开放赎回,,,1,,,,
22,2025-07-21,1.1011,3.8868,0.59,开放申购,开放赎回,,,1,,,,
23,2025-07-18,1.0946,3.8803,-0.23,开放申购,开放赎回,,,1,,,,
24,2025-07-17,1.0971,3.8828,0.89,开放申购,开放赎回,,,1,,,,
25,2025-07-16,1.0874,3.8731,0.25,开放申购,开放赎回,,,1,,,,
26,2025-07-15,1.0847,3.8704,0.04,开放申购,开放赎回,,,1,,,,
27,2025-07-14,1.0843,3.8700,0.14,开放申购,开放赎回,,,1,,,,
28,2025-07-11,1.0828,3.8685,0.41,开放申购,开放赎回,,,1,,,,
29,2025-07-10,1.0784,3.8641,-0.39,开放申购,开放赎回,,,1,,,,
30,2025-07-09,1.0826,3.8683,-0.51,开放申购,开放赎回,,,1,,,,
31,2025-07-08,1.0882,3.8739,1.17,开放申购,开放赎回,,,1,,,,
32,2025-07-07,1.0756,3.8613,-0.34,开放申购,开放赎回,,,1,,,,
33,2025-07-04,1.0793,3.8650,-0.49,开放申购,开放赎回,,,1,,,,
34,2025-07-03,1.0846,3.8703,1.24,开放申购,开放赎回,,,1,,,,
35,2025-07-02,1.0713,3.8570,-1.38,开放申购,开放赎回,,,1,,,,
36,2025-07-01,1.0863,3.8720,0.16,开放申购,开放赎回,,,1,,,,
37,2025-06-30,1.0846,3.8703,1.22,开放申购,开放赎回,,,1,,,,
38,2025-06-27,1.0715,3.8572,0.34,开放申购,开放赎回,,,1,,,,
39,2025-06-26,1.0679,3.8536,-0.33,开放申购,开放赎回,,,1,,,,
40,2025-06-25,1.0714,3.8571,1.78,开放申购,开放赎回,,,1,,,,
41,2025-06-24,1.0527,3.8384,1.42,开放申购,开放赎回,,,1,,,,
42,2025-06-23,1.0380,3.8237,1.23,开放申购,开放赎回,,,1,,,,
43,2025-06-20,1.0254,3.8111,-1.10,开放申购,开放赎回,,,1,,,,
44,2025-06-19,1.0368,3.8225,-0.62,开放申购,开放赎回,,,1,,,,
45,2025-06-18,1.0433,3.8290,0.56,开放申购,开放赎回,,,1,,,,
46,2025-06-17,1.0375,3.8232,0.66,开放申购,开放赎回,,,1,,,,
47,2025-06-16,1.0307,3.8164,1.62,开放申购,开放赎回,,,1,,,,
48,2025-06-13,1.0143,3.8000,-1.67,开放申购,开放赎回,,,1,,,,
49,2025-06-12,1.0315,3.8172,-0.02,开放申购,开放赎回,,,1,,,,
50,2025-06-11,1.0317,3.8174,0.80,开放申购,开放赎回,,,1,,,,
51,2025-06-10,1.0235,3.8092,-0.92,开放申购,开放赎回,,,1,,,,
52,2025-06-09,1.0330,3.8187,1.14,开放申购,开放赎回,,,1,,,,
53,2025-06-06,1.0214,3.8071,0.03,开放申购,开放赎回,,,1,,,,
54,2025-06-05,1.0211,3.8068,1.33,开放申购,开放赎回,,,1,,,,
55,2025-06-04,1.0077,3.7934,1.01,开放申购,开放赎回,,,1,,,,
56,2025-06-03,0.9976,3.7833,0.23,开放申购,开放赎回,,,1,,,,
57,2025-05-30,0.9953,3.7810,-1.33,开放申购,开放赎回,,,1,,,,
58,2025-05-29,1.0087,3.7944,1.63,开放申购,开放赎回,,,1,,,,
59,2025-05-28,0.9925,3.7782,-0.37,开放申购,开放赎回,,,1,,,,
60,2025-05-27,0.9962,3.7819,-0.54,开放申购,开放赎回,,,1,,,,
61,2025-05-26,1.0016,3.7873,1.18,开放申购,开放赎回,,,1,,,,
62,2025-05-23,0.9899,3.7756,-1.00,开放申购,开放赎回,,,1,,,,
63,2025-05-22,0.9999,3.7856,-0.76,开放申购,开放赎回,,,1,,,,
64,2025-05-21,1.0076,3.7933,-0.77,开放申购,开放赎回,,,1,,,,
65,2025-05-20,1.0154,3.8011,0.43,开放申购,开放赎回,,,1,,,,
66,2025-05-19,1.0111,3.7968,0.05,开放申购,开放赎回,,,1,,,,
67,2025-05-16,1.0106,3.7963,0.57,开放申购,开放赎回,,,1,,,,
68,2025-05-15,1.0049,3.7906,-1.61,开放申购,开放赎回,,,1,,,,
69,2025-05-14,1.0213,3.8070,-0.30,开放申购,开放赎回,,,1,,,,
70,2025-05-13,1.0244,3.8101,-0.10,开放申购,开放赎回,,,1,,,,
71,2025-05-12,1.0254,3.8111,1.16,开放申购,开放赎回,,,1,,,,
72,2025-05-09,1.0136,3.7993,-1.50,开放申购,开放赎回,,,1,,,,
73,2025-05-08,1.0290,3.8147,0.76,开放申购,开放赎回,,,1,,,,
74,2025-05-07,1.0212,3.8069,-0.42,开放申购,开放赎回,,,1,,,,
75,2025-05-06,1.0255,3.8112,1.86,开放申购,开放赎回,,,1,,,,
76,2025-04-30,1.0068,3.7925,1.73,开放申购,开放赎回,,,1,,,,
77,2025-04-29,0.9897,3.7754,1.06,开放申购,开放赎回,,,1,,,,
78,2025-04-28,0.9793,3.7650,-0.75,开放申购,开放赎回,,,1,,,,
79,2025-04-25,0.9867,3.7724,-0.33,开放申购,开放赎回,,,1,,,,
80,2025-04-24,0.9900,3.7757,-1.36,开放申购,开放赎回,,,1,,,,
81,2025-04-23,1.0037,3.7894,0.34,开放申购,开放赎回,,,1,,,,
82,2025-04-22,1.0003,3.7860,-0.88,开放申购,开放赎回,,,1,,,,
83,2025-04-21,1.0092,3.7949,1.87,开放申购,开放赎回,,,1,,,,
84,2025-04-18,0.9907,3.7764,-0.62,开放申购,开放赎回,,,1,,,,
85,2025-04-17,0.9969,3.7826,0.45,开放申购,开放赎回,,,1,,,,
86,2025-04-16,0.9924,3.7781,-1.19,开放申购,开放赎回,,,1,,,,
87,2025-04-15,1.0044,3.7901,-0.38,开放申购,开放赎回,,,1,,,,
88,2025-04-14,1.0082,3.7939,0.98,开放申购,开放赎回,,,1,,,,
89,2025-04-11,0.9984,3.7841,0.94,开放申购,开放赎回,,,1,,,,
90,2025-04-10,0.9891,3.7748,2.14,开放申购,开放赎回,,,1,,,,
91,2025-04-09,0.9684,3.7541,2.20,开放申购,开放赎回,,,1,,,,
92,2025-04-08,0.9476,3.7333,1.51,开放申购,开放赎回,,,1,,,,
93,2025-04-07,0.9335,3.7192,-11.01,开放申购,开放赎回,,,1,,,,
94,2025-04-03,1.0490,3.8347,-1.80,开放申购,开放赎回,,,1,,,,
95,2025-04-02,1.0682,3.8539,0.08,开放申购,开放赎回,,,1,,,,
96,2025-04-01,1.0673,3.8530,0.64,开放申购,开放赎回,,,1,,,,
97,2025-03-31,1.0605,3.8462,-0.02,开放申购,开放赎回,,,1,,,,
98,2025-03-28,1.0607,3.8464,-0.26,开放申购,开放赎回,,,1,,,,
99,2025-03-27,1.0635,3.8492,0.07,开放申购,开放赎回,,,1,,,,
100,2025-03-26,1.0628,3.8485,0.73,开放申购,开放赎回,,,1,,,,
101,2025-03-25,1.0551,3.8408,-0.23,开放申购,开放赎回,,,1,,,,
102,2025-03-24,1.0575,3.8432,-0.66,开放申购,开放赎回,,,1,,,,
103,2025-03-21,1.0645,3.8502,-2.09,开放申购,开放赎回,,,1,,,,
104,2025-03-20,1.0872,3.8729,-0.62,开放申购,开放赎回,,,1,,,,
105,2025-03-19,1.0940,3.8797,-1.27,开放申购,开放赎回,,,1,,,,
106,2025-03-18,1.1081,3.8938,-0.40,开放申购,开放赎回,,,1,,,,
107,2025-03-17,1.1126,3.8983,-0.45,开放申购,开放赎回,,,1,,,,
108,2025-03-14,1.1176,3.9033,1.85,开放申购,开放赎回,,,1,,,,
109,2025-03-13,1.0973,3.8830,-2.16,开放申购,开放赎回,,,1,,,,
110,2025-03-12,1.1215,3.9072,0.30,开放申购,开放赎回,,,1,,,,
111,2025-03-11,1.1181,3.9038,-0.12,开放申购,开放赎回,,,1,,,,
112,2025-03-10,1.1194,3.9051,0.49,开放申购,开放赎回,,,1,,,,
113,2025-03-07,1.1139,3.8996,-1.56,开放申购,开放赎回,,,1,,,,
114,2025-03-06,1.1316,3.9173,2.40,开放申购,开放赎回,,,1,,,,
115,2025-03-05,1.1051,3.8908,0.22,开放申购,开放赎回,,,1,,,,
116,2025-03-04,1.1027,3.8884,0.97,开放申购,开放赎回,,,1,,,,
117,2025-03-03,1.0921,3.8778,0.82,开放申购,开放赎回,,,1,,,,
118,2025-02-28,1.0832,3.8689,-4.53,开放申购,开放赎回,,,1,,,,
119,2025-02-27,1.1346,3.9203,-0.34,开放申购,开放赎回,,,1,,,,
120,2025-02-26,1.1385,3.9242,0.80,开放申购,开放赎回,,,1,,,,
121,2025-02-25,1.1295,3.9152,-0.33,开放申购,开放赎回,,,1,,,,
122,2025-02-24,1.1332,3.9189,-0.67,开放申购,开放赎回,,,1,,,,
