,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-20,2.3074,2.5717,0.54,开放申购,开放赎回,,,1,,,,
1,2025-08-19,2.2950,2.5593,-0.08,开放申购,开放赎回,,,1,,,,
2,2025-08-18,2.2968,2.5611,0.31,开放申购,开放赎回,,,1,,,,
3,2025-08-15,2.2897,2.5540,-0.74,开放申购,开放赎回,,,1,,,,
4,2025-08-14,2.3068,2.5711,0.07,开放申购,开放赎回,,,1,,,,
5,2025-08-13,2.3053,2.5696,-0.69,开放申购,开放赎回,,,1,,,,
6,2025-08-12,2.3214,2.5857,0.54,开放申购,开放赎回,,,1,,,,
7,2025-08-11,2.3090,2.5733,-0.84,开放申购,开放赎回,,,1,,,,
8,2025-08-08,2.3285,2.5928,-0.33,开放申购,开放赎回,,,1,,,,
9,2025-08-07,2.3361,2.6004,0.43,开放申购,开放赎回,,,1,,,,
10,2025-08-06,2.3262,2.5905,0.06,开放申购,开放赎回,,,1,,,,
11,2025-08-05,2.3248,2.5891,1.38,开放申购,开放赎回,,,1,,,,
12,2025-08-04,2.2932,2.5575,0.80,开放申购,开放赎回,,,1,,,,
13,2025-08-01,2.2750,2.5393,0.09,开放申购,开放赎回,,,1,,,,
14,2025-07-31,2.2729,2.5372,-0.61,开放申购,开放赎回,,,1,,,,
15,2025-07-30,2.2869,2.5512,0.37,开放申购,开放赎回,,,1,,,,
16,2025-07-29,2.2785,2.5428,-0.72,开放申购,开放赎回,,,1,,,,
17,2025-07-28,2.2950,2.5593,0.52,开放申购,开放赎回,,,1,,,,
18,2025-07-25,2.2831,2.5474,0.10,开放申购,开放赎回,,,1,,,,
19,2025-07-24,2.2808,2.5451,-0.48,开放申购,开放赎回,,,1,,,,
20,2025-07-23,2.2918,2.5561,0.46,开放申购,开放赎回,,,1,,,,
21,2025-07-22,2.2813,2.5456,-0.46,开放申购,开放赎回,,,1,,,,
22,2025-07-21,2.2918,2.5561,-0.25,开放申购,开放赎回,,,1,,,,
23,2025-07-18,2.2975,2.5618,0.42,开放申购,开放赎回,,,1,,,,
24,2025-07-17,2.2878,2.5521,0.02,开放申购,开放赎回,,,1,,,,
25,2025-07-16,2.2873,2.5516,-0.30,开放申购,开放赎回,,,1,,,,
26,2025-07-15,2.2941,2.5584,-0.65,开放申购,开放赎回,,,1,,,,
27,2025-07-14,2.3090,2.5733,0.46,开放申购,开放赎回,,,1,,,,
28,2025-07-11,2.2985,2.5628,-0.87,开放申购,开放赎回,,,1,,,,
29,2025-07-10,2.3186,2.5829,0.78,开放申购,开放赎回,,,1,,,,
30,2025-07-09,2.3006,2.5649,0.07,开放申购,开放赎回,,,1,,,,
31,2025-07-08,2.2991,2.5634,-0.03,开放申购,开放赎回,,,1,,,,
32,2025-07-07,2.2998,2.5641,0.49,开放申购,开放赎回,,,1,,,,
33,2025-07-04,2.2885,2.5528,1.33,开放申购,开放赎回,,,1,,,,
34,2025-07-03,2.2585,2.5228,0.02,开放申购,开放赎回,,,1,,,,
35,2025-07-02,2.2581,2.5224,0.16,开放申购,开放赎回,,,1,,,,
36,2025-07-01,2.2545,2.5188,1.07,开放申购,开放赎回,,,1,,,,
37,2025-06-30,2.2307,2.4950,0.25,开放申购,开放赎回,,,1,,,,
38,2025-06-27,2.2252,2.4895,-1.76,开放申购,开放赎回,,,1,,,,
39,2025-06-26,2.2651,2.5294,0.52,开放申购,开放赎回,,,1,,,,
40,2025-06-25,2.2534,2.5177,0.99,开放申购,开放赎回,,,1,,,,
41,2025-06-24,2.2314,2.4957,0.45,开放申购,开放赎回,,,1,,,,
42,2025-06-23,2.2214,2.4857,1.05,开放申购,开放赎回,,,1,,,,
43,2025-06-20,2.1984,2.4627,0.94,开放申购,开放赎回,,,1,,,,
44,2025-06-19,2.1779,2.4422,-0.23,开放申购,开放赎回,,,1,,,,
45,2025-06-18,2.1829,2.4472,0.80,开放申购,开放赎回,,,1,,,,
46,2025-06-17,2.1656,2.4299,-0.13,开放申购,开放赎回,,,1,,,,
47,2025-06-16,2.1684,2.4327,0.90,开放申购,开放赎回,,,1,,,,
48,2025-06-13,2.1490,2.4133,-0.76,开放申购,开放赎回,,,1,,,,
49,2025-06-12,2.1655,2.4298,0.36,开放申购,开放赎回,,,1,,,,
50,2025-06-11,2.1578,2.4221,0.19,开放申购,开放赎回,,,1,,,,
51,2025-06-10,2.1538,2.4181,0.27,开放申购,开放赎回,,,1,,,,
52,2025-06-09,2.1481,2.4124,0.20,开放申购,开放赎回,,,1,,,,
53,2025-06-06,2.1438,2.4081,0.15,开放申购,开放赎回,,,1,,,,
54,2025-06-05,2.1406,2.4049,-0.35,开放申购,开放赎回,,,1,,,,
55,2025-06-04,2.1482,2.4125,0.00,开放申购,开放赎回,,,1,,,,
56,2025-06-03,2.1483,2.4126,1.23,开放申购,开放赎回,,,1,,,,
57,2025-05-30,2.1222,2.3865,0.48,开放申购,开放赎回,,,1,,,,
58,2025-05-29,2.1121,2.3764,-0.08,开放申购,开放赎回,,,1,,,,
59,2025-05-28,2.1138,2.3781,-0.16,开放申购,开放赎回,,,1,,,,
60,2025-05-27,2.1171,2.3814,0.27,开放申购,开放赎回,,,1,,,,
61,2025-05-26,2.1113,2.3756,-0.42,开放申购,开放赎回,,,1,,,,
62,2025-05-23,2.1201,2.3844,-0.72,开放申购,开放赎回,,,1,,,,
63,2025-05-22,2.1355,2.3998,0.49,开放申购,开放赎回,,,1,,,,
64,2025-05-21,2.1250,2.3893,0.53,开放申购,开放赎回,,,1,,,,
65,2025-05-20,2.1139,2.3782,0.22,开放申购,开放赎回,,,1,,,,
66,2025-05-19,2.1093,2.3736,-0.20,开放申购,开放赎回,,,1,,,,
67,2025-05-16,2.1135,2.3778,-0.70,开放申购,开放赎回,,,1,,,,
68,2025-05-15,2.1283,2.3926,-0.23,开放申购,开放赎回,,,1,,,,
69,2025-05-14,2.1332,2.3975,0.66,开放申购,开放赎回,,,1,,,,
70,2025-05-13,2.1192,2.3835,1.05,开放申购,开放赎回,,,1,,,,
