,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
0,2025-08-21,1.2126,2.4252,0.51,场内买入,场内卖出,,,1,,,,
1,2025-08-20,1.2064,2.4128,0.77,场内买入,场内卖出,,,1,,,,
2,2025-08-19,1.1972,2.3944,0.05,场内买入,场内卖出,,,1,,,,
3,2025-08-18,1.1966,2.3932,0.28,场内买入,场内卖出,,,1,,,,
4,2025-08-15,1.1932,2.3864,-0.30,场内买入,场内卖出,,,1,,,,
5,2025-08-14,1.1968,2.3936,-0.03,场内买入,场内卖出,,,1,,,,
6,2025-08-13,1.1971,2.3942,-0.52,场内买入,场内卖出,,,1,,,,
7,2025-08-12,1.2034,2.4068,0.38,场内买入,场内卖出,,,1,,,,
8,2025-08-11,1.1989,2.3978,-0.67,场内买入,场内卖出,,,1,,,,
9,2025-08-08,1.2070,2.4140,0.15,场内买入,场内卖出,,,1,,,,
10,2025-08-07,1.2052,2.4104,0.32,场内买入,场内卖出,,,1,,,,
11,2025-08-06,1.2014,2.4028,0.10,场内买入,场内卖出,,,1,,,,
12,2025-08-05,1.2002,2.4004,1.25,场内买入,场内卖出,,,1,,,,
13,2025-08-04,1.1854,2.3708,0.59,场内买入,场内卖出,,,1,,,,
14,2025-08-01,1.1784,2.3568,-0.03,场内买入,场内卖出,,,1,,,,
15,2025-07-31,1.1788,2.3576,-1.18,场内买入,场内卖出,,,1,,,,
16,2025-07-30,1.1929,2.3858,0.42,场内买入,场内卖出,,,1,,,,
17,2025-07-29,1.1879,2.3758,-0.58,场内买入,场内卖出,,,1,,,,
18,2025-07-28,1.1948,2.3896,-0.35,场内买入,场内卖出,,,1,,,,
19,2025-07-25,1.1990,2.3980,-0.70,场内买入,场内卖出,,,1,,,,
20,2025-07-24,1.2074,2.4148,-0.79,场内买入,场内卖出,,,1,,,,
21,2025-07-23,1.2170,2.4340,0.13,场内买入,场内卖出,,,1,,,,
22,2025-07-22,1.2154,2.4308,0.17,场内买入,场内卖出,,,1,,,,
23,2025-07-21,1.2133,2.4266,-0.01,场内买入,场内卖出,,,1,,,,
24,2025-07-18,1.2134,2.4268,0.49,场内买入,场内卖出,,,1,,,,
25,2025-07-17,1.2075,2.4150,-0.19,场内买入,场内卖出,,,1,,,,
26,2025-07-16,1.2098,2.4196,-0.37,场内买入,场内卖出,,,1,,,,
27,2025-07-15,1.2143,2.4286,-0.91,场内买入,场内卖出,,,1,,,,
28,2025-07-14,1.2255,2.4510,0.71,场内买入,场内卖出,,,1,,,,
29,2025-07-11,1.2169,2.4338,-0.91,场内买入,场内卖出,,,1,,,,
30,2025-07-10,1.2281,2.4562,0.52,场内买入,场内卖出,,,1,,,,
31,2025-07-09,1.2217,2.4434,0.54,场内买入,场内卖出,,,1,,,,
32,2025-07-08,1.2151,2.4302,-0.22,场内买入,场内卖出,,,1,,,,
33,2025-07-07,1.2178,2.4356,0.51,场内买入,场内卖出,,,1,,,,
