,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
0,2025-08-20,1.9339,1.9339,,,1,-0.51,限制大额申购,开放赎回,,,,
1,2025-08-19,1.9438,1.9438,,,1,-0.57,限制大额申购,开放赎回,,,,
2,2025-08-18,1.9549,1.9549,,,1,0.87,限制大额申购,开放赎回,,,,
3,2025-08-15,1.9381,1.9381,,,1,1.40,限制大额申购,开放赎回,,,,
4,2025-08-14,1.9113,1.9113,,,1,-0.68,限制大额申购,开放赎回,,,,
5,2025-08-13,1.9243,1.9243,,,1,1.01,限制大额申购,开放赎回,,,,
6,2025-08-12,1.9051,1.9051,,,1,0.91,限制大额申购,开放赎回,,,,
7,2025-08-11,1.8879,1.8879,,,1,-0.39,暂停申购,暂停赎回,,,,
8,2025-08-08,1.8953,1.8953,,,1,1.13,限制大额申购,开放赎回,,,,
9,2025-08-07,1.8742,1.8742,,,1,0.67,限制大额申购,开放赎回,,,,
10,2025-08-06,1.8618,1.8618,,,1,0.41,限制大额申购,开放赎回,,,,
11,2025-08-05,1.8542,1.8542,,,1,0.79,限制大额申购,开放赎回,,,,
12,2025-08-04,1.8396,1.8396,,,1,1.20,限制大额申购,开放赎回,,,,
13,2025-08-01,1.8178,1.8178,,,1,-1.40,限制大额申购,开放赎回,,,,
14,2025-07-31,1.8437,1.8437,,,1,0.14,限制大额申购,开放赎回,,,,
15,2025-07-30,1.8411,1.8411,,,1,0.47,限制大额申购,开放赎回,,,,
16,2025-07-29,1.8324,1.8324,,,1,-0.95,限制大额申购,开放赎回,,,,
17,2025-07-28,1.8499,1.8499,,,1,-1.08,限制大额申购,开放赎回,,,,
18,2025-07-25,1.8701,1.8701,,,1,-1.66,限制大额申购,开放赎回,,,,
19,2025-07-24,1.9016,1.9016,,,1,1.94,限制大额申购,开放赎回,,,,
20,2025-07-23,1.8655,1.8655,,,1,2.78,限制大额申购,开放赎回,,,,
21,2025-07-22,1.8151,1.8151,,,1,0.49,限制大额申购,开放赎回,,,,
22,2025-07-21,1.8062,1.8062,,,1,-0.02,暂停申购,暂停赎回,,,,
23,2025-07-18,1.8066,1.8066,,,1,-0.46,限制大额申购,开放赎回,,,,
24,2025-07-17,1.8149,1.8149,,,1,1.20,限制大额申购,开放赎回,,,,
25,2025-07-16,1.7934,1.7934,,,1,-0.76,限制大额申购,开放赎回,,,,
26,2025-07-15,1.8072,1.8072,,,1,-0.13,限制大额申购,开放赎回,,,,
27,2025-07-14,1.8096,1.8096,,,1,-0.72,限制大额申购,开放赎回,,,,
28,2025-07-11,1.8227,1.8227,,,1,0.03,限制大额申购,开放赎回,,,,
29,2025-07-10,1.8222,1.8222,,,1,-0.12,限制大额申购,开放赎回,,,,
30,2025-07-09,1.8244,1.8244,,,1,-0.49,限制大额申购,开放赎回,,,,
31,2025-07-08,1.8334,1.8334,,,1,-0.46,限制大额申购,开放赎回,,,,
32,2025-07-07,1.8418,1.8418,,,1,-0.29,限制大额申购,开放赎回,,,,
33,2025-07-04,1.8472,1.8472,,,1,-0.77,限制大额申购,开放赎回,,,,
34,2025-07-03,1.8615,1.8615,,,1,0.11,限制大额申购,开放赎回,,,,
35,2025-07-02,1.8595,1.8595,,,1,0.03,限制大额申购,开放赎回,,,,
36,2025-07-01,1.8590,1.8590,,,1,-0.58,限制大额申购,开放赎回,,,,
37,2025-06-30,1.8698,1.8698,,,1,0.44,限制大额申购,开放赎回,,,,
38,2025-06-27,1.8617,1.8617,,,1,1.70,限制大额申购,开放赎回,,,,
39,2025-06-26,1.8306,1.8306,,,1,0.59,限制大额申购,开放赎回,,,,
40,2025-06-25,1.8199,1.8199,,,1,1.16,限制大额申购,开放赎回,,,,
